Prot RefSeq, Name, E Value
NP_664740.1, TR-ListeriaB025, 5.1e-05
NP_664912.1, TR-Che8, 0.0033
NP_665025.1, TR-BCJA1C, 1.21e-43
NP_665121.1, TR-MGAS315, 9.399999999999999e-23
NP_665229.1, TR-SPP1, 9.9
NP_668519.1, TR-T4, 5.6
NP_669510.1, TR-T1, 5.9000000000000005e-37
NP_671132.1, TR-meningitidis, 3.7
NP_680491.1, TR-ListeriaB025, 5.1000000000000005e-26
NP_687619.1, TR-Che8, 0.0033
NP_690679.1, TR-Che8, 0.0
NP_690766.1, TR-FL3A, 1e-06
NP_692056.1, TR-PY54, 5.6
NP_695114.1, TR-SPP1, 4.2e-09
NP_695162.1, TR-BCJA1C, 2.5999999999999997e-42
NP_695352.1, TR-Che8, 9.1
NP_705632.2, TR-Bcep1, 1.3e-27
NP_716311.1, TR-DMS3, 8.3e-18
NP_718275.1, TR-Mu, 3.3
NP_718526.1, TR-SPP1, 2.4e-17
NP_722381.1, TR-BCJA1C, 2.3
NP_743729.1, TR-Che8, 5.4e-22
NP_745417.1, TR-SPP1, 0.085
NP_746001.1, TR-DMS3, 0.0
NP_752890.1, TR-P2, 5.7000000000000006e-37
NP_753364.1, TR-Lam, 0.0
NP_753488.1, TR-Lam, 0.0
NP_755046.1, TR-Lam, 0.0
NP_757918.1, TR-Sfi21, 3.5
NP_767711.1, TR-Che8, 3.4
NP_777931.1, TR-T4, 1.7
NP_779186.1, TR-Bcep1, 2.1e-16
NP_782685.1, TR-CD38, 0.0
NP_790422.1, TR-DMS3, 9.6e-26
NP_791904.1, TR-T1, 4.9e-07
NP_801702.1, TR-SPP1, 9.9
NP_801806.1, TR-MGAS315, 9.399999999999999e-23
NP_801902.1, TR-BCJA1C, 1.21e-43
NP_802018.1, TR-Che8, 0.0033
NP_802181.1, TR-ListeriaB025, 5.1e-05
NP_802396.1, TR-ListeriaB025, 1.6e-38
NP_803342.1, TR-ListeriaB025, 5.5e-24
NP_803393.1, TR-FL3A, 1.4e-06
NP_805161.1, TR-DMS3, 0.0
NP_807090.1, TR-P2, 3.7e-39
NP_809476.1, TR-Bmccartyi, 2.3
NP_815007.1, TR-SPP1, 1.4
NP_815175.1, TR-BCJA1C, 7.2
NP_815676.1, TR-CD38, 0.0024
NP_816440.1, TR-SPP1, 0.85
NP_817348.1, TR-Che8, 9.4e-22
NP_817467.1, TR-Che8, 9.5e-29
NP_817611.1, TR-Che8, 0.0021
NP_817688.1, TR-Che8, 1.5e-22
NP_817899.1, TR-Che8, 8.299999999999999e-23
NP_817986.1, TR-Che8, 0.063
NP_818329.1, TR-Che8, 4.2e-27
NP_820958.1, U_TR_Oligot, 2.9
NP_826689.1, TR-Che8, 1.4e-26
NP_827802.1, TR-Giles, 9.5
NP_835561.1, TR-ListeriaB025, 0.0
NP_836415.1, TR-Lam, 0.0
NP_839861.1, TR-P2, 3.2e-38
NP_839930.1, TR-Sfi21, 1.12e-44
NP_843012.1, TR-Bmccartyi, 5.4e-07
NP_846035.1, TR-Bmccartyi, 2.5e-06
NP_846325.1, TR-ListeriaB025, 0.013
NP_852764.1, TR-Bcep1, 8.4e-22
NP_858960.1, TR-Che8, 2e-05
NP_858964.1, TR-Giles, 8.5
NP_861867.1, U_T4-gp15_tss, 0.0
NP_862884.1, TR-Che8, 0.025
NP_872742.1, TR-DMS3, 0.0
NP_873077.1, TR-DMS3, 7.8e-24
NP_873958.1, TR-DMS3, 3.3e-18
NP_891722.1, U_T4-gp15_tss, 0.0
NP_892055.1, TR-PY54, 0.0
NP_899598.1, U_T4-gp15_tss, 0.0
NP_900021.1, TR-Mu, 0.0
NP_900077.1, TR-BcepMu, 0.0
NP_901800.1, TR-DMS3, 0.0
NP_924977.1, TR-Che8, 4.5
NP_932506.1, U_T4-gp15_tss, 0.0
NP_938246.1, TR-DMS3, 3.2e-28
NP_944103.1, U_T4-gp15_tss, 0.0
NP_944313.1, TR-Bcep1, 2.9e-28
NP_945040.1, TR-Che8, 0.0
NP_945290.1, TR-CD38, 2.6e-24
NP_958068.1, TR-P2, 1.1e-36
NP_958109.1, TR-Bcep1, 1.3e-27
NP_958284.1, TR-Che8, 2e-19
NP_958542.1, TR-SPP1, 8.7e-06
NP_958589.1, TR-FL3A, 0.0
NP_958611.1, TR-ListeriaB025, 0.0
NP_964338.1, TR-FL3A, 0.0
NP_965231.1, TR-SPP1, 8.7e-06
NP_965865.1, TR-BCJA1C, 3.0
NP_965904.1, TR-SPP1, 8.0
NP_975897.1, TR-Andromeda, 8.0
NP_976733.1, TR-Bmccartyi, 0.0
NP_977424.1, TR-P2, 7.3
NP_992464.1, TR-T4, 5.6
NP_994641.1, TR-meningitidis, 3.7
YP_001001907.1, TR-SPP1, 4.9
YP_001004380.1, TR-SPP1, 1.2e-16
YP_001010878.1, TR-BCJA1C, 1.4
YP_001022150.1, TR-Che8, 3.7
YP_001032169.1, TR-FL3A, 0.0
YP_001033347.1, TR-Sfi21, 2.2e-43
YP_001038041.1, TR-Bmccartyi, 0.0
YP_001038128.1, TR-FL3A, 0.00036
YP_001038878.1, TR-CD38, 5.699999999999999e-41
YP_001039797.1, TR-Bcep1, 2.6e-25
YP_001039928.1, TR-ListeriaB025, 1.9e-38
YP_001049675.1, TR-P2, 5.3e-28
YP_001049812.1, U_TR_Oligot, 1.7
YP_001053223.1, TR-Lam, 6.799999999999999e-23
YP_001070549.1, TR-Che8, 0.91
YP_001072905.1, TR-PA6, 8.9
YP_001087431.2, TR-CD38, 0.0
YP_001087859.1, TR-CD38, 1.1e-09
YP_001089427.1, TR-CD38, 0.0
YP_001089787.1, TR-MGAS315, 7.9
YP_001090363.1, TR-ListeriaB025, 1.1
YP_001106855.1, TR-SPP1, 6.2
YP_001109116.1, TR-Giles, 4.3
YP_001110730.1, TR-CD38, 0.0
YP_001110845.1, TR-T1, 2.5000000000000002e-22
YP_001111071.1, TR-P2, 1.4e-35
YP_001111090.1, TR-Che8, 0.0
YP_001111211.1, TR-DMS3, 0.0
YP_001121984.1, TR-Giles, 5.3
YP_001122148.1, TR-CD38, 6.1
YP_001128096.1, TR-BCJA1C, 1.3e-43
YP_001128242.1, TR-Che8, 0.0033
YP_001128587.1, TR-SPP1, 9.9
YP_001128816.1, TR-ListeriaB025, 0.0016
YP_001141418.1, TR-P2, 3.3e-33
YP_001143170.1, TR-BCJA1C, 8.8
YP_001143551.1, TR-P2, 3.3e-33
YP_001157398.1, TR-Che8, 1e-27
YP_001162387.1, TR-T1, 5.9000000000000005e-37
YP_001163973.1, TR-T4, 5.6
YP_001164684.1, TR-meningitidis, 3.7
YP_001165265.1, TR-P2, 1.2e-41
YP_001167287.1, TR-SPP1, 0.0
YP_001167513.1, TR-DMS3, 8.2e-22
YP_001167569.1, TR-SPP1, 7.2e-20
YP_001167955.1, TR-SPP1, 1.3e-19
YP_001168289.1, TR-DMS3, 8.2e-22
YP_001168898.1, TR-Andromeda, 1.3
YP_001176954.1, TR-SPP1, 0.0
YP_001177313.1, TR-DMS3, 1.5e-26
YP_001178200.1, TR-P2, 1.4e-38
YP_001193068.1, TR-PY54, 9.1
YP_001209655.1, TR-DMS3, 6.1e-16
YP_001212733.1, TR-ClostridiumC, 0.016
YP_001221082.1, TR-PA6, 6.6
YP_001233706.1, U_TR_Oligot, 6.7
YP_001245504.1, TR-T4, 0.14
YP_001245733.1, TR-SPP1, 0.0
YP_001246443.1, TR-ListeriaB025, 1.6999999999999997e-23
YP_001247375.1, TR-ListeriaB025, 0.0
YP_001254232.1, TR-CD38, 0.0
YP_001254836.1, TR-CD38, 0.0
YP_001264795.1, TR-Che8, 8.5
YP_001267804.1, TR-SPP1, 0.17
YP_001268681.1, TR-T1, 0.00032
YP_001269416.1, TR-Che8, 1.6e-19
YP_001271442.1, TR-SPP1, 0.043
YP_001271704.1, TR-Sfi21, 0.0
YP_001272522.1, TR-Lam, 0.0
YP_001280772.1, TR-Che8, 9.1
YP_001281801.1, TR-meningitidis, 2.9
YP_001285530.1, TR-T1, 1.8000000000000001e-22
YP_001285586.1, TR-PA6, 0.0
YP_001285650.1, TR-P2, 5.900000000000001e-35
YP_001285683.1, TR-Che8, 1.1e-05
YP_001285887.1, TR-BCJA1C, 8.299999999999999e-30
YP_001286465.1, TR-meningitidis, 2.9
YP_001292228.1, TR-BCJA1C, 5.6
YP_001292287.1, TR-Bcep1, 1.1e-18
YP_001294444.1, TR-Bcep1, 6.0000000000000005e-31
YP_001294534.1, TR-T1, 0.012
YP_001294806.1, TR-Giles, 0.0047
YP_001294841.1, TR-Bcep1, 1.1000000000000001e-27
YP_001306070.1, TR-Andromeda, 2.5
YP_001308053.1, TR-CD38, 0.028
YP_001308775.1, TR-CD38, 0.0
YP_001310481.1, TR-CD38, 0.0
YP_001315275.1, TR-T4, 0.14
YP_001315509.1, TR-SPP1, 0.0
YP_001316229.1, TR-ListeriaB025, 1.6999999999999997e-23
YP_001317168.1, TR-ListeriaB025, 0.0
YP_001320232.1, TR-CD38, 4.8e-16
YP_001320381.1, TR-CD38, 0.0
YP_001321764.1, TR-Bmccartyi, 0.0
YP_001327010.1, TR-SPP1, 2.4e-19
YP_001327322.1, U_TR_Oligot, 0.071
YP_001327554.1, TR-T1, 2.8e-35
YP_001331114.1, TR-T4, 0.13
YP_001331332.1, TR-SPP1, 1.2e-16
YP_001332925.1, TR-ListeriaB025, 0.0
YP_001335086.1, TR-T1, 4.7e-05
YP_001337117.1, TR-P2, 2e-36
YP_001339452.1, TR-P2, 2.7e-33
YP_001344539.1, TR-SPP1, 1.8e-10
YP_001346094.1, TR-P2, 4.1e-33
YP_001347780.1, TR-T1, 2.3999999999999997e-38
YP_001349949.1, TR-Bcep1, 1.9e-16
YP_001350393.1, TR-P2, 1.9e-32
YP_001354404.1, U_TR_Oligot, 9.7
YP_001354463.1, U_TR_Oligot, 8.4
YP_001355926.1, TR-P2, 1.6
YP_001359811.1, TR-SPP1, 0.64
YP_001361465.1, TR-Che8, 9e-22
YP_001362760.1, TR-Giles, 8.0
YP_001364193.1, TR-Che8, 3.9
YP_001364831.1, TR-SPO1, 3.2
YP_001365632.1, U_TR_Oligot, 1.6
YP_001366306.1, TR-DMS3, 5.3e-18
YP_001373860.1, TR-BcepMu, 6.2
YP_001375818.1, TR-FL3A, 1.1e-10
YP_001384745.1, TR-FL3A, 0.065
YP_001385262.1, TR-FL3A, 0.00029
YP_001391151.1, TR-FL3A, 3.8
YP_001391651.1, TR-CD38, 0.0
YP_001392475.1, TR-FL3A, 0.049
YP_001395248.1, TR-Adjutor, 0.0
YP_001395339.1, TR-Adjutor, 0.0
YP_001396018.1, TR-Bmccartyi, 0.0
YP_001396638.1, TR-CD38, 0.0
YP_001398633.1, TR-ListeriaB025, 6.0
YP_001406949.1, TR-PY54, 0.99
YP_001406950.1, TR-PY54, 2.4
YP_001412190.1, TR-SPP1, 3.3e-24
YP_001416394.1, TR-Che8, 1.2
YP_001418047.1, TR-SPP1, 7.799999999999999e-23
YP_001418597.1, TR-T1, 9.799999999999999e-38
YP_001419370.1, TR-Mu, 3.7
YP_001420103.1, TR-phi297, 0.17
YP_001425386.1, U_TR_Oligot, 3.7
YP_001428219.1, TR-CD38, 5.1
YP_001429947.1, TR-ListeriaB025, 5.5e-24
YP_001437138.1, TR-SPP1, 0.0
YP_001437732.1, TR-DMS3, 2.1e-08
YP_001439106.1, TR-phi297, 5.7e-06
YP_001440724.1, TR-T4, 0.15
YP_001442534.1, TR-ListeriaB025, 0.0
YP_001449300.1, TR-SPP1, 0.0
YP_001453420.1, TR-T1, 4.1e-05
YP_001457671.1, TR-P2, 2.3999999999999997e-38
YP_001468397.1, TR-BCJA1C, 6.600000000000001e-31
YP_001468471.1, TR-SPO1, 0.0
YP_001468649.1, TR-ListeriaB025, 0.0
YP_001468939.1, TR-Che8, 0.018
YP_001469166.1, TR-DMS3, 3e-26
YP_001469216.1, TR-SPP1, 6.6
YP_001469243.1, TR-Che8, 5e-25
YP_001469496.1, U_T4-gp15_tss, 0.0
YP_001477104.1, TR-P2, 7.6e-32
YP_001487979.1, TR-CD38, 0.22
YP_001489381.1, TR-Bmccartyi, 4.1
YP_001490493.1, TR-Andromeda, 6.8
YP_001490585.1, TR-Mu, 6.6e-06
YP_001491590.1, TR-Che8, 0.00013
YP_001491671.1, TR-Che8, 0.00013
YP_001493528.1, TR-SPP1, 0.57
YP_001496609.1, TR-SPP1, 0.00024
YP_001504130.1, TR-SPO1, 0.0
YP_001505026.1, TR-DMS3, 3.9
YP_001506703.1, TR-SPP1, 2.2
YP_001516743.1, TR-CD38, 1.7
YP_001524033.1, TR-SPP1, 1.3e-26
YP_001533508.1, TR-SPP1, 3.8e-16
YP_001550708.1, TR-Cereus, 7.4
YP_001552343.1, TR-Giles, 0.0
YP_001553073.1, TR-SPO1, 3.3
YP_001554576.1, TR-DMS3, 1.3e-16
YP_001555332.1, TR-P2, 6.7e-40
YP_001557910.1, TR-CD38, 0.0
YP_001560056.1, TR-CD38, 0.0
YP_001562356.1, U_TR_Oligot, 0.45
YP_001562667.1, TR-SPP1, 4.9e-06
YP_001563627.1, TR-P2, 5.3999999999999995e-34
YP_001563661.1, TR-P2, 5.3999999999999995e-34
YP_001564269.1, TR-T1, 6.4e-41
YP_001565104.1, TR-T1, 1e-32
YP_001574063.1, TR-T4, 0.13
YP_001575334.1, TR-ListeriaB025, 5.5e-24
YP_001575841.1, TR-ListeriaB025, 0.0
YP_001588374.1, TR-DMS3, 9.1e-33
YP_001595291.1, U_T4-gp15_tss, 0.0
YP_001595888.1, TR-T1, 0.075
YP_001595992.1, U_TR_Oligot, 2.9
YP_001604140.1, TR-SPP1, 0.0
YP_001606319.1, TR-T4, 5.6
YP_001608357.1, TR-meningitidis, 3.7
YP_001609600.1, TR-Lam, 9.5
YP_001609754.1, TR-Lam, 9.5
YP_001610091.1, TR-Lam, 9.5
YP_001610566.1, TR-Lam, 9.5
YP_001620609.1, TR-FL3A, 8.1e-05
YP_001624864.1, U_TR_Oligot, 6.4
YP_001629589.1, TR-Bcep1, 2.6e-07
YP_001631583.1, TR-phi297, 2.1
YP_001633034.1, TR-Mu, 3.4999999999999997e-25
YP_001638898.1, TR-SPP1, 0.0
YP_001646224.1, TR-Bmccartyi, 1e-06
YP_001646384.1, TR-Bmccartyi, 4.1e-06
YP_001650892.1, TR-P2, 2.3000000000000002e-33
YP_001655310.1, TR-FL3A, 0.22
YP_001655526.1, TR-FL3A, 7.9
YP_001655762.1, TR-FL3A, 9.5
YP_001656045.1, TR-FL3A, 8.3
YP_001656667.1, TR-FL3A, 9.1
YP_001656710.1, TR-FL3A, 8.0
YP_001656713.1, TR-FL3A, 6.0
YP_001657244.1, TR-FL3A, 1.6
YP_001657249.1, TR-FL3A, 7.5
YP_001657340.1, TR-FL3A, 2.8
YP_001657511.1, TR-FL3A, 3.4
YP_001657927.1, TR-FL3A, 1.4
YP_001658045.1, TR-FL3A, 8.1
YP_001658155.1, TR-FL3A, 6.9
YP_001658348.1, TR-FL3A, 6.8
YP_001658481.1, TR-FL3A, 0.76
YP_001658971.1, TR-FL3A, 7.0
YP_001659814.1, TR-FL3A, 8.3
YP_001659881.1, TR-FL3A, 7.3
YP_001660169.1, TR-FL3A, 7.5
YP_001660857.1, TR-FL3A, 7.7
YP_001662889.1, TR-Bmccartyi, 0.0
YP_001668857.1, TR-SPP1, 0.095
YP_001669637.1, TR-T1, 1.8e-33
YP_001673553.1, TR-P2, 1.9e-27
YP_001681396.1, TR-Bmccartyi, 0.0
YP_001681485.1, TR-Bmccartyi, 0.0
YP_001685534.1, TR-SPP1, 2e-16
YP_001686809.1, TR-SPP1, 4e-10
YP_001693533.1, TR-BCJA1C, 3.7999999999999995e-42
YP_001697501.1, TR-CD38, 7.6e-40
YP_001706557.1, TR-Che8, 0.0
YP_001707167.1, TR-T1, 5.8e-05
YP_001707564.1, TR-BCJA1C, 8.2
YP_001707707.1, TR-Bcep1, 0.98
YP_001707972.1, TR-P2, 4.9000000000000005e-33
YP_001712535.1, TR-P2, 5.8e-31
YP_001714516.1, TR-T1, 0.13
YP_001718735.1, TR-P2, 2.2e-36
YP_001718867.1, TR-meningitidis, 3.7
YP_001719656.1, TR-P2, 1.7e-21
YP_001719692.1, TR-P2, 6.8e-24
YP_001719983.1, TR-Bcep1, 7.5e-21
YP_001721066.1, TR-P2, 2.0999999999999999e-41
YP_001721733.1, TR-T4, 5.4
YP_001722362.1, TR-T1, 5.4
YP_001725067.1, TR-Lam, 0.0
YP_001725723.1, TR-P2, 1.5e-38
YP_001728321.1, TR-Sfi21, 4.1e-40
YP_001742064.1, TR-phi297, 0.00032
YP_001743255.1, TR-Che8, 0.0
YP_001746279.1, TR-P2, 8e-38
YP_001746711.1, TR-DMS3, 9.2
YP_001748218.1, TR-SPP1, 7e-21
YP_001749496.1, TR-SPP1, 0.13
YP_001750786.1, TR-SPP1, 0.0
YP_001757613.1, TR-SPP1, 0.0
YP_001772679.1, TR-SPP1, 0.0
YP_001775862.1, TR-Bcep1, 6.4e-16
YP_001780372.1, TR-CD38, 2.5
YP_001781735.1, TR-CD38, 0.0
YP_001781899.1, TR-ListeriaB025, 7.4
YP_001782115.1, TR-ListeriaB025, 0.89
YP_001783576.1, TR-P2, 3.7e-21
YP_001784012.1, TR-DMS3, 2.9e-41
YP_001784246.1, TR-phi297, 9.1
YP_001784476.1, TR-phi297, 3.5
YP_001784488.1, TR-P2, 3.8e-33
YP_001786838.1, TR-FL3A, 2.7
YP_001786844.1, TR-P2, 6.9
YP_001787266.1, TR-CD38, 0.0
YP_001791720.1, TR-PA6, 3.2
YP_001792758.1, TR-BCJA1C, 2.8e-18
YP_001800816.1, TR-Che8, 0.017
YP_001824364.1, TR-Che8, 8.9e-27
YP_001826090.1, TR-Che8, 1.0
YP_001829731.1, TR-Bcep1, 0.0
YP_001845707.1, TR-T1, 0.0012
YP_001847389.1, TR-T1, 9.8
YP_001855127.1, TR-DMS3, 4.3
YP_001856204.1, TR-T1, 6.0
YP_001869497.1, TR-phi297, 3.7
YP_001871029.1, TR-T1, 5.4
YP_001871601.1, TR-T4, 5.5
YP_001872311.1, TR-P2, 2.0999999999999999e-41
YP_001873686.1, TR-P2, 4e-24
YP_001873991.1, TR-P2, 2.1e-21
YP_001874451.1, TR-meningitidis, 3.6
YP_001879577.1, TR-Lam, 0.0
YP_001879616.1, TR-SPP1, 0.0
YP_001879927.1, TR-Lam, 0.0
YP_001880070.1, TR-Lam, 0.0
YP_001880488.1, TR-P2, 4.3e-34
YP_001885151.1, TR-ListeriaB025, 0.0097
YP_001886102.1, TR-CD38, 7.6e-05
YP_001886442.1, TR-Bmccartyi, 4.9
YP_001886918.1, TR-CD38, 0.0
YP_001891532.1, TR-CD38, 6.2
YP_001891837.1, TR-Giles, 5.5
YP_001906524.1, TR-P2, 1.5e-35
YP_001908263.1, TR-T4, 5.2
YP_001914558.1, TR-P2, 7.700000000000001e-37
YP_001920283.1, TR-CD38, 3.4e-37
YP_001921329.1, TR-Cereus, 4.7
YP_001921493.1, TR-Bmccartyi, 7.0
YP_001924124.1, TR-SPP1, 8.9e-16
YP_001925370.1, TR-SPP1, 0.00015
YP_001930859.1, TR-CD38, 5.4
YP_001931705.1, TR-Cereus, 2.8
YP_001936040.1, TR-Che8, 9.4e-07
YP_001936113.1, TR-Adjutor, 5.4
YP_001948078.1, TR-P2, 7.5e-36
YP_001949016.1, TR-Che8, 4.2e-10
YP_001955093.1, TR-Che8, 3e-06
YP_001957302.1, TR-T4, 4.9
YP_001960199.1, TR-BcepMu, 3.0
YP_001968289.1, TR-Lam, 6.799999999999999e-23
YP_001968616.1, TR-Lam, 4.3e-17
YP_001970231.1, TR-P2, 5.1e-34
YP_001971692.1, U_TR_Oligot, 4.5
YP_001974369.1, TR-BCJA1C, 5.75e-44
YP_001974848.1, TR-SPP1, 0.51
YP_001978051.1, TR-meningitidis, 8.2
YP_001986933.1, TR-SPP1, 5.4
YP_001987058.1, TR-SPP1, 5.2
YP_001987277.1, TR-SPP1, 1.9e-10
YP_001991105.1, TR-SPP1, 3.6999999999999997e-23
YP_001992328.1, TR-DMS3, 1.4e-23
YP_001992956.1, TR-SPP1, 0.0
YP_001994479.1, TR-Che8, 0.00013
YP_001994568.1, TR-Che8, 0.0003
YP_001994661.1, TR-Che8, 0.00015
YP_001994752.1, TR-Che8, 0.00015
YP_001994841.1, TR-Che8, 0.001
YP_001995191.1, TR-DMS3, 0.0
YP_002000074.1, TR-Adjutor, 2.5
YP_002014227.1, TR-Che8, 4.3000000000000006e-21
YP_002014337.1, TR-Che8, 9.5e-29
YP_002014486.1, TR-Che8, 9.5e-29
YP_002019009.1, TR-PA6, 8.0
YP_002027557.1, TR-Bcep1, 6.6
YP_002028879.1, TR-SPP1, 1e-10
YP_002040239.1, TR-Lam, 0.0
YP_002041862.1, TR-Lam, 0.0
YP_002041977.1, TR-P2, 9.999999999999999e-31
YP_002043310.1, TR-P2, 1.6e-36
YP_002043464.1, TR-BcepMu, 0.0
YP_002045041.1, TR-Lam, 0.0
YP_002047230.1, TR-P2, 9.999999999999999e-31
YP_002048204.1, TR-BcepMu, 0.0
YP_002113611.1, TR-phi297, 0.0
YP_002113663.1, TR-Lam, 0.0
YP_002115120.1, TR-DMS3, 6.9e-33
YP_002117157.1, TR-DMS3, 7.7e-31
YP_002117571.1, TR-SPP1, 9e-23
YP_002117678.1, TR-ListeriaB025, 2.6e-30
YP_002136014.1, TR-Che8, 4.4
YP_002143240.1, TR-P2, 2.2e-36
YP_002143283.1, TR-P2, 9.999999999999999e-31
YP_002147586.1, TR-P2, 6.7e-26
YP_002147643.1, TR-P2, 2.7e-36
YP_002149128.1, TR-BcepMu, 0.0
YP_002150277.1, TR-T1, 7.5e-37
YP_002150688.1, TR-SPP1, 6.3e-06
YP_002151453.1, TR-Bcep1, 6.3e-29
YP_002151706.1, TR-P2, 3.9000000000000004e-33
YP_002154170.1, TR-Bcep1, 2.2e-30
YP_002154261.1, TR-Bcep1, 5.3e-30
YP_002154383.1, TR-BCJA1C, 9.3e-38
YP_002215248.1, TR-Lam, 0.0
YP_002216023.1, TR-DMS3, 5.3000000000000004e-33
YP_002216716.1, TR-P2, 4.1e-38
YP_002221419.1, TR-Che8, 3.7
YP_002221451.1, TR-Mu, 0.0
YP_002223961.1, TR-Che8, 0.00013
YP_002226256.1, TR-Lam, 0.0
YP_002239506.1, U_TR_Oligot, 8.5
YP_002239936.1, TR-Bcep1, 1.2000000000000002e-27
YP_002241435.1, TR-Adjutor, 3.0
YP_002241519.1, TR-Adjutor, 5.4
YP_002241594.1, TR-Che8, 4.3000000000000006e-21
YP_002241695.1, TR-Che8, 6.3999999999999995e-24
YP_002241798.1, TR-Che8, 6.8e-21
YP_002241915.1, TR-Adjutor, 5.6
YP_002241995.1, TR-Che8, 4.5e-24
