Prot RefSeq, Name, E Value
NP_254006.1, LK-mEp235, 0.058
NP_266640.1, LK-HK97, 0.0047
NP_266694.1, LK-HK97, 0.0
NP_267092.1, LK-HK97, 1.4e-22
NP_267215.1, LK-HK97, 0.0055
NP_267535.1, LK-HK97, 0.007
NP_274072.1, LK-mEp235, 0.027
NP_274445.1, LK-HK97, 1.1000000000000001e-27
NP_274993.1, LK-HK97, 2.8e-28
NP_285887.1, LK-HK97, 1.5e-05
NP_285944.1, LK-HK97, 2.3999999999999998e-28
NP_286526.1, LK-mEp235, 0.0
NP_286752.1, LK-mEp235, 0.041
NP_286899.1, LK-mEp235, 6.1e-09
NP_287160.1, LK-mEp235, 0.039
NP_287307.1, LK-mEp235, 0.0
NP_287597.1, LK-mEp235, 0.0
NP_287783.1, LK-mEp235, 0.0
NP_287969.1, LK-mEp235, 1.2e-10
NP_288091.1, LK-HK97, 5.600000000000001e-31
NP_288142.1, LK-HK97, 3e-28
NP_288443.1, LK-mEp235, 0.0
NP_288648.1, LK-mEp235, 0.0
NP_288758.1, LK-HK97, 5.7e-32
NP_288803.2, LK-HK97, 0.16
NP_289338.1, LK-mEp235, 6.9
NP_290218.1, LK-mEp235, 1.5
NP_296781.1, LK-HK97, 0.0
NP_297441.1, LK-mEp235, 0.16
NP_297943.1, LK-HK97, 8.700000000000001e-27
NP_297944.1, LK-HK97, 1.2e-26
NP_300304.1, LK-HK97, 0.0
NP_300956.1, LK-HK97, 8.6
NP_308222.1, LK-HK97, 1.5e-05
NP_308281.1, LK-HK97, 2.3999999999999998e-28
NP_308867.1, LK-mEp235, 0.0
NP_309144.1, LK-mEp235, 0.0
NP_309430.1, LK-mEp235, 0.041
NP_309585.1, LK-mEp235, 0.0
NP_309673.1, LK-mEp235, 0.0
NP_310013.1, LK-mEp235, 0.0
NP_310190.1, LK-HK97, 0.0
NP_310264.1, LK-mEp235, 1.2e-10
NP_310391.1, LK-HK97, 5.600000000000001e-31
NP_310442.1, LK-HK97, 3e-28
NP_310749.1, LK-mEp235, 0.0
NP_310830.1, LK-mEp235, 0.041
NP_310973.1, LK-mEp235, 0.0
NP_311094.1, LK-HK97, 5.7e-32
NP_311139.2, LK-HK97, 0.17
NP_311671.1, LK-mEp235, 6.9
NP_312540.1, LK-mEp235, 1.5
NP_334435.1, LK-HK97, 1.1e-18
NP_335826.1, LK-mEp235, 1.4000000000000002e-21
NP_335975.1, LK-HK97, 1.1999999999999999e-28
NP_335976.1, LK-HK97, 1.5e-28
NP_336070.1, LK-HK97, 6.9e-24
NP_336508.1, LK-mEp235, 8.1
NP_336717.1, LK-HK97, 2.2e-20
NP_345560.1, LK-mEp235, 3.8
NP_346949.1, LK-HK97, 3.4e-20
NP_346950.1, LK-HK97, 2.2e-26
NP_348915.1, LK-mEp235, 0.59
NP_349270.1, LK-HK97, 2.4999999999999998e-23
NP_349296.1, LK-HK97, 1.6
NP_349335.1, LK-HK97, 0.42
NP_349545.1, LK-HK97, 1e-24
NP_349546.1, LK-HK97, 5.999999999999999e-23
NP_358590.1, LK-mEp235, 1.0
NP_370924.1, LK-HK97, 2.4e-25
NP_384257.1, LK-HK97, 0.0
NP_385834.1, LK-mEp235, 0.04
NP_388378.1, LK-HK97, 5.6e-32
NP_388818.2, LK-HK97, 1.8e-26
NP_388823.2, LK-HK97, 4.9000000000000005e-26
NP_389182.2, LK-HK97, 3.4000000000000004e-27
NP_389823.1, LK-HK97, 5.300000000000001e-27
NP_390682.1, LK-mEp235, 1.1
NP_391360.1, LK-HK97, 5.9000000000000005e-27
NP_391467.1, LK-HK97, 0.0
NP_414735.4, LK-HK97, 0.00015
NP_414762.1, LK-HK97, 1.9e-28
NP_414781.1, LK-mEp235, 0.18
NP_416172.1, LK-HK97, 5.7e-31
NP_416223.1, LK-HK97, 1.8e-28
NP_416506.1, LK-mEp235, 0.035
NP_416680.1, LK-HK97, 5.7e-32
NP_416732.4, LK-HK97, 0.17
NP_417131.1, LK-mEp235, 1.9
NP_417264.1, LK-mEp235, 6.9
NP_418095.4, LK-mEp235, 1.1
NP_421571.1, LK-HK97, 0.0008
NP_421730.1, LK-HK97, 0.0
NP_439465.1, LK-HK97, 2.0000000000000002e-29
NP_439794.1, LK-HK97, 7.8e-31
NP_440942.1, LK-mEp235, 1.5999999999999999e-24
NP_441569.1, LK-HK97, 9.200000000000001e-29
NP_442053.1, LK-mEp235, 6.0
NP_445061.1, LK-HK97, 0.0
NP_445504.1, LK-HK97, 8.6
NP_459899.1, LK-mEp235, 0.0
NP_460021.1, LK-mEp235, 0.0
NP_460309.1, LK-HK97, 6.6e-27
NP_460395.1, LK-HK97, 2.2e-30
NP_460896.1, LK-HK97, 0.0044
NP_461158.1, LK-HK97, 2.6e-31
NP_461317.1, LK-HK97, 0.039
NP_461527.1, LK-mEp235, 0.0
NP_461877.1, LK-mEp235, 1.3
NP_462629.1, LK-mEp235, 1.3
NP_486391.1, LK-mEp235, 1.3
NP_486947.1, LK-mEp235, 0.0
NP_487419.1, LK-HK97, 1.8e-24
NP_519298.1, LK-HK97, 9.3e-26
NP_519435.1, LK-HK97, 5.5e-25
NP_519779.1, LK-mEp235, 0.0
NP_519816.1, LK-mEp235, 0.0
NP_520565.1, LK-mEp235, 0.074
NP_520741.1, LK-mEp235, 0.013
NP_521152.1, LK-HK97, 0.19
NP_536375.1, LK-mEp235, 0.0
NP_561194.1, LK-HK97, 4.4e-21
NP_561546.1, LK-HK97, 7.9
NP_562048.1, LK-HK97, 7.3e-18
NP_562270.1, LK-HK97, 6.5e-18
NP_562875.1, LK-mEp235, 4.7
NP_563060.1, LK-mEp235, 1.2
NP_599914.1, LK-HK97, 5.5e-20
NP_600753.1, LK-HK97, 2.5e-25
NP_601391.2, LK-HK97, 1.5e-20
NP_601392.1, LK-HK97, 1.3e-18
NP_603720.1, LK-mEp235, 4.6
NP_622532.1, LK-HK97, 4.1999999999999996e-30
NP_622549.1, LK-mEp235, 0.19
NP_636989.1, LK-mEp235, 0.0024
NP_637931.1, LK-HK97, 6e-26
NP_637932.1, LK-HK97, 3.5e-27
NP_639151.1, LK-HK97, 1.8e-09
NP_639200.1, LK-mEp235, 0.034
NP_642496.1, LK-mEp235, 0.00045
NP_642598.1, LK-mEp235, 0.35
NP_643063.1, LK-HK97, 5.1e-25
NP_643064.1, LK-HK97, 3.4000000000000004e-27
NP_643577.1, LK-mEp235, 0.0028
NP_644167.1, LK-HK97, 2.3e-09
NP_644216.1, LK-mEp235, 0.13
NP_644253.1, LK-mEp235, 1.9e-10
NP_646421.1, LK-mEp235, 7.5
NP_661003.1, LK-HK97, 2.3e-25
NP_661511.1, LK-mEp235, 6.3
NP_662036.1, LK-HK97, 8e-28
NP_662556.1, LK-mEp235, 0.0
NP_667435.1, LK-mEp235, 0.89
NP_669241.1, LK-HK97, 4.2e-25
NP_669267.1, LK-HK97, 1.6e-29
NP_669504.1, LK-mEp235, 2.8e-18
NP_670208.1, LK-HK97, 3.9000000000000003e-29
NP_670546.1, LK-HK97, 0.28
NP_682497.1, LK-mEp235, 0.05
NP_682979.1, LK-HK97, 9.8e-24
NP_687631.1, LK-HK97, 0.044
NP_687940.1, LK-HK97, 5.4e-29
NP_688110.1, LK-mEp235, 0.015
NP_688827.1, LK-HK97, 0.089
NP_691195.1, LK-HK97, 9.899999999999999e-23
NP_692662.1, LK-HK97, 1.3e-24
NP_693324.1, LK-HK97, 1.1999999999999999e-28
NP_693824.1, LK-HK97, 1.1000000000000001e-27
NP_693886.1, LK-HK97, 3.6000000000000003e-22
NP_695129.1, LK-HK97, 0.047
NP_696812.1, LK-HK97, 1.7e-08
NP_696813.1, LK-HK97, 2.2e-17
NP_715703.1, LK-HK97, 1.4e-28
NP_717072.1, LK-mEp235, 0.24
NP_718517.1, LK-mEp235, 0.0
NP_719775.1, LK-mEp235, 0.013
NP_721447.1, LK-mEp235, 0.025
NP_737311.1, LK-HK97, 6.4e-21
NP_738269.1, LK-HK97, 6.600000000000001e-26
NP_738690.1, LK-HK97, 1.7e-20
NP_738691.1, LK-HK97, 1.5e-18
NP_743826.1, LK-HK97, 1.1e-25
NP_743827.1, LK-HK97, 7.9e-28
NP_747193.1, LK-HK97, 3.6999999999999996e-30
NP_747385.1, LK-mEp235, 8.8
NP_752182.2, LK-HK97, 3e-06
NP_752217.1, LK-mEp235, 0.056
NP_752313.1, LK-HK97, 5.4e-28
NP_753196.1, LK-mEp235, 0.052
NP_753373.1, LK-mEp235, 0.0
NP_753496.1, LK-mEp235, 0.0
NP_753944.1, LK-HK97, 5.5000000000000005e-31
NP_753999.1, LK-HK97, 1.8e-28
NP_754416.1, LK-mEp235, 0.16
NP_754598.1, LK-HK97, 5.7e-32
NP_754657.3, LK-HK97, 0.15
NP_755038.1, LK-mEp235, 0.0
NP_755225.1, LK-mEp235, 6.9
NP_755546.1, LK-mEp235, 0.045
NP_756324.1, LK-mEp235, 1.5
NP_756433.1, LK-mEp235, 0.03
NP_757000.1, LK-mEp235, 0.053
NP_764891.1, LK-mEp235, 7.4
NP_766718.1, LK-mEp235, 0.27
NP_768070.1, LK-HK97, 0.0
NP_768208.1, LK-HK97, 5.9
NP_778367.1, LK-mEp235, 0.53
NP_779711.1, LK-HK97, 1.1e-26
NP_779712.1, LK-HK97, 8.4e-27
NP_780938.1, LK-HK97, 1e-24
NP_782637.1, LK-mEp235, 1.0
NP_782640.1, LK-HK97, 1.7000000000000001e-29
NP_787277.1, LK-HK97, 6.9e-16
NP_787417.1, LK-HK97, 7.5e-19
NP_789412.1, LK-HK97, 7.5e-19
NP_789548.1, LK-HK97, 6.9e-16
NP_789945.1, LK-mEp235, 0.79
NP_791530.1, LK-HK97, 3e-24
NP_791531.1, LK-HK97, 4.2e-28
NP_794777.1, LK-HK97, 3.3e-27
NP_794934.1, LK-HK97, 0.47
NP_804346.1, LK-HK97, 0.064
NP_804493.1, LK-HK97, 2.6e-31
NP_804762.1, LK-HK97, 0.0019
NP_805030.1, LK-HK97, 9.500000000000001e-26
NP_805101.2, LK-HK97, 1.9999999999999998e-30
NP_806561.1, LK-mEp235, 1.3
NP_807411.1, LK-mEp235, 1.3
NP_810227.1, LK-HK97, 1.6e-19
NP_812606.1, LK-mEp235, 3.1
NP_813228.1, LK-HK97, 5.0999999999999995e-24
NP_815520.1, LK-HK97, 7.2e-05
NP_815559.1, LK-HK97, 4.4e-26
NP_815935.1, LK-HK97, 1.8e-25
NP_815974.1, LK-HK97, 3.2e-17
NP_816544.1, LK-mEp235, 10.0
NP_817990.1, LK-HK97, 0.53
NP_818206.1, LK-HK97, 0.0
NP_818555.1, LK-mEp235, 4.2e-07
NP_819260.2, LK-HK97, 0.00093
NP_821352.1, LK-HK97, 2.5e-19
NP_822983.1, LK-HK97, 0.0
NP_824133.1, LK-HK97, 1.6e-17
NP_824641.1, LK-HK97, 5.999999999999999e-23
NP_824644.1, LK-HK97, 8.1e-24
NP_825185.1, LK-HK97, 2.5e-17
NP_825260.1, LK-HK97, 1.8e-20
NP_825638.1, LK-HK97, 0.36
NP_825684.1, LK-HK97, 0.0
NP_826013.1, LK-HK97, 2e-19
NP_826339.1, LK-mEp235, 3.5e-22
NP_826398.1, LK-HK97, 0.02
NP_827140.1, LK-mEp235, 0.24
NP_827238.1, LK-HK97, 2.1e-21
NP_827239.1, LK-HK97, 1.3e-24
NP_828275.1, LK-HK97, 4.7999999999999993e-23
NP_829399.1, LK-HK97, 0.0
NP_831723.1, LK-HK97, 8e-22
NP_832598.1, LK-HK97, 6e-24
NP_834159.1, LK-mEp235, 0.38
NP_834860.1, LK-HK97, 5.8e-19
NP_834897.1, LK-HK97, 1.4e-23
NP_835921.1, LK-HK97, 0.00029
NP_836015.1, LK-HK97, 4e-27
NP_836422.1, LK-mEp235, 0.0
NP_837196.1, LK-HK97, 1.8e-28
NP_837342.1, LK-HK97, 1.2e-30
NP_837789.1, LK-HK97, 5.7e-32
NP_837834.1, LK-HK97, 0.16
NP_838300.1, LK-mEp235, 6.9
NP_838484.1, LK-mEp235, 0.074
NP_839257.2, LK-mEp235, 1.5
NP_841505.1, LK-mEp235, 8.0
NP_842349.1, LK-mEp235, 4.4e-20
NP_842354.1, LK-HK97, 5.6999999999999995e-28
NP_842359.1, LK-HK97, 5.6999999999999995e-28
NP_844361.1, LK-HK97, 7.4e-22
NP_845193.1, LK-HK97, 3e-24
NP_846899.1, LK-mEp235, 0.15
NP_847595.1, LK-HK97, 1.7e-19
NP_861292.1, LK-HK97, 6.9e-10
NP_861352.1, LK-HK97, 5.100000000000001e-31
NP_873438.1, LK-mEp235, 0.051
NP_873894.1, LK-HK97, 2.3e-28
NP_876066.1, LK-HK97, 1.9e-20
NP_876114.1, LK-mEp235, 1.9e-18
NP_876528.1, LK-HK97, 0.0
NP_877203.1, LK-HK97, 4.0
NP_893635.1, LK-HK97, 1e-17
NP_895547.1, LK-mEp235, 8.8e-18
NP_895592.1, LK-HK97, 9.3e-22
NP_902193.1, LK-HK97, 1.0000000000000001e-21
NP_902636.1, LK-HK97, 1.5e-26
NP_902749.1, LK-mEp235, 0.13
NP_904992.1, LK-HK97, 1.4e-17
NP_905010.1, LK-HK97, 7.4e-19
NP_905138.1, LK-mEp235, 0.13
NP_926360.1, LK-mEp235, 6.2e-22
NP_926411.1, LK-mEp235, 0.71
NP_926950.1, LK-HK97, 9.2e-18
NP_944539.1, LK-mEp235, 1.2e-10
NP_945048.1, LK-mEp235, 0.0
NP_951445.1, LK-mEp235, 0.11
NP_951926.1, LK-HK97, 1.2e-26
NP_953217.1, LK-mEp235, 0.42
NP_953326.1, LK-HK97, 1.2e-25
NP_954466.1, LK-HK97, 5.1
NP_958970.1, LK-HK97, 1.2e-18
NP_960137.1, LK-HK97, 3.2999999999999997e-28
NP_960138.1, LK-HK97, 5.1e-29
NP_960206.1, LK-HK97, 1e-23
NP_960862.1, LK-HK97, 3.3e-22
NP_961609.1, LK-HK97, 2.9
NP_964816.1, LK-mEp235, 2.0
NP_965658.1, LK-HK97, 2.3e-19
NP_966065.1, LK-mEp235, 0.74
NP_966391.1, LK-mEp235, 0.078
NP_971551.1, LK-HK97, 1.1999999999999998e-23
NP_978353.1, LK-HK97, 7.7e-22
NP_979181.1, LK-HK97, 5.8e-24
NP_980838.1, LK-mEp235, 0.14
NP_981593.1, LK-HK97, 2.4e-19
NP_981645.1, LK-HK97, 9.1e-24
NP_991454.1, LK-mEp235, 0.89
NP_992680.1, LK-HK97, 3.9000000000000003e-29
NP_993502.1, LK-HK97, 1.6e-29
NP_993530.1, LK-HK97, 3.4e-25
NP_994834.1, LK-HK97, 0.28
YP_001000629.1, LK-HK97, 1.5e-05
YP_001001296.1, LK-HK97, 5.3e-26
YP_001003866.1, LK-mEp235, 0.039
YP_001010112.1, LK-HK97, 7.3e-18
YP_001012012.1, LK-HK97, 7.4e-18
YP_001015783.1, LK-HK97, 1.2000000000000002e-21
YP_001015834.1, LK-mEp235, 2.5e-19
YP_001018290.1, LK-mEp235, 3.6e-18
YP_001018342.1, LK-HK97, 8.6e-22
YP_001020855.1, LK-mEp235, 0.6
YP_001021586.1, LK-mEp235, 0.039
YP_001021709.1, LK-HK97, 2.3e-25
YP_001021884.1, LK-mEp235, 0.083
YP_001031856.1, LK-HK97, 0.0
YP_001032878.1, LK-HK97, 4.7999999999999993e-23
YP_001035172.1, LK-mEp235, 1.5
YP_001037033.1, LK-HK97, 3.9e-25
YP_001037185.1, LK-mEp235, 1.5
YP_001038808.1, LK-HK97, 1.1e-17
YP_001038935.1, LK-mEp235, 2.5000000000000002e-21
YP_001039437.1, LK-mEp235, 6.1
YP_001048778.1, LK-mEp235, 0.019
YP_001051906.1, LK-mEp235, 2.6
YP_001052630.1, LK-HK97, 1.3e-29
YP_001053068.1, LK-HK97, 3.8e-26
YP_001053231.1, LK-mEp235, 0.0
YP_001053318.1, LK-HK97, 1.7000000000000001e-29
YP_001054649.1, LK-mEp235, 6.1
YP_001069559.1, LK-HK97, 0.0
YP_001070763.1, LK-HK97, 4.2e-27
YP_001070764.1, LK-HK97, 4e-27
YP_001070973.1, LK-HK97, 1.8e-19
YP_001070994.1, LK-HK97, 0.23
YP_001071567.1, LK-HK97, 1.6e-23
YP_001072103.1, LK-mEp235, 1.9000000000000003e-21
YP_001072733.1, LK-HK97, 3.3000000000000004e-26
YP_001072780.1, LK-HK97, 4.6e-26
YP_001072788.1, LK-HK97, 4.8e-20
YP_001072789.1, LK-HK97, 5.5e-27
YP_001072815.1, LK-HK97, 3.4e-25
YP_001072822.1, LK-HK97, 2.9000000000000004e-26
YP_001072828.1, LK-HK97, 1.1e-18
YP_001086653.1, LK-HK97, 1.6e-28
YP_001086839.1, LK-HK97, 5.4000000000000005e-27
YP_001086886.1, LK-HK97, 1.4
YP_001087442.1, LK-HK97, 2.4e-24
YP_001087597.1, LK-HK97, 0.77
YP_001087626.1, LK-HK97, 1.3e-26
YP_001087636.1, LK-mEp235, 4.3
YP_001087866.1, LK-HK97, 1.6000000000000001e-27
YP_001088363.1, LK-HK97, 5.8e-20
YP_001088914.1, LK-HK97, 6.3e-28
YP_001089281.1, LK-HK97, 1.5e-26
YP_001089417.1, LK-HK97, 2.4e-24
YP_001089853.1, LK-HK97, 4.9000000000000005e-27
YP_001089900.1, LK-HK97, 1.4e-26
YP_001091934.1, LK-HK97, 5.8e-16
YP_001093386.1, LK-mEp235, 0.033
YP_001095606.1, LK-mEp235, 0.011
YP_001099010.1, LK-mEp235, 0.2
YP_001099074.1, LK-HK97, 7.6e-20
YP_001099465.1, LK-HK97, 1.9e-26
YP_001100130.1, LK-mEp235, 0.0013
YP_001100289.1, LK-mEp235, 0.027
YP_001100464.1, LK-mEp235, 0.0
YP_001100717.1, LK-mEp235, 0.008
YP_001101430.1, LK-mEp235, 1.9e-07
YP_001103455.1, LK-mEp235, 2.5999999999999997e-23
YP_001103843.1, LK-HK97, 6.5e-22
YP_001103935.1, LK-HK97, 6.4e-21
YP_001105993.1, LK-HK97, 4.2e-22
YP_001107030.1, LK-HK97, 5.9e-19
YP_001110740.1, LK-HK97, 1e-19
YP_001111098.1, LK-mEp235, 0.0
YP_001112343.1, LK-mEp235, 0.83
YP_001113656.1, LK-HK97, 9.499999999999999e-23
YP_001113884.1, LK-mEp235, 2.3
YP_001114068.1, LK-HK97, 2.3999999999999998e-28
YP_001124502.1, LK-HK97, 1.7000000000000002e-32
YP_001125281.1, LK-HK97, 6.9e-27
YP_001126638.1, LK-mEp235, 0.12
YP_001127196.1, LK-HK97, 8.4e-28
YP_001127272.1, LK-HK97, 2.3e-25
YP_001130692.1, LK-mEp235, 0.26
YP_001130954.1, LK-mEp235, 0.0
YP_001132160.1, LK-HK97, 1.8e-19
YP_001132167.1, LK-HK97, 3.7000000000000004e-26
YP_001132174.1, LK-HK97, 2.2e-25
YP_001132231.1, LK-mEp235, 8.6
YP_001133618.1, LK-mEp235, 7.7e-23
YP_001134073.1, LK-HK97, 4.8e-19
YP_001134104.1, LK-HK97, 1.2e-25
YP_001134108.1, LK-HK97, 2.5e-25
YP_001134137.1, LK-HK97, 1.7e-24
YP_001134224.1, LK-HK97, 5.299999999999999e-23
YP_001134518.1, LK-HK97, 2.9e-19
YP_001134537.1, LK-HK97, 0.02
YP_001134924.1, LK-HK97, 5.3e-26
YP_001134925.1, LK-HK97, 1.2000000000000002e-27
YP_001136094.1, LK-HK97, 0.0
YP_001140921.1, LK-mEp235, 0.0
YP_001141151.1, LK-HK97, 6e-30
YP_001141933.1, LK-mEp235, 0.011
YP_001142616.1, LK-HK97, 1.9e-25
YP_001143905.1, LK-mEp235, 0.036
YP_001155211.1, LK-HK97, 3.7000000000000004e-26
YP_001156012.1, LK-HK97, 2.1e-21
YP_001156510.1, LK-mEp235, 0.39
YP_001156918.1, LK-HK97, 1.6e-23
YP_001157949.1, LK-mEp235, 1.1e-21
YP_001160388.1, LK-HK97, 2.4e-18
YP_001160894.1, LK-HK97, 8.5e-20
YP_001162032.1, LK-HK97, 0.28
YP_001162114.1, LK-HK97, 4.2e-25
YP_001162141.1, LK-HK97, 1.3e-29
YP_001162379.1, LK-mEp235, 2.8e-18
YP_001163767.1, LK-HK97, 3.9000000000000003e-29
YP_001165172.1, LK-mEp235, 0.89
YP_001166256.1, LK-HK97, 0.0
YP_001168653.1, LK-mEp235, 7.4
YP_001168956.1, LK-mEp235, 0.015
YP_001171021.1, LK-mEp235, 0.00033
YP_001171821.1, LK-HK97, 4.8e-25
YP_001171822.1, LK-HK97, 3.6000000000000006e-27
YP_001174842.1, LK-mEp235, 0.69
YP_001175213.1, LK-mEp235, 3.2
YP_001176464.1, LK-HK97, 1.5e-26
YP_001176522.1, LK-HK97, 5.3e-28
YP_001176946.1, LK-mEp235, 1.2e-19
YP_001177487.1, LK-HK97, 1.9000000000000002e-31
YP_001178608.1, LK-HK97, 1.5e-28
YP_001179597.1, LK-mEp235, 4.5
YP_001179857.1, LK-HK97, 5e-26
YP_001180244.1, LK-mEp235, 0.59
YP_001180417.1, LK-mEp235, 3.1e-19
YP_001181360.1, LK-mEp235, 0.036
YP_001181587.1, LK-HK97, 1.7e-28
YP_001181993.1, LK-mEp235, 0.025
YP_001185029.1, LK-mEp235, 1.0
YP_001185525.1, LK-HK97, 3.1000000000000002e-27
YP_001186678.1, LK-mEp235, 0.00067
YP_001187242.1, LK-HK97, 1.3e-24
YP_001187243.1, LK-HK97, 2.4e-25
YP_001189855.1, LK-mEp235, 0.0045
YP_001192768.1, LK-mEp235, 1.1
YP_001193777.1, LK-HK97, 9.399999999999999e-23
YP_001194305.1, LK-HK97, 2.1e-22
YP_001195614.1, LK-HK97, 1e-10
YP_001195848.1, LK-HK97, 2.9
YP_001195915.1, LK-mEp235, 0.16
YP_001195995.1, LK-mEp235, 0.11
YP_001196713.1, LK-mEp235, 0.44
YP_001196931.1, LK-HK97, 1.7e-18
YP_001197284.1, LK-HK97, 0.0
YP_001198290.1, LK-HK97, 5.4e-29
YP_001198437.1, LK-mEp235, 0.18
YP_001200488.1, LK-HK97, 5.4e-29
YP_001200642.1, LK-mEp235, 0.81
YP_001202880.1, LK-mEp235, 0.015
YP_001203162.1, LK-HK97, 0.0
YP_001205648.1, LK-HK97, 2.1e-06
YP_001208973.1, LK-HK97, 6.6e-19
YP_001209954.1, LK-HK97, 3.6000000000000003e-29
YP_001210241.1, LK-HK97, 2.6e-05
YP_001213007.1, LK-mEp235, 0.3
YP_001213225.1, LK-HK97, 8.7e-25
YP_001214720.1, LK-mEp235, 0.67
YP_001221580.1, LK-HK97, 0.0
YP_001223211.1, LK-HK97, 1.9e-20
YP_001224124.1, LK-HK97, 1.3e-18
YP_001224170.1, LK-mEp235, 9.100000000000001e-21
YP_001228359.1, LK-mEp235, 1.6e-16
YP_001228406.1, LK-HK97, 9e-22
YP_001229605.1, LK-HK97, 2.5
YP_001230142.1, LK-HK97, 1.1999999999999999e-28
YP_001230171.1, LK-HK97, 3.6e-05
YP_001230550.1, LK-HK97, 8.6e-27
YP_001230969.1, LK-mEp235, 0.0
YP_001231301.1, LK-HK97, 0.002
YP_001232661.1, LK-mEp235, 2e-20
YP_001232854.1, LK-mEp235, 0.27
YP_001234620.1, LK-mEp235, 0.0041
YP_001235731.1, LK-mEp235, 0.038
YP_001242829.1, LK-HK97, 0.0
YP_001244825.1, LK-mEp235, 0.26
YP_001245332.1, LK-HK97, 0.82
YP_001249058.1, LK-mEp235, 0.59
YP_001251265.1, LK-mEp235, 5.3
YP_001252611.1, LK-HK97, 4.4000000000000005e-27
YP_001253048.1, LK-HK97, 1.9e-26
YP_001254371.1, LK-HK97, 1e-26
YP_001255495.1, LK-mEp235, 0.059
YP_001255572.1, LK-mEp235, 1.8
YP_001260573.1, LK-mEp235, 1.9e-17
YP_001260606.1, LK-HK97, 0.0
YP_001264952.1, LK-mEp235, 0.0092
YP_001268239.1, LK-mEp235, 0.64
YP_001268674.1, LK-HK97, 2.4
YP_001269356.1, LK-HK97, 1.4000000000000002e-27
YP_001269357.1, LK-HK97, 1e-25
YP_001270269.1, LK-HK97, 2.5e-30
YP_001270496.1, LK-mEp235, 9.4
YP_001271227.1, LK-HK97, 1.9e-20
YP_001271699.1, LK-HK97, 0.0
YP_001271810.1, LK-HK97, 0.0
YP_001271935.1, LK-HK97, 5.3e-25
YP_001271950.1, LK-HK97, 3.8e-16
YP_001272392.1, LK-HK97, 4.2e-16
YP_001272529.1, LK-mEp235, 0.0
YP_001275087.1, LK-mEp235, 1.3e-19
YP_001278421.1, LK-HK97, 1.8e-24
YP_001279396.1, LK-mEp235, 0.17
YP_001279437.1, LK-HK97, 1.1
YP_001281079.1, LK-HK97, 0.73
YP_001281307.1, LK-HK97, 1.1e-18
YP_001282646.1, LK-mEp235, 1.4000000000000002e-21
YP_001282793.1, LK-HK97, 2.8e-28
YP_001282794.1, LK-HK97, 1.5e-28
YP_001282885.1, LK-HK97, 5.8e-24
YP_001283326.1, LK-mEp235, 8.1
YP_001283529.1, LK-HK97, 2e-20
YP_001285538.1, LK-mEp235, 0.0
YP_001285969.1, LK-HK97, 1.1e-18
YP_001287451.1, LK-HK97, 2.8e-28
YP_001287452.1, LK-HK97, 1.7e-28
YP_001287543.1, LK-HK97, 6.9e-24
YP_001287959.1, LK-mEp235, 8.1
YP_001288151.1, LK-HK97, 2e-20
YP_001290561.1, LK-HK97, 1.3e-30
YP_001290791.1, LK-HK97, 2.1000000000000002e-29
YP_001291744.1, LK-HK97, 1.5e-29
YP_001292146.1, LK-mEp235, 3.7e-07
YP_001295688.1, LK-HK97, 1e-18
YP_001296112.1, LK-HK97, 1.8000000000000001e-22
YP_001297859.1, LK-mEp235, 0.2
YP_001300865.1, LK-HK97, 9.5e-25
