Prot RefSeq, Name, E Value
YP_001439098.1, LM-Lam, 0.0
YP_001449305.1, LM-HK97, 3.2e-33
YP_001453414.1, LM-Lam, 2.6e-25
YP_001469174.1, LM-73, 0.0
YP_001480895.1, LM-Lam, 9.1
YP_001493530.1, LM-RDJL, 8.1e-26
YP_001494803.1, LM-RDJL, 0.0
YP_001496611.1, LM-RDJL, 0.0
YP_001524040.1, LM-RDJL, 0.0
YP_001533503.1, LM-RDJL, 0.0
YP_001562672.1, LM-RDJL, 0.0
YP_001565099.1, LM-RDJL, 0.0
YP_001595895.1, LM-73, 0.0
YP_001606650.1, LM-HK97, 2.4e-32
YP_001638893.1, LM-RDJL, 0.0
YP_001650064.1, LM-RDJL, 0.0
YP_001685527.1, LM-RDJL, 0.0
YP_001706564.1, LM-Lam, 5e-17
YP_001707181.1, LM-Lam, 0.0
YP_001714501.1, LM-Lam, 0.0
YP_001717911.1, LM-YuA, 3.2
YP_001721824.1, LM-HK97, 1.2e-32
YP_001725072.1, LM-Lam, 2e-35
YP_001742072.1, LM-Lam, 1.3e-10
YP_001743260.1, LM-HK97, 1.1000000000000001e-35
YP_001750781.1, LM-HK97, 6.2e-35
YP_001757618.1, LM-RDJL, 0.0
YP_001771203.1, LM-YuA, 6.3
YP_001772683.1, LM-RDJL, 0.0
YP_001833788.1, LM-RDJL, 1.3e-26
YP_001833789.1, LM-YuA, 0.0011
YP_001845722.1, LM-Lam, 0.0
YP_001847381.1, LM-HK97, 2.4999999999999998e-23
YP_001863818.1, LM-RDJL, 2.3
YP_001863919.1, LM-RDJL, 2.3
YP_001864199.1, LM-RDJL, 2.3
YP_001864467.1, LM-RDJL, 2.3
YP_001864702.1, LM-RDJL, 2.3
YP_001865471.1, LM-RDJL, 2.3
YP_001865534.1, LM-RDJL, 2.3
YP_001865574.1, LM-RDJL, 2.3
YP_001865613.1, LM-RDJL, 2.3
YP_001865761.1, LM-RDJL, 2.3
YP_001866260.1, LM-RDJL, 2.3
YP_001866445.1, LM-RDJL, 2.3
YP_001867253.1, LM-RDJL, 2.3
YP_001867617.1, LM-RDJL, 2.3
YP_001867661.1, LM-RDJL, 2.3
YP_001867712.1, LM-RDJL, 2.3
YP_001867968.1, LM-RDJL, 1.9
YP_001868024.1, LM-RDJL, 1.9
YP_001868400.1, LM-RDJL, 2.3
YP_001868545.1, LM-RDJL, 2.3
YP_001868664.1, LM-RDJL, 2.3
YP_001868692.1, LM-RDJL, 1.9
YP_001869365.1, LM-RDJL, 2.3
YP_001877712.1, LM-RDJL, 7.0
YP_001879573.1, LM-Lam, 5.5e-33
YP_001879744.1, LM-HK97, 3.3e-33
YP_001880075.1, LM-Lam, 1.2e-35
YP_001924119.1, LM-RDJL, 0.0
YP_001925364.1, LM-Lam, 1.3e-06
YP_001928948.1, LM-RDJL, 4.0
YP_001937590.1, LM-RDJL, 0.0
YP_001949011.1, LM-HK97, 4.1e-35
YP_001968295.1, LM-HK97, 4.5e-23
YP_001971685.1, LM-73, 3.9e-20
YP_001991110.1, LM-RDJL, 0.0
YP_001996317.1, LM-YuA, 0.019
YP_001996386.1, LM-RDJL, 1.6
YP_002002054.1, LM-RDJL, 1.3999999999999999e-45
YP_002040244.1, LM-HK97, 4e-37
YP_002041857.1, LM-Lam, 1.6e-39
YP_002045046.1, LM-HK97, 1.1e-37
YP_002113626.1, LM-HK97, 7.6e-33
YP_002113668.1, LM-Lam, 1.6e-39
YP_002150294.1, LM-HK97, 1.4e-30
YP_002215253.1, LM-HK97, 1.1e-37
YP_002226261.1, LM-HK97, 1.1e-37
YP_002239186.1, LM-HK97, 1.5e-27
YP_002269431.1, LM-Lam, 4.6e-38
YP_002269689.1, LM-Lam, 2.2e-33
YP_002270012.1, LM-HK97, 4.6e-32
YP_002270088.1, LM-Lam, 1.1000000000000001e-35
YP_002270233.1, LM-Lam, 4.3e-34
YP_002270298.1, LM-Lam, 4.3e-34
YP_002270556.1, LM-HK97, 5.5e-33
YP_002270609.1, LM-HK97, 5.5e-33
YP_002271101.1, LM-Lam, 2.2e-33
YP_002271197.1, LM-HK97, 5.5e-33
YP_002271419.1, LM-Lam, 4.3e-34
YP_002271479.1, LM-Lam, 4.3e-34
YP_002284353.1, LM-Lam, 7.999999999999999e-30
YP_002287842.1, LM-RDJL, 0.0
YP_002289567.1, LM-RDJL, 0.0
YP_002291883.1, LM-Lam, 1.2e-34
YP_002292724.1, LM-HK97, 2.8e-34
YP_002292923.1, LM-Lam, 6e-35
YP_002293327.1, LM-Lam, 1.1000000000000001e-35
YP_002320018.1, LM-Lam, 0.0014
YP_002320515.1, LM-Lam, 0.0
YP_002320551.1, LM-HK97, 9.5
YP_002328279.1, LM-Lam, 3.5e-36
YP_002328594.1, LM-Lam, 4.6e-38
YP_002328972.1, LM-HK97, 3.3e-33
YP_002332357.1, LM-73, 0.0
YP_002332470.1, LM-73, 0.0
YP_002347098.1, LM-HK97, 2.4e-32
YP_002358496.1, LM-HK97, 9.599999999999999e-38
YP_002363326.1, LM-YuA, 7.2e-05
YP_002363327.1, LM-RDJL, 1.8999999999999998e-30
YP_002385457.1, LM-Lam, 4.6e-38
YP_002386259.1, LM-Lam, 6e-35
YP_002387006.1, LM-Lam, 1.1000000000000001e-35
YP_002390405.1, LM-Lam, 1.9e-32
YP_002390984.1, LM-Lam, 2.8e-36
YP_002391143.1, LM-Lam, 9.999999999999999e-31
YP_002394505.1, LM-Lam, 7.5e-38
YP_002397072.1, LM-Lam, 4.3e-34
YP_002397453.1, LM-HK97, 2.2e-31
YP_002397660.1, LM-HK97, 2.3000000000000003e-31
YP_002398030.1, LM-HK97, 1.9e-33
YP_002398417.1, LM-HK97, 2.3000000000000003e-31
YP_002401902.1, LM-Lam, 6e-35
YP_002402164.1, LM-Lam, 3.1e-35
YP_002402485.1, LM-Lam, 4.3e-34
YP_002402765.1, LM-Lam, 4.6e-38
YP_002406555.1, LM-Lam, 6.300000000000001e-36
YP_002406900.1, LM-HK97, 1.7000000000000002e-32
YP_002407838.1, LM-Lam, 4.3e-34
YP_002410738.1, LM-Lam, 4.6e-38
YP_002411390.1, LM-Lam, 1.9e-35
YP_002412106.1, LM-Lam, 3.4e-34
YP_002412179.1, LM-Lam, 1.4e-35
YP_002412555.1, LM-Lam, 4.6e-38
YP_002419160.1, LM-Lam, 0.0
YP_002420378.1, LM-Lam, 0.0
YP_002420486.1, LM-RDJL, 0.0
YP_002439194.1, LM-73, 0.0
YP_002440156.1, LM-Lam, 4e-28
YP_002475042.1, LM-HK97, 3.2e-31
YP_002475194.1, LM-HK97, 1.5000000000000001e-21
YP_002479540.1, LM-73, 8.0
YP_002491723.1, LM-YuA, 3.6e-08
YP_002497299.1, LM-RDJL, 0.0
YP_002497868.1, LM-RDJL, 0.0
YP_002498744.1, LM-HK97, 0.0
YP_002499081.1, LM-HK97, 0.0
YP_002499243.1, LM-HK97, 0.0
YP_002499472.1, LM-RDJL, 0.0
YP_002500200.1, LM-HK97, 0.0
YP_002500886.1, LM-HK97, 0.0
YP_002501336.1, LM-HK97, 0.0
YP_002501643.1, LM-RDJL, 0.0
YP_002502064.1, LM-HK97, 0.0
YP_002502357.1, LM-RDJL, 0.0
YP_002518238.1, LM-RDJL, 0.0
YP_002537506.1, LM-Lam, 1.3
YP_002556071.1, LM-Lam, 6e-35
YP_002556430.1, LM-Lam, 4.6e-38
YP_002563700.1, LM-RDJL, 0.0
YP_002638249.1, LM-HK97, 1.8e-37
YP_002720064.1, LM-HK97, 0.0
YP_002727801.1, LM-RDJL, 0.0
YP_002770646.1, LM-HK97, 3.6
YP_002795753.1, LM-Lam, 2.1e-05
YP_002845276.1, LM-RDJL, 0.0
YP_002872462.1, LM-HK97, 1.3e-38
YP_002916083.1, LM-RDJL, 0.0
YP_002922631.1, LM-Lam, 1.1e-05
YP_002928929.1, LM-Lam, 6e-35
YP_002962449.1, LM-RDJL, 0.0
YP_002998586.1, LM-Lam, 6e-35
YP_003007009.1, LM-HK97, 5.299999999999999e-23
YP_003025369.1, LM-RDJL, 5.5
YP_003027195.1, LM-RDJL, 5.5
YP_003029128.1, LM-RDJL, 5.5
YP_003037062.1, LM-Lam, 6e-35
YP_003053403.1, LM-Lam, 6e-35
YP_003059653.1, LM-RDJL, 0.0
YP_003067632.1, LM-RDJL, 0.0
YP_003076792.1, LM-Lam, 4.6e-38
YP_003077055.1, LM-Lam, 2.2e-33
YP_003077389.1, LM-HK97, 4.6e-32
YP_003077466.1, LM-Lam, 1.1000000000000001e-35
YP_003077605.1, LM-Lam, 4.3e-34
YP_003077670.1, LM-Lam, 4.3e-34
YP_003077939.1, LM-HK97, 5.5e-33
YP_003077989.1, LM-HK97, 5.5e-33
YP_003078474.1, LM-Lam, 2.2e-33
YP_003078571.1, LM-HK97, 5.5e-33
YP_003078802.1, LM-Lam, 4.3e-34
YP_003083007.1, LM-HK97, 1.1e-28
YP_003090190.1, LM-HK97, 2.6999999999999997e-34
YP_003095237.1, LM-RDJL, 3.3
YP_003141739.1, LM-YuA, 0.36
YP_003142155.1, LM-HK97, 0.22
YP_003193732.1, LM-YuA, 8.3
YP_003197083.1, LM-YuA, 0.4
YP_003209551.1, LM-Lam, 1.3e-08
YP_003210121.1, LM-HK97, 3.7e-36
YP_003220552.1, LM-Lam, 6e-35
YP_003220781.1, LM-Lam, 6e-35
YP_003221191.1, LM-HK97, 1.8e-32
YP_003221372.1, LM-Lam, 4.3e-34
YP_003222002.1, LM-Lam, 3e-35
YP_003222159.1, LM-Lam, 3.8e-35
YP_003222226.1, LM-HK97, 1.8e-32
YP_003222297.1, LM-Lam, 3.8e-35
YP_003225033.1, LM-HK97, 1.8e-32
YP_003227692.1, LM-Lam, 2e-35
YP_003227940.1, LM-Lam, 3.8e-35
YP_003228210.1, LM-Lam, 4.3e-34
YP_003228281.1, LM-HK97, 3.2e-33
YP_003228554.1, LM-HK97, 3.2e-33
YP_003228667.1, LM-HK97, 1.7000000000000002e-32
YP_003228986.1, LM-Lam, 3.8e-35
YP_003229163.1, LM-Lam, 7.5e-38
YP_003229221.1, LM-Lam, 4.3e-34
YP_003229602.1, LM-Lam, 4.3e-34
YP_003230113.1, LM-Lam, 5.6e-36
YP_003230610.1, LM-HK97, 8.500000000000001e-33
YP_003233329.1, LM-Lam, 4.3e-34
YP_003233942.1, LM-HK97, 2.1000000000000002e-32
YP_003234098.1, LM-Lam, 4.3e-34
YP_003234218.1, LM-HK97, 3.2e-33
YP_003234438.1, LM-HK97, 1.7000000000000002e-32
YP_003234816.1, LM-HK97, 3.2e-33
YP_003234975.1, LM-Lam, 4.3e-34
YP_003235711.1, LM-Lam, 4.3e-34
YP_003237198.1, LM-HK97, 3.2e-33
YP_003242389.1, LM-YuA, 2.8
YP_003250445.1, LM-YuA, 3.3
YP_003256740.1, LM-73, 0.0
YP_003259846.1, LM-YuA, 9.2
YP_003279601.1, LM-RDJL, 0.0
YP_003290812.1, LM-YuA, 0.043
YP_003291525.1, LM-YuA, 0.48
YP_003317322.1, LM-YuA, 0.031
YP_003328456.1, LM-RDJL, 0.0
YP_003344953.1, LM-HK97, 0.0
YP_003349073.1, LM-Lam, 7.3e-36
YP_003368307.1, LM-73, 4.9
YP_003374759.1, LM-73, 0.0
YP_003432215.1, LM-YuA, 0.83
YP_003438749.1, LM-Lam, 7.4e-08
YP_003439048.1, LM-Lam, 6.7e-20
YP_003466603.1, LM-HK97, 4.9e-31
YP_003467157.1, LM-HK97, 3.1999999999999996e-30
YP_003467197.1, LM-HK97, 2.0000000000000002e-29
YP_003467954.1, LM-HK97, 4.9e-31
YP_003469818.1, LM-HK97, 1.3e-28
YP_003497959.1, LM-Lam, 7.7e-36
YP_003498314.1, LM-Lam, 6e-35
YP_003498574.1, LM-Lam, 9.3e-38
YP_003499146.1, LM-HK97, 5.5e-33
YP_003499303.1, LM-HK97, 1.9e-33
YP_003499479.1, LM-Lam, 3e-35
YP_003499980.1, LM-Lam, 3.8e-35
YP_003500722.1, LM-HK97, 3.2e-33
YP_003502618.1, LM-Lam, 5.2e-35
YP_003507150.1, LM-73, 0.83
YP_003508311.1, LM-73, 9.7
YP_003544681.1, LM-RDJL, 0.0
YP_003552588.1, LM-HK97, 0.0
YP_003567888.1, LM-HK97, 2.4e-32
YP_003571941.1, LM-RDJL, 6.6
YP_003572645.1, LM-YuA, 6.8
YP_003575312.1, LM-RDJL, 3.2
YP_003577096.1, LM-RDJL, 0.0
YP_003577137.1, LM-Lam, 0.0
YP_003577562.1, LM-RDJL, 0.0
YP_003577847.1, LM-RDJL, 0.0
YP_003579044.1, LM-Lam, 1.2e-08
YP_003583143.1, LM-YuA, 0.26
YP_003592121.1, LM-RDJL, 0.0
YP_003611852.1, LM-Lam, 1.8e-10
YP_003612218.1, LM-HK97, 1.9000000000000002e-31
YP_003613669.1, LM-Lam, 0.0
YP_003624450.1, LM-HK97, 1.2e-22
YP_003657017.1, LM-73, 3.3
YP_003692665.1, LM-RDJL, 0.0
YP_003700312.1, LM-YuA, 0.89
YP_003715008.1, LM-YuA, 9.9
YP_003715117.1, LM-RDJL, 0.85
YP_003733247.1, LM-RDJL, 1.3e-38
YP_003746139.1, LM-HK97, 1.4e-32
YP_003755255.1, LM-RDJL, 0.0
YP_003757081.1, LM-Lam, 0.00053
YP_003795828.1, LM-73, 2.7e-18
YP_003798926.1, LM-73, 1.2
YP_003818204.1, LM-RDJL, 0.0
YP_003854820.1, LM-RDJL, 0.0
YP_003861523.1, LM-YuA, 8.7
YP_003873345.1, LM-RDJL, 0.14
YP_003893104.1, LM-Lam, 1.2
YP_003897145.1, LM-Lam, 0.0
YP_003908.1, LM-HK97, 1.1e-25
YP_003941416.1, LM-HK97, 1.4e-26
YP_003950527.1, LM-YuA, 1.9
YP_003963606.1, LM-RDJL, 0.0
YP_003980050.1, LM-Lam, 4.9e-18
YP_003996725.1, LM-RDJL, 0.11
YP_004042132.1, LM-RDJL, 7.3
YP_004045275.1, LM-RDJL, 7.1
YP_004045503.1, LM-YuA, 2.9
YP_004055419.1, LM-YuA, 3.5
YP_004109910.1, LM-RDJL, 0.0
YP_004115980.1, LM-HK97, 1.6999999999999998e-30
YP_004135241.1, LM-73, 0.45
YP_004150633.1, LM-HK97, 0.028
YP_004156214.1, LM-YuA, 6.1
YP_004164869.1, LM-YuA, 3.7
YP_004193666.1, LM-73, 0.0
YP_004195856.1, LM-73, 0.0
YP_004212563.1, LM-HK97, 4.7e-38
YP_004238474.1, LM-RDJL, 1.9
YP_004251433.1, LM-RDJL, 0.58
YP_004278206.1, LM-RDJL, 0.0
YP_004303427.1, LM-Lam, 3.3e-08
YP_004304649.1, LM-RDJL, 0.0
YP_004305511.1, LM-RDJL, 0.0
YP_004305760.1, LM-RDJL, 0.0
YP_004314206.1, LM-73, 4.8
YP_004317378.1, LM-HK97, 7.4
YP_004317421.1, LM-YuA, 1.4
YP_004329459.1, LM-RDJL, 3.4
YP_004335970.1, LM-73, 4.4
YP_004344661.1, LM-YuA, 8.5
YP_004355177.1, LM-HK97, 5.2e-34
YP_004398650.1, LM-73, 5.7
YP_004413311.1, LM-73, 0.85
YP_004414862.1, LM-HK97, 1e-25
YP_004421316.1, LM-HK97, 5.2e-29
YP_004421849.1, LM-RDJL, 0.0
YP_004430193.1, LM-RDJL, 0.05
YP_004461139.1, LM-73, 1.2
YP_004467672.1, LM-HK97, 3.4
YP_004501826.1, LM-HK97, 1.9e-26
YP_004506778.1, LM-HK97, 1.9e-26
YP_004510642.1, LM-RDJL, 4.3
YP_004536098.1, LM-RDJL, 0.0
YP_004579489.1, LM-RDJL, 0.037
YP_004579653.1, LM-YuA, 5.1
YP_004594388.1, LM-Lam, 1.8999999999999998e-23
YP_004594619.1, LM-Lam, 5.3e-08
YP_004632429.1, LM-RDJL, 0.0
YP_004634036.1, LM-RDJL, 0.0
YP_004665946.1, LM-73, 6.7
YP_004667432.1, LM-YuA, 3.5
YP_004676165.1, LM-RDJL, 0.0
YP_004680186.1, LM-RDJL, 0.0
YP_004690373.1, LM-RDJL, 0.0
YP_004701928.1, LM-Lam, 0.0
YP_004736811.1, LM-YuA, 6.8
YP_004741411.1, LM-YuA, 0.9
YP_004764395.1, LM-RDJL, 2e-41
YP_004772467.1, LM-YuA, 9.2
YP_004788330.1, LM-YuA, 1.9
YP_004790796.1, LM-HK97, 7.5e-29
YP_004793441.1, LM-Lam, 5.1e-07
YP_004825020.1, LM-YuA, 0.036
YP_004825993.1, LM-YuA, 0.44
YP_004829179.1, LM-Lam, 3.8e-10
YP_004829576.1, LM-Lam, 5.400000000000001e-26
YP_004836445.1, LM-RDJL, 0.0
YP_004846234.1, LM-HK97, 3.0999999999999997e-24
YP_004882720.1, LM-RDJL, 9.3
YP_004898495.1, LM-Lam, 0.00017
YP_004898558.1, LM-RDJL, 0.0
YP_004921640.1, LM-HK97, 7.2
YP_004934049.1, LM-HK97, 5.1e-20
YP_004934122.1, LM-HK97, 1.3e-38
YP_004934695.1, LM-Lam, 0.0
YP_004957455.1, LM-HK97, 0.0
YP_004989537.1, LM-RDJL, 1.8
YP_004990278.1, LM-RDJL, 5.5
YP_005005330.1, LM-73, 4.8
YP_005014763.1, LM-YuA, 6.2
YP_005019515.1, LM-HK97, 5.3e-38
YP_005019787.1, LM-HK97, 6.800000000000001e-29
YP_005026466.1, LM-RDJL, 0.0
YP_005035219.1, LM-YuA, 0.35
YP_005053459.1, LM-YuA, 2.5e-10
YP_005075966.1, LM-RDJL, 1.1e-07
YP_005081000.1, LM-RDJL, 0.0
YP_005083491.1, LM-HK97, 1.4
YP_005098084.1, LM-Lam, 3.2e-20
YP_005098153.1, LM-Lam, 0.0
YP_005098223.1, LM-Lam, 6.8e-28
YP_005098334.1, LM-HK97, 2.2e-08
YP_005178371.1, LM-Lam, 1.2e-24
YP_005180896.1, LM-HK97, 4e-37
YP_005182453.1, LM-Lam, 1.6e-39
YP_005196251.1, LM-HK97, 9.200000000000001e-27
YP_005236772.1, LM-HK97, 4e-37
YP_005237052.1, LM-Lam, 1.6e-39
YP_005238703.1, LM-Lam, 1.6e-39
YP_005241938.1, LM-HK97, 4e-37
YP_005243557.1, LM-Lam, 1.6e-39
YP_005246759.1, LM-HK97, 4e-37
YP_005248313.1, LM-Lam, 1.6e-39
YP_005251552.1, LM-HK97, 4e-37
YP_005253139.1, LM-Lam, 1.6e-39
YP_005277930.1, LM-Lam, 8.1e-35
YP_005286260.1, LM-RDJL, 0.0
YP_005287605.1, LM-RDJL, 0.0
YP_005288960.1, LM-RDJL, 0.0
YP_005292603.1, LM-RDJL, 0.0
YP_005295215.1, LM-RDJL, 0.0
YP_005300775.1, LM-RDJL, 0.0
YP_005356347.1, LM-RDJL, 2.3
YP_005365414.1, LM-YuA, 5.3e-06
YP_005371120.1, LM-YuA, 1.8
YP_005382146.1, LM-HK97, 3.3
YP_005385316.1, LM-HK97, 3.3
YP_005390520.1, LM-RDJL, 0.0
YP_005391146.1, LM-RDJL, 0.0
YP_005392931.1, LM-RDJL, 0.0
YP_005394322.1, LM-RDJL, 6.8
YP_005396463.1, LM-HK97, 4e-37
YP_005401576.1, LM-HK97, 1.2e-24
YP_005408023.1, LM-HK97, 3.3
YP_005426436.1, LM-RDJL, 4.81e-43
YP_005433085.1, LM-Lam, 7.4
YP_005456781.1, LM-Lam, 4.3e-34
YP_005457340.1, LM-Lam, 3.6e-35
YP_005505079.1, LM-HK97, 2.4e-32
YP_005508758.1, LM-HK97, 2.4e-32
YP_005511243.1, LM-YuA, 0.83
YP_005513655.1, LM-Lam, 0.0
YP_005514134.1, LM-Lam, 0.0
YP_005515187.1, LM-Lam, 0.0
YP_005522751.1, LM-HK97, 2.4e-32
YP_005525166.1, LM-Lam, 0.0
YP_005526289.1, LM-Lam, 0.0
YP_005591291.1, LM-Lam, 0.0
YP_005615437.1, LM-RDJL, 0.0
YP_005624059.1, LM-HK97, 2.4e-32
YP_005650337.1, LM-HK97, 3.3
YP_005702792.1, LM-Lam, 1.8e-10
YP_005719424.1, LM-HK97, 0.0
YP_005720844.1, LM-HK97, 0.0
YP_005794496.1, LM-RDJL, 0.0
YP_005798084.1, LM-Lam, 0.0
YP_005799636.1, LM-HK97, 2.4999999999999998e-23
YP_005822716.1, LM-YuA, 3.3
YP_005827682.1, LM-73, 6.0
YP_005845863.1, LM-73, 1.5
YP_005846801.1, LM-73, 1.5
YP_005846892.1, LM-RDJL, 0.0019
YP_005847991.1, LM-73, 1.5
YP_005889949.1, LM-RDJL, 1.3999999999999999e-45
YP_005892620.1, LM-RDJL, 1.12e-44
YP_005893754.1, LM-HK97, 1.0000000000000001e-21
YP_005929775.1, LM-73, 0.0
YP_005950493.1, LM-RDJL, 0.0
YP_005952048.1, LM-RDJL, 0.0
YP_005953519.1, LM-Lam, 5e-07
YP_005973214.1, LM-HK97, 1.1e-30
YP_005979843.1, LM-HK97, 2.3e-32
YP_005981162.1, LM-Lam, 2.1e-10
YP_005983135.1, LM-73, 0.0
YP_005983617.1, LM-73, 0.0
YP_006017848.1, LM-YuA, 2.9
YP_006018077.1, LM-RDJL, 7.2
YP_006026241.1, LM-HK97, 1.9e-26
YP_006074762.1, LM-RDJL, 5.5
YP_006076830.1, LM-RDJL, 5.5
YP_006078843.1, LM-RDJL, 5.5
YP_006085026.1, LM-RDJL, 5.5
YP_006087313.1, LM-HK97, 1.1e-37
YP_006095683.1, LM-Lam, 3e-35
YP_006095822.1, LM-HK97, 7.4999999999999996e-34
YP_006095995.1, LM-Lam, 1.1000000000000001e-35
YP_006096445.1, LM-HK97, 1.1000000000000001e-35
YP_006099798.1, LM-Lam, 1.2e-35
YP_006100497.1, LM-Lam, 2.8e-36
YP_006100651.1, LM-Lam, 1.2e-35
YP_006101279.1, LM-HK97, 1.1000000000000001e-35
YP_006103969.1, LM-Lam, 4.6e-38
YP_006105287.1, LM-HK97, 1.7000000000000002e-32
YP_006105497.1, LM-Lam, 2.8e-36
YP_006110996.1, LM-Lam, 7.9e-36
YP_006111153.1, LM-Lam, 2.8e-36
YP_006114421.1, LM-HK97, 2.8e-34
YP_006118253.1, LM-Lam, 1.1000000000000001e-35
YP_006119530.1, LM-Lam, 6e-35
YP_006119898.1, LM-Lam, 3.5e-38
YP_006124402.1, LM-Lam, 8.1e-35
YP_006133212.1, LM-HK97, 1.1000000000000001e-35
YP_006133740.1, LM-Lam, 1.5e-34
YP_006134996.1, LM-HK97, 1.3e-38
YP_006138337.1, LM-Lam, 7.5e-35
YP_006138364.1, LM-HK97, 1.4000000000000002e-31
YP_006138383.1, LM-HK97, 1.1000000000000001e-35
YP_006142671.1, LM-Lam, 6.300000000000001e-36
YP_006143169.1, LM-HK97, 7.2e-36
YP_006143577.1, LM-Lam, 1.9e-32
YP_006143873.1, LM-Lam, 6.300000000000001e-36
YP_006147104.1, LM-Lam, 7.2e-35
YP_006148539.1, LM-Lam, 4.3e-34
YP_006148621.1, LM-Lam, 2.8e-36
YP_006153458.1, LM-Lam, 4.3e-34
YP_006153540.1, LM-Lam, 2.8e-36
YP_006157503.1, LM-Lam, 6e-35
YP_006157861.1, LM-Lam, 6e-35
YP_006158122.1, LM-Lam, 4.6e-38
YP_006158686.1, LM-HK97, 5.5e-33
YP_006158852.1, LM-Lam, 4.3e-34
YP_006159029.1, LM-Lam, 6e-35
YP_006159481.1, LM-Lam, 3.8e-35
YP_006159708.1, LM-Lam, 3.8e-35
YP_006165347.1, LM-Lam, 8.1e-35
YP_006173105.1, LM-Lam, 8.1e-35
YP_006183027.1, LM-HK97, 1.2000000000000001e-29
YP_006185709.1, LM-Lam, 2e-07
YP_006217797.1, LM-RDJL, 5.7
YP_006217912.1, LM-HK97, 1.8999999999999998e-30
YP_006240166.1, LM-73, 0.0
YP_006283412.1, LM-YuA, 9.2
YP_006288913.1, LM-HK97, 2.4999999999999998e-23
YP_006290544.1, LM-Lam, 4.8e-10
