Prot RefSeq, Name, E Value
YP_001032175.1, BH-Lb338, 7.2e-06
YP_001033341.1, Bl-MGAS315, 0.0
YP_001038033.1, BH-Giles, 2.2e-36
YP_001038121.1, BH-Giles, 2.5000000000000004e-35
YP_001039934.1, BH-SPP1, 6.5e-17
YP_001100529.1, BH-phiETA, 1.9
YP_001113928.1, BH-SPP1, 5e-36
YP_001126901.1, BH-Giles, 7.1e-39
YP_001126910.1, Bl-MGAS315, 0.056
YP_001128101.1, BH-SPP1, 1.0000000000000001e-21
YP_001128248.1, BH-SPP1, 2.6e-39
YP_001128581.1, BH-phiETA, 0.0
YP_001128810.1, BH-SPP1, 3e-22
YP_001157393.1, BH-Giles, 0.0
YP_001171937.1, BH-Giles, 0.16
YP_001182190.1, BH_Fam3, 3.6
YP_001212726.1, Bl-MGAS315, 0.0
YP_001245739.1, BH-phiETA, 0.0
YP_001246280.1, BH-Giles, 0.0
YP_001246449.1, BH-phiETA, 0.0
YP_001247368.1, BH-SPP1, 0.0
YP_001253932.1, BH-Giles, 9.200000000000001e-31
YP_001271448.1, BH-phiETA, 0.0
YP_001271699.1, BH-phiETA, 0.0
YP_001285373.1, BH-Giles, 0.0
YP_001285592.1, BH-Giles, 0.0
YP_001285899.1, BH-SPP1, 0.0
YP_001285901.1, BH-Lb338, 2e-06
YP_001310469.1, Bl-MGAS315, 6.5
YP_001312053.1, BH-SPP1, 0.0
YP_001315515.1, BH-phiETA, 0.0
YP_001316064.1, BH-Giles, 0.0
YP_001316236.1, BH-phiETA, 0.0
YP_001317161.1, BH-SPP1, 0.0
YP_001321759.1, BH-SPP1, 4.5e-08
YP_001331338.1, BH-phiETA, 0.0
YP_001332064.1, BH-Giles, 0.0
YP_001332812.1, BH-Giles, 0.0
YP_001332920.1, BH-SPP1, 0.0
YP_001375813.1, BH-SPP1, 0.0
YP_001376159.1, BH-SPP1, 0.0
YP_001383768.1, BH-Giles, 9.200000000000001e-31
YP_001384740.1, BH-Giles, 0.0
YP_001385256.1, BH-Giles, 0.0
YP_001387318.1, BH-Giles, 9.200000000000001e-31
YP_001391145.1, BH-Giles, 0.0
YP_001392469.1, BH-Giles, 0.0
YP_001394350.1, BH-phiETA, 6.5
YP_001396012.1, BH-Giles, 0.0
YP_001429953.1, BH-phiETA, 0.0
YP_001441488.1, BH-Giles, 0.0
YP_001442529.1, BH-SPP1, 0.0
YP_001467848.1, BH-phiETA, 1.7
YP_001468404.1, BH-phiETA, 0.0
YP_001468655.1, BH-phiETA, 0.0
YP_001468857.1, BH-Lb338, 8.7e-34
YP_001469222.1, BH-phiETA, 0.0
YP_001490568.1, BH-phiETA, 2.8
YP_001504140.1, BH-Lb338, 3.2e-09
YP_001552351.1, BH-Giles, 0.056
YP_001575327.1, BH-phiETA, 0.0
YP_001575835.1, BH-SPP1, 0.0
YP_001604146.1, BH-phiETA, 0.0
YP_001618974.1, BH-Lb338, 1.3
YP_001642141.1, BH-Lb338, 0.56
YP_001646215.1, BH-SPP1, 0.0
YP_001646378.1, BH-SPP1, 0.0
YP_001662894.1, BH-Giles, 1.3e-31
YP_001681391.1, BH-Giles, 4.5e-32
YP_001681491.1, BH-Giles, 2.3e-32
YP_001686815.1, Bl-MGAS315, 0.0
YP_001693486.1, Bl-MGAS315, 9.1e-29
YP_001693539.1, Bl-MGAS315, 0.0
YP_001698803.1, BH-Lb338, 0.032
YP_001756542.1, BH-Lb338, 0.13
YP_001759037.1, BH-phiETA, 9.0
YP_001781725.1, BH-Giles, 0.0
YP_001782110.1, BH-Giles, 0.0
YP_001786843.1, BH-Giles, 0.0
YP_001787258.1, BH-SPP1, 0.0
YP_001828668.1, Bl-MGAS315, 0.0
YP_001828669.1, Bl-MGAS315, 0.0
YP_001841795.1, BH-phiETA, 0.0
YP_001842048.1, BH-phiETA, 0.0
YP_001843297.1, BH-phiETA, 0.0
YP_001885157.1, BH-SPP1, 8e-39
YP_001886436.1, BH-SPP1, 1.2e-17
YP_001921250.1, BH-Lb338, 1.2
YP_001921487.1, BH-SPP1, 5.7e-17
YP_001949856.1, BH-Giles, 0.0
YP_001953726.1, Bl-MGAS315, 0.00056
YP_001955088.1, BH-SPP1, 0.0
YP_001974375.1, Bl-MGAS315, 2.2999999999999997e-24
YP_001980205.1, BH-Giles, 3.4
YP_001986940.1, Bl-MGAS315, 5.7e-34
YP_001987065.1, Bl-MGAS315, 9.200000000000001e-35
YP_001987283.1, Bl-MGAS315, 0.0
YP_001999214.1, BH-Lb338, 8.5
YP_002002050.1, BH-Lb338, 0.029
YP_002003875.1, BH-Lb338, 0.51
YP_002014650.1, BH-Lb338, 0.027
YP_002039528.1, BH_Fam3, 7.3
YP_002117683.1, Bl-MGAS315, 0.0
YP_002122553.1, Bl-MGAS315, 0.47
YP_002154389.1, BH-SPP1, 0.0
YP_002154396.1, BH-SPP1, 6.7
YP_002241352.1, BH-Lb338, 0.0028
YP_002265433.1, BH-SPP1, 7e-28
YP_002285792.1, BH-phiETA, 0.0
YP_002286433.1, BH-SPP1, 2e-17
YP_002315042.1, BH-Giles, 0.0
YP_002323278.1, BH-Lb338, 0.19
YP_002332415.1, BH-phiETA, 0.0
YP_002332527.1, BH-Giles, 0.0
YP_002333578.1, BH-SPP1, 0.0
YP_002336676.1, BH-SPP1, 0.0
YP_002337962.1, BH-Lb338, 1.7
YP_002338203.1, BH-SPP1, 0.0
YP_002339928.1, BH-Giles, 0.0
YP_002350256.1, BH-SPP1, 0.5
YP_002350320.1, BH-phiETA, 0.0
YP_002351507.1, BH-Giles, 0.0044
YP_002351940.1, BH-phiETA, 0.0
YP_002367343.1, BH-SPP1, 0.0
YP_002368262.1, BH-Lb338, 2.1e-06
YP_002383892.1, BH-Lb338, 2.8
YP_002423858.1, BH-Lb338, 0.55
YP_002446032.1, BH-SPP1, 0.0
YP_002446315.1, BH-SPP1, 0.0
YP_002447319.1, BH-SPP1, 0.0
YP_002449572.1, BH-SPP1, 0.0
YP_002453321.1, BH-SPP1, 0.0
YP_002455801.1, BH-SPP1, 0.0
YP_002460164.1, BH-SPP1, 1.8
YP_002471329.1, BH-phiETA, 5.0
YP_002472794.1, BH-Giles, 0.0
YP_002475188.1, BH-Lb338, 1.2e-06
YP_002491725.1, BH-Lb338, 0.38
YP_002498475.1, BH-Lb338, 6.6
YP_002499085.1, BH-Lb338, 0.18
YP_002500882.1, BH-Lb338, 0.052
YP_002501331.1, BH-Lb338, 0.45
YP_002505183.1, BH-Giles, 0.0
YP_002507097.1, BH-Giles, 8.3e-31
YP_002511433.1, Bl-MGAS315, 0.0
YP_002529614.1, BH-Lb338, 1.1
YP_002559713.1, BH-SPP1, 5.4
YP_002560337.1, BH-SPP1, 9.2e-09
YP_002560380.1, BH-SPP1, 0.0
YP_002560917.1, BH-SPP1, 2.1e-43
YP_002564139.1, BH-Lb338, 0.075
YP_002633607.1, BH-phiETA, 0.0
YP_002720552.1, BH-Giles, 1.9
YP_002727878.1, BH-SPP1, 2.5e-10
YP_002737309.1, BH-SPP1, 5e-28
YP_002737310.1, Bl-MGAS315, 3.8000000000000003e-29
YP_002739386.1, BH-SPP1, 0.0
YP_002742888.1, Bl-MGAS315, 0.41
YP_002743646.1, Bl-MGAS315, 2.0
YP_002745600.1, BH-SPP1, 1.2e-18
YP_002746172.1, BH-SPP1, 1.4e-18
YP_002746856.1, Bl-MGAS315, 0.099
YP_002746973.1, BH-SPP1, 1.1e-19
YP_002747261.1, BH-phiETA, 0.0
YP_002748400.1, BH-Lb338, 2.7
YP_002749204.1, BH-SPP1, 0.0
YP_002756869.1, BH-phiETA, 0.0
YP_002757989.1, BH-SPP1, 0.49
YP_002765972.1, BH-phiETA, 3.1e-06
YP_002771996.1, BH-Lb338, 1e-22
YP_002784164.1, Bl-MGAS315, 0.0018
YP_002790801.1, BH-Lb338, 2.4e-06
YP_002804217.1, BH-Giles, 0.0
YP_002805059.1, BH-Giles, 0.0
YP_002813161.1, BH-SPP1, 0.0
YP_002813469.1, BH-SPP1, 0.0
YP_002816656.1, BH-SPP1, 0.0
YP_002817005.1, BH-SPP1, 9.8
YP_002827225.1, BH-Giles, 1.4
YP_002835442.1, BH-Giles, 4.8e-07
YP_002863278.1, BH-Giles, 0.0
YP_002865087.1, BH-SPP1, 0.0
YP_002868174.1, BH-SPP1, 0.0
YP_002868513.1, BH-SPP1, 9.8
YP_002923068.1, BH-phiETA, 4.0
YP_002925112.1, BH-SPP1, 0.15
YP_002925179.1, BH-SPP1, 2.2000000000000002e-29
YP_002931311.1, BH-Giles, 3.3
YP_002937195.1, BH-phiETA, 1.5e-06
YP_002977671.1, BH-Giles, 1.9
YP_002995471.1, Bl-MGAS315, 0.0
YP_003010191.1, BH-Lb338, 0.0
YP_003062100.1, Bl-MGAS315, 0.0
YP_003062582.1, BH-SPP1, 9.200000000000001e-21
YP_003062583.1, BH-Lb338, 0.0
YP_003088906.1, Bl-MGAS315, 1.4
YP_003099424.1, BH-Giles, 0.0
YP_003120535.1, Bl-MGAS315, 6.7
YP_003143769.1, BH-SPP1, 0.0
YP_003143912.1, BH-SPP1, 0.024
YP_003150673.1, BH-Giles, 2.8e-16
YP_003152722.1, BH-Giles, 5.1
YP_003162262.1, BH-Giles, 0.15
YP_003169691.1, BH-SPP1, 0.0
YP_003170885.1, Bl-MGAS315, 8.1e-31
YP_003171269.1, Bl-MGAS315, 0.0
YP_003173576.1, Bl-MGAS315, 1.4e-36
YP_003179611.1, BH-Giles, 0.0
YP_003182978.1, BH-SPP1, 6.2e-19
YP_003191319.1, Bl-MGAS315, 6e-39
YP_003191320.1, BH-Lb338, 2.3e-10
YP_003191321.1, BH-Lb338, 3.2
YP_003210880.1, BH-phiETA, 8.4
YP_003240805.1, BH-Lb338, 0.0
YP_003251802.1, BH-Giles, 0.0
YP_003277503.1, BH-Lb338, 0.0009
YP_003281792.1, BH-SPP1, 0.0
YP_003282874.1, BH-phiETA, 0.0
YP_003292982.1, BH-SPP1, 8.5e-28
YP_003325117.1, BH-Giles, 0.0
YP_003331973.1, BH-phiETA, 7.7
YP_003336010.1, Bl-MGAS315, 2.7
YP_003344864.1, Bl-MGAS315, 0.0
YP_003347348.1, BH-SPP1, 0.0
YP_003347404.1, BH-Giles, 0.0
YP_003347425.1, Bl-MGAS315, 0.0
YP_003347513.1, BH-SPP1, 0.0
YP_003353535.1, Bl-MGAS315, 0.0
YP_003353907.1, BH-Lb338, 0.0023
YP_003353917.1, Bl-MGAS315, 0.0
YP_003358707.1, Bl-MGAS315, 8.4
YP_003358811.1, BH-SPP1, 2.2e-40
YP_003360898.1, BH-SPP1, 0.0
YP_003374352.1, BH-Giles, 0.89
YP_003395244.1, Bl-MGAS315, 1.8
YP_003396006.1, BH-Lb338, 2.2e-06
YP_003412823.1, BH-SPP1, 0.0
YP_003413478.1, BH-SPP1, 0.0
YP_003413529.1, BH-SPP1, 0.5
YP_003414592.1, BH-Lb338, 4e-32
YP_003415003.1, BH-phiETA, 0.0
YP_003416523.1, BH-SPP1, 0.0
YP_003416574.1, BH-SPP1, 0.5
YP_003417637.1, BH-Lb338, 4e-32
YP_003418047.1, BH-phiETA, 0.0
YP_003429902.1, BH-phiETA, 0.0
YP_003455040.1, Bl-MGAS315, 0.96
YP_003464435.1, BH-SPP1, 0.65
YP_003464835.1, BH-SPP1, 0.0
YP_003472455.1, BH-phiETA, 0.0
YP_003477196.1, BH-SPP1, 2.7999999999999998e-45
YP_003552544.1, BH-SPP1, 1.7
YP_003581300.1, BH-Giles, 8.4
YP_003596059.1, Bl-MGAS315, 4.6
YP_003600634.1, BH-SPP1, 5.0
YP_003620859.1, BH-phiETA, 0.0
YP_003622455.1, BH-SPP1, 0.0
YP_003632373.1, BH-Giles, 3.5
YP_003653923.1, Bl-MGAS315, 0.00057
YP_003664714.1, BH-SPP1, 3.6e-08
YP_003664883.1, BH-SPP1, 0.0
YP_003669926.1, BH-Giles, 1.7999999999999998e-40
YP_003698898.1, BH-SPP1, 3.7000000000000004e-35
YP_003698901.1, BH-Lb338, 0.36
YP_003701038.1, BH-Lb338, 0.36
YP_003701041.1, BH-SPP1, 7.300000000000001e-35
YP_003719038.1, BH-Lb338, 0.0
YP_003725224.1, Bl-MGAS315, 0.41
YP_003773044.1, BH-phiETA, 0.0
YP_003778553.1, BH-SPP1, 2.0999999999999998e-40
YP_003784554.1, BH-Giles, 7.5
YP_003790923.1, BH-Lb338, 3.0
YP_003793926.1, BH-SPP1, 9.8
YP_003821002.1, BH-SPP1, 2e-07
YP_003828741.1, BH-SPP1, 3.3
YP_003841771.1, BH-SPP1, 5.8e-22
YP_003842330.1, BH-Lb338, 1.7e-39
YP_003843904.1, BH-Giles, 0.0
YP_003844216.1, BH-SPP1, 2.3
YP_003844971.1, BH-SPP1, 9.800000000000001e-29
YP_003845392.1, BH-SPP1, 5.400000000000001e-32
YP_003851438.1, BH-Giles, 7.9e-37
YP_003852547.1, BH-phiETA, 0.43
YP_003856819.1, BH-Lb338, 1.1e-30
YP_003857084.1, BH-Giles, 0.0
YP_003861504.1, BH-Lb338, 0.17
YP_003866263.1, BH-SPP1, 0.0
YP_003871829.1, BH-Lb338, 0.0
YP_003875660.1, Bl-MGAS315, 9.3e-29
YP_003878273.1, Bl-MGAS315, 0.0
YP_003880291.1, Bl-MGAS315, 6.7e-29
YP_003892387.1, Bl-MGAS315, 0.18
YP_003892997.1, BH-phiETA, 8.5
YP_003904518.1, BH-Giles, 1.3e-31
YP_003918247.1, BH-Giles, 2.2
YP_003919191.1, BH-Lb338, 0.0
YP_003919454.1, BH-phiETA, 0.0
YP_003919540.1, Bl-MGAS315, 0.022
YP_003919551.1, BH-SPP1, 0.0
YP_003921491.1, BH-SPP1, 2.4999999999999997e-42
YP_003921671.1, BH-SPP1, 0.0
YP_003924979.1, BH-Lb338, 0.0
YP_003924980.1, BH-SPP1, 3.6000000000000003e-22
YP_003937886.1, BH-Giles, 0.0
YP_003948173.1, BH-Lb338, 0.0
YP_003955280.1, Bl-MGAS315, 0.82
YP_003959263.1, BH-Giles, 0.0
YP_003959264.1, Bl-MGAS315, 0.0052
YP_003961033.1, BH-SPP1, 3.3000000000000004e-26
YP_003961125.2, Bl-MGAS315, 0.0052
YP_003961126.1, BH-Giles, 0.0
YP_003971039.1, BH-SPP1, 1.6e-20
YP_003973823.1, BH-SPP1, 0.0
YP_003988074.1, BH-phiETA, 0.0016
YP_003991886.1, BH-phiETA, 1.1
YP_003998862.1, Bl-MGAS315, 0.0023
YP_004032237.1, BH-SPP1, 3.6e-08
YP_004034201.1, BH-SPP1, 2.2000000000000002e-29
YP_004034916.1, BH-SPP1, 3.5
YP_004046579.1, BH-SPP1, 1.5e-06
YP_004062889.1, Bl-MGAS315, 1.3
YP_004062890.1, Bl-MGAS315, 2.6
YP_004090427.1, BH_Fam3, 0.0
YP_004090799.1, BH_Fam3, 0.0
YP_004091865.1, BH_Fam3, 0.0
YP_004092103.1, BH-Giles, 2.1e-33
YP_004095106.1, BH-Giles, 0.0
YP_004100902.1, BH-SPP1, 4.1999999999999997e-38
YP_004133421.1, BH-Giles, 0.0
YP_004148757.1, BH-phiETA, 0.0
YP_004149420.1, BH-phiETA, 0.0
YP_004200037.1, Bl-MGAS315, 8e-05
YP_004208736.1, BH-Giles, 0.0
YP_004208994.1, BH-Giles, 4.1e-10
YP_004251196.1, Bl-MGAS315, 0.31
YP_004251696.1, BH-Giles, 5.9
YP_004258334.1, Bl-MGAS315, 0.18
YP_004265803.1, BH-Giles, 5.3
YP_004272586.1, Bl-MGAS315, 0.35
YP_004273333.1, BH-phiETA, 0.0024
YP_004286285.1, BH-Lb338, 4e-06
YP_004292360.1, BH-SPP1, 2.4e-06
YP_004301292.1, BH-SPP1, 2e-19
YP_004306118.1, BH-Giles, 0.0
YP_004306942.1, Bl-MGAS315, 0.0
YP_004307687.1, Bl-MGAS315, 0.076
YP_004395905.1, BH-SPP1, 0.0
YP_004398825.1, Bl-MGAS315, 2.3e-06
YP_004398828.1, BH-SPP1, 0.0
YP_004411411.1, Bl-MGAS315, 0.0
YP_004414721.1, BH-Giles, 0.0
YP_004414767.1, BH-Giles, 0.0
YP_004419363.1, BH-phiETA, 6.4
YP_004421506.1, Bl-MGAS315, 3.7
YP_004428190.1, Bl-MGAS315, 0.036
YP_004441175.1, BH-SPP1, 7.5
YP_004456640.1, BH-SPP1, 0.0
YP_004456715.1, BH-SPP1, 2.6e-33
YP_004461814.1, BH-Giles, 0.0
YP_004462103.1, BH-SPP1, 3.2e-31
YP_004462141.1, BH-phiETA, 7.9
YP_004464730.1, BH-phiETA, 0.88
YP_004464756.1, BH-Giles, 2.1e-37
YP_004464843.1, BH-SPP1, 1.8e-33
YP_004478966.1, Bl-MGAS315, 0.0
YP_004479380.1, Bl-MGAS315, 0.0
YP_004479404.1, Bl-MGAS315, 0.0
YP_004479710.1, Bl-MGAS315, 0.0
YP_004479711.1, Bl-MGAS315, 4.8e-18
YP_004482738.1, BH-Giles, 3.6
YP_004508396.1, BH-SPP1, 2e-33
YP_004508456.1, Bl-MGAS315, 0.0097
YP_004543738.1, BH-Lb338, 0.77
YP_004547029.1, BH-phiETA, 1.7
YP_004586882.1, BH-Giles, 0.0
YP_004605391.1, BH-Lb338, 3.9900000000000006e-43
YP_004606087.1, BH-Lb338, 1.3e-38
YP_004612993.1, Bl-MGAS315, 1.1
YP_004634718.1, BH-SPP1, 0.0
YP_004635778.1, BH-Lb338, 5.4e-08
YP_004635783.1, BH-Lb338, 0.009
YP_004636543.1, BH-SPP1, 0.0
YP_004639662.1, BH-Giles, 0.0
YP_004644939.1, BH-Lb338, 0.0
YP_004650609.1, BH-phiETA, 0.0
YP_004654539.1, BH-Giles, 2.6
YP_004706043.1, BH-SPP1, 4.7e-25
YP_004735389.1, Bl-MGAS315, 1.5
YP_004735395.1, Bl-MGAS315, 1.0
YP_004735396.1, Bl-MGAS315, 0.004
YP_004735990.1, Bl-MGAS315, 0.0043
YP_004736256.1, Bl-MGAS315, 0.34
YP_004736480.1, Bl-MGAS315, 0.00078
YP_004737771.1, Bl-MGAS315, 4.3
YP_004741364.1, Bl-MGAS315, 0.016
YP_004759302.1, BH-Giles, 5.2
YP_004766980.1, BH-Lb338, 8e-07
YP_004767395.1, BH-SPP1, 0.0
YP_004772073.1, BH-phiETA, 0.041
YP_004779275.1, BH-Lb338, 8.4e-05
YP_004788345.1, BH-Lb338, 0.72
YP_004788487.1, Bl-MGAS315, 9.6
YP_004831895.1, Bl-MGAS315, 7.5
YP_004831963.1, BH-SPP1, 3.1e-25
YP_004835354.1, BH-Lb338, 0.0068
YP_004840677.1, BH-phiETA, 4.4
YP_004847106.1, BH-Lb338, 0.27
YP_004855003.1, BH-SPP1, 2.6
YP_004883846.1, BH-Giles, 0.0
YP_004886367.1, BH-SPP1, 1.3e-09
YP_004887289.1, BH-SPP1, 1.9e-08
YP_004888666.1, BH-SPP1, 2.4e-10
YP_004890100.1, BH-phiETA, 0.0
YP_004897173.1, Bl-MGAS315, 0.6
YP_004911213.1, BH-Giles, 0.0
YP_004934217.1, BH-Giles, 0.0
YP_004940338.1, BH-Giles, 0.0
YP_004940406.1, Bl-MGAS315, 0.00016
YP_004944336.1, BH-Giles, 8.4
YP_004946576.1, BH-Giles, 8.4
YP_004952205.1, BH-Giles, 4.8
YP_004955504.1, BH-Giles, 8.4
YP_004957652.1, Bl-MGAS315, 0.28
YP_005011975.1, BH-phiETA, 5.0
YP_005017872.1, BH-Giles, 4.2
YP_005028983.1, BH_Fam3, 7.5
YP_005048050.1, BH-Giles, 3.1e-38
YP_005048084.1, BH-Giles, 2.4000000000000003e-37
YP_005078352.1, BH-Lb338, 0.0
YP_005080828.1, BH-phiETA, 0.97
YP_005087509.1, BH-Lb338, 0.00015
YP_005087526.1, BH-Lb338, 2.7e-05
YP_005087528.1, BH-Lb338, 3.5e-20
YP_005096086.1, BH-Lb338, 4.7e-07
YP_005104354.1, BH-Lb338, 1.7
YP_005104595.1, BH-SPP1, 0.0
YP_005106304.1, BH-Giles, 0.0
YP_005110208.1, BH-SPP1, 7.5
YP_005129326.1, BH-Lb338, 0.11
YP_005129338.1, BH-Lb338, 5.9e-22
YP_005130547.1, BH-SPP1, 0.0
YP_005130558.1, Bl-MGAS315, 3.8
YP_005131554.1, BH-SPP1, 0.0
YP_005146641.1, BH-Giles, 0.0
YP_005147232.1, BH-SPP1, 0.0
YP_005149504.1, BH-Giles, 0.0
YP_005165418.1, BH-Lb338, 0.0
YP_005180220.1, BH_Fam3, 6.2
YP_005189967.1, BH-Giles, 3.2
YP_005235962.1, BH_Fam3, 6.9
YP_005235963.1, BH_Fam3, 0.42
YP_005241235.1, BH_Fam3, 6.2
YP_005241236.1, BH_Fam3, 0.42
YP_005245982.1, BH_Fam3, 6.9
YP_005245984.1, BH_Fam3, 0.36
YP_005246038.1, BH-Lb338, 0.00051
YP_005250854.1, BH_Fam3, 6.9
YP_005250856.1, BH_Fam3, 0.34
YP_005268618.1, BH-phiETA, 6.1
YP_005270710.1, BH-Giles, 0.0
YP_005271112.1, BH-Giles, 0.0
YP_005319310.1, BH-SPP1, 2.2e-32
YP_005326299.1, BH-SPP1, 0.0
YP_005353905.1, BH-Lb338, 8.5
YP_005354044.1, BH-SPP1, 1.6e-25
YP_005354620.1, BH-SPP1, 1.6e-25
YP_005354807.1, BH-Giles, 6.6e-34
YP_005355568.1, BH-SPP1, 1e-25
YP_005393679.1, BH-SPP1, 1.5e-06
YP_005395797.1, BH_Fam3, 3.6
YP_005395799.1, BH_Fam3, 0.42
YP_005411855.1, BH-SPP1, 4.9e-21
YP_005421060.1, BH-Giles, 0.076
YP_005421478.1, BH-SPP1, 0.0
YP_005421487.1, Bl-MGAS315, 0.026
YP_005421948.1, BH-SPP1, 0.0
YP_005540879.1, BH-Giles, 0.091
YP_005542711.1, BH-SPP1, 2.4999999999999997e-42
YP_005542859.1, BH-SPP1, 0.0
YP_005544410.1, BH-Lb338, 0.0
YP_005544692.1, BH-phiETA, 0.0
YP_005546135.1, BH-Giles, 0.091
YP_005546141.1, Bl-MGAS315, 4.3
YP_005547110.1, BH-SPP1, 0.0
YP_005549245.1, BH-Giles, 0.076
YP_005551100.1, BH-SPP1, 2.4999999999999997e-42
YP_005551245.1, BH-SPP1, 0.0
YP_005561107.1, BH-SPP1, 1.26e-44
YP_005564076.1, BH-SPP1, 0.0
YP_005564790.1, BH-SPP1, 0.0
YP_005568502.1, BH-SPP1, 1.54e-44
YP_005571826.1, BH-SPP1, 0.0
YP_005572564.1, BH-SPP1, 2.5e-39
YP_005573709.1, BH-SPP1, 0.0
YP_005574900.1, BH-SPP1, 1.54e-44
YP_005585638.1, BH-Lb338, 0.19
YP_005593291.1, BH-SPP1, 0.64
YP_005594567.1, BH-Giles, 1.9
YP_005669200.1, BH-SPP1, 0.0
YP_005670258.1, BH-Lb338, 5.4e-08
YP_005670263.1, BH-Lb338, 0.009
