Prot RefSeq, Name, E Value
NP_696561.1, TM-HK97, 9.9
NP_705668.1, TM_Fam1, 6.4e-38
NP_716313.1, TIGR02675, 7.3e-18
NP_717054.1, TM-P2, 0.27
NP_718281.1, TIGR02675, 0.0
NP_718522.1, U_TM-PNJ, 0.0
NP_720555.1, U_TM_T4-CPX, 3.2
NP_721174.1, TM-Lam, 0.26
NP_737464.1, U_TM_CT-DMS3, 0.0
NP_738109.1, TM_Fam1, 1.8
NP_743734.1, TM_Fam1, 1e-36
NP_745206.1, TM-SuMu, 1.2e-24
NP_745995.1, TM_Fam1, 0.0
NP_752906.1, TIGR01760, 0.0
NP_753369.1, U_TM-PNJ, 0.0
NP_753493.1, U_TM-PNJ, 0.0
NP_755042.1, U_TM-PNJ, 0.0
NP_757771.1, U_TM_T4-PSSM2, 5.0
NP_758934.1, TM-phiC2, 0.0
NP_763589.1, U_TM_T4-CPX, 0.0011
NP_767907.1, U_TM_CT-DMS3, 4.2
NP_768283.1, U_TM_CT-DMS3, 0.0
NP_770263.1, TM_Fam1, 6.8
NP_770361.1, TIGR02675, 8.9
NP_772478.1, TM_Fam1, 0.0039
NP_773118.1, TM-P2, 1.6
NP_778823.1, U_TM_T4-PSSM2, 0.99
NP_779182.2, TM_Fam1, 9.9e-42
NP_779297.1, TIGR01760, 0.0
NP_779389.2, TM_Fam1, 3.4999999999999996e-42
NP_780273.1, TM_Fam1, 5.8e-05
NP_781714.1, U_TM_TP-C, 3.4
NP_781717.1, U_TM2675motif, 7.2
NP_781744.1, TM_Fam1, 0.0
NP_782107.1, TM-P2, 0.17
NP_782157.1, TM_Fam1, 0.0
NP_782459.1, TM-P2, 0.59
NP_782680.1, TIGR01760, 0.0
NP_790427.1, TIGR01760, 0.0
NP_791905.1, TIGR01541, 1.1
NP_792142.1, TIGR02675, 0.026
NP_793176.1, TM-SuMu, 1.8e-25
NP_793808.1, U_TM_CT-DMS3, 0.0
NP_794014.1, TIGR01760, 1.1
NP_801706.1, TM-SPP1, 1.6000000000000001e-37
NP_801906.1, U_TM_TP-C, 1.3e-21
NP_802022.1, U_TM_TP-C, 5.8e-29
NP_802185.1, TIGR01760, 0.0
NP_802392.1, TIGR01760, 0.0
NP_803295.1, TM-SPP1, 0.0
NP_803346.1, TM_Fam1, 0.0
NP_803396.1, TM_Fam1, 0.0
NP_805155.1, U_TM_TP-C, 3.1e-22
NP_805648.1, TM_Fam1, 1.1e-16
NP_806373.1, TIGR01760, 0.0
NP_807104.1, TIGR01760, 0.0
NP_807894.1, U_TM_TP-C, 0.0
NP_809997.1, U_TM_T4-PMH1, 5.6
NP_811488.1, U_TM_T4-PS, 6.7
NP_812547.1, TIGR02675, 5.4
NP_813548.1, U_TM_ViI, 6.2
NP_813702.1, TM-P2, 9.1e-18
NP_814140.1, U_TM_CT-IMP, 0.0
NP_815011.1, TM-SPP1, 0.0
NP_815673.1, U_TM_TP-C, 0.0
NP_815759.1, U_TM_CT-DMS3, 2.8000000000000004e-21
NP_816436.1, TM-SPP1, 0.0
NP_817352.1, TIGR02675, 0.00048
NP_817472.1, TIGR01760, 0.0
NP_817692.1, TM-SPP1, 0.0
NP_817790.1, U_TM_CT-DMS3, 2.3999999999999998e-28
NP_817990.1, U_TM_CT-DMS3, 1.2e-05
NP_821558.1, TM_Fam13, 0.014
NP_826360.1, TIGR02675, 4.7
NP_826685.1, U_TM_CT-DMS3, 7.7e-19
NP_826863.1, U_TM_TP-C, 1.3
NP_831414.1, TM-Lam, 2.6
NP_831678.1, U_TM_TP-C, 0.0
NP_832352.1, U_TM_CT-IMP, 0.0
NP_834163.1, TM-HK97, 3.6
NP_834223.1, U_TM_T4-CPX, 1.2
NP_835564.1, TIGR01760, 0.0
NP_836227.1, U_TM-PNJ, 8.9
NP_836419.1, U_TM_CT-IMP, 0.0
NP_836748.1, TM-DMS3, 0.0
NP_837587.1, TM_Fam1, 0.0
NP_839874.1, TIGR01760, 0.0
NP_839934.1, TIGR01760, 6.9e-28
NP_840256.1, TIGR01760, 5.3
NP_840858.1, U_TM2675motif, 1.5
NP_843016.1, TM-SPP1, 0.0
NP_843494.1, TM_Fam1, 3.8
NP_844115.1, TM-Lam, 8.7
NP_844895.1, U_TM_T4-CPX, 0.027
NP_846030.1, TM-SPP1, 0.0
NP_846031.1, TM-SPP1, 0.0
NP_846319.1, TM-SPP1, 0.0
NP_846321.1, TIGR01760, 0.0
NP_846957.1, U_TM_T4-CPX, 1.6
NP_852768.1, TM_Fam1, 0.0
NP_858965.1, U_TM-PNJ, 0.0
NP_860068.1, TIGR02675, 5.7
NP_861896.1, TM-T4, 2.7e-28
NP_862888.1, U_TM_TP-C, 0.0
NP_871075.1, TIGR02675, 7.7
NP_872746.1, TIGR02675, 1.1e-23
NP_872747.1, TM-DMS3, 7.4
NP_872748.1, TM-DMS3, 1.2e-08
NP_872749.1, U_TM_CT-DMS3, 2.1e-22
NP_873081.1, U_TM_CT-DMS3, 2.5e-36
NP_873609.1, TIGR02675, 2.3
NP_873963.1, U_TM_CT-DMS3, 2.5e-36
NP_875004.1, U_TM_T4-PS, 4.2
NP_891750.1, TM-T4, 5.5e-26
NP_892060.1, TIGR01760, 3.2999999999999996e-23
NP_892879.1, U_TM_T4-CPX, 0.23
NP_894512.1, TIGR01760, 7.0
NP_895682.1, TM_Fam9, 2.4
NP_899573.1, U_TM_TP-C, 2.7e-29
NP_901144.1, TM-SPP1, 0.0
NP_901791.1, U_TM_TP-C, 4.8e-35
NP_918981.1, TIGR01541, 0.62
NP_918983.1, TM-DMS3, 0.0
NP_923373.1, TM_Fam5, 0.06
NP_932394.1, TM-HK97, 4.3
NP_932538.1, TM-T4, 1.7e-25
NP_938251.1, U_TM-PNJ, 0.0
NP_938252.1, U_TM_CT-DMS3, 0.0
NP_943806.1, U_TM_CT-DMS3, 0.0
NP_944076.1, U_TM_T4-Aeh, 3.6e-31
NP_944354.1, TM_Fam1, 9.09e-43
NP_944901.1, TM-DMS3, 0.0
NP_945044.1, U_TM_CT-DMS3, 1.2e-31
NP_945295.1, U_TM2675motif, 3.6e-23
NP_950600.1, TM_Fam3, 4.8
NP_952034.1, TM_Fam5, 1.5e-06
NP_958080.1, TIGR01760, 0.0
NP_958149.1, TM_Fam1, 2.3e-38
NP_958289.1, U_TM_CT-DMS3, 6.799999999999999e-23
NP_958546.1, TIGR02675, 1.4e-23
NP_958615.1, TIGR01760, 0.0
NP_961089.1, TM_Fam1, 3.0
NP_961690.1, U_TM_CT-DMS3, 0.0
NP_963019.1, TM-P2, 2.9
NP_965028.1, TM_Fam1, 7.6
NP_965227.1, TIGR02675, 1.4e-23
NP_966342.1, TIGR01760, 0.0
NP_971278.1, TM-Lam, 6.7
NP_973381.1, TM-P2, 0.16
NP_976737.1, TM-SPP1, 2.9e-30
NP_977410.1, TM_Fam1, 5.5
NP_978078.1, TM-Lam, 0.6
NP_980934.1, U_TM_T4-CPX, 1.8
NP_991706.1, TM_Fam1, 0.44
NP_992275.1, TM_Fam1, 2.5e-09
NP_996715.1, U_TM_TP-C, 0.0
YP_001002137.1, TM-P2, 3.3
YP_001002678.1, TM_Fam1, 6.7
YP_001004316.1, U_TM_TP-C, 0.0
YP_001004384.1, TMP, 8.9
YP_001006537.1, U_TM-PNJ, 2.5e-19
YP_001007930.1, U_TM-PNJ, 2.6
YP_001009214.1, U_TM_T4-CPX, 6.3
YP_001011138.1, U_TM_T4-CPX, 0.45
YP_001015018.1, U_TM2675motif, 1.8
YP_001017551.1, TIGR01760, 6.6
YP_001018479.1, TM_Fam7, 5.7
YP_001019731.1, TM-P2, 0.31
YP_001021818.1, TM_Fam12, 9.5
YP_001033344.1, TIGR01760, 8.8e-28
YP_001034880.1, TIGR02675, 0.61
YP_001035228.1, U_TM_T4-CPX, 0.015
YP_001037218.1, U_TM_T4-PS, 2.9
YP_001038035.1, TM-SPP1, 7.0999999999999995e-34
YP_001038123.1, U_TM_CT-IMP, 3.4e-06
YP_001038883.1, U_TM2675motif, 2.8e-36
YP_001039425.1, TM_Fam3, 5.4
YP_001039842.1, TM_Fam1, 0.0
YP_001039932.1, TIGR01760, 0.0
YP_001049685.1, TM-P2, 8.2e-22
YP_001051936.1, TM_Fam1, 0.0
YP_001052252.1, TIGR02675, 1.8
YP_001052795.1, TM_Fam3, 8.5
YP_001053227.1, TIGR02675, 2e-16
YP_001053564.1, TIGR02675, 2.4
YP_001069229.1, TM_Fam5, 0.0
YP_001069233.1, U_TM_T4-Syn9, 0.054
YP_001069671.1, TM-P2, 2.7
YP_001070127.1, TM_Fam5, 8.1
YP_001087440.1, U_TM2675motif, 0.0
YP_001089358.1, TIGR01541, 5.2
YP_001089419.1, U_TM2675motif, 0.0
YP_001091045.1, U_TM_T4-CPX, 1.1
YP_001095556.1, TIGR02675, 3.8
YP_001095904.1, TM-P2, 8.8
YP_001105404.1, TIGR02675, 7.3
YP_001107752.1, TM-P2, 8.3
YP_001108873.1, TIGR01760, 0.73
YP_001108948.1, TM-P2, 1.4
YP_001110738.1, U_TM2675motif, 0.0
YP_001110853.1, U_TM-PNJ, 0.0
YP_001111057.1, U_TM_TP-C, 0.0025
YP_001111094.1, U_TM_CT-DMS3, 7.5e-33
YP_001111179.1, U_TM_TP-C, 0.0025
YP_001111218.1, U_TM_TP-C, 0.0
YP_001111675.1, TM_Fam1, 2.9
YP_001111757.1, TM-P2, 1.0
YP_001112574.1, U_TM_CT-IMP, 0.0
YP_001113599.1, TM-P2, 0.5
YP_001113809.1, U_TM_ViI, 8.0
YP_001113933.1, U_TM_CT-IMP, 0.0045
YP_001114452.1, TM_Fam1, 2.5
YP_001122745.1, TIGR02675, 2.0
YP_001125447.1, TM-Lam, 0.72
YP_001125543.1, U_TM_T4-CPX, 4.4
YP_001126809.1, U_TM_T4-PS, 2.1
YP_001126904.1, U_TM_TP-C, 3.1e-31
YP_001126905.1, TM-SPP1, 0.0
YP_001128246.1, U_TM_TP-C, 2.0999999999999998e-30
YP_001128583.1, TM-SPP1, 7.4e-36
YP_001128812.1, TIGR01760, 0.0
YP_001133443.1, U_TM_T4-CPX, 6.3
YP_001141408.1, TIGR01760, 4.7e-30
YP_001142864.1, TM_Fam3, 8.1
YP_001143541.1, TIGR01760, 4.7e-30
YP_001157395.1, U_TM_TP-C, 2.3000000000000004e-21
YP_001160150.1, TIGR02675, 7.5
YP_001162384.1, U_TM-PNJ, 0.0
YP_001163796.1, TM_Fam1, 2.5e-09
YP_001164314.1, TM_Fam1, 0.44
YP_001165279.1, U_TM_TP-C, 0.17
YP_001167291.1, U_TM_CT-IMP, 0.0
YP_001167517.1, U_TM_CT-DMS3, 0.0
YP_001167573.1, TM_Fam1, 6.6e-21
YP_001167916.1, TM-P2, 1.5
YP_001167959.1, TIGR02675, 1.1e-08
YP_001168285.1, U_TM_CT-DMS3, 0.0
YP_001168737.1, TM-Lam, 0.12
YP_001169119.1, TM_Fam3, 5.2
YP_001171136.1, TM_Fam1, 3.5
YP_001172405.1, TM-P2, 1.2
YP_001174671.1, TM-SPP1, 7.1
YP_001175545.1, TM_Fam1, 2.9e-18
YP_001176089.1, U_TM_TP-C, 0.0
YP_001176949.1, U_TM_CT-IMP, 0.0
YP_001177308.1, TIGR01760, 2.52e-44
YP_001178188.1, TIGR01760, 0.0
YP_001179247.1, TIGR02675, 0.4
YP_001180007.1, TM-P2, 9.5
YP_001181078.1, TM_Fam1, 0.33
YP_001181220.1, TM-P2, 2.3
YP_001184926.1, TIGR02675, 1.8
YP_001185098.1, U_TM2675motif, 0.0016
YP_001185424.1, TM-HK97, 3.8
YP_001185813.1, TIGR02675, 1.2
YP_001188927.1, TM_Fam14, 8.0
YP_001189113.1, TIGR02675, 5.5
YP_001189441.1, TM_Fam1, 1e-25
YP_001190058.1, TM_Fam1, 1.4
YP_001198111.1, U_TM_T4-CPX, 0.13
YP_001198513.1, TM-HK97, 5.2
YP_001200303.1, U_TM_T4-CPX, 0.13
YP_001203412.1, TIGR02675, 1.8
YP_001205644.1, TM_Fam1, 1.6e-16
YP_001206354.1, TM_Fam13, 3.4e-18
YP_001206963.1, TM_Fam1, 0.17
YP_001209659.1, TM_Fam1, 0.0
YP_001210236.1, TM-DMS3, 4e-35
YP_001212728.1, U_TM_CT-IMP, 5.8e-18
YP_001220747.1, TM_Fam16, 3.8
YP_001223534.1, TM_Fam16, 9.3
YP_001224018.1, TM_Fam7, 3.4
YP_001228574.1, TM_Fam7, 3.0
YP_001230840.1, TM-P2, 0.15
YP_001232769.1, TM_Fam5, 3.2
YP_001235410.1, TIGR01760, 0.0097
YP_001241387.1, TM_Fam1, 0.14
YP_001244955.1, TM-P2, 0.94
YP_001245155.1, TM-phiC2, 5.8
YP_001245649.1, TM_Fam1, 0.62
YP_001245737.1, TMP, 5.5
YP_001246278.1, U_TM_TP-C, 0.0
YP_001246447.1, TM_Fam1, 0.0
YP_001247370.1, TIGR01760, 0.0
YP_001248590.1, TM_Fam1, 7.7
YP_001248703.1, TM_Fam1, 8.8
YP_001250301.1, TIGR02675, 8.1
YP_001250871.1, U_TM_T4-PS, 5.8
YP_001253151.1, U_TM_T4-CPX, 0.65
YP_001254237.1, TM-phiC2, 0.0
YP_001254421.1, TM-P2, 0.69
YP_001254830.1, TM_Fam1, 0.0
YP_001255193.1, TIGR01760, 0.06
YP_001255523.1, U_TM_TP-C, 0.0011
YP_001267414.1, TM-P2, 2.8
YP_001268677.1, U_TM_CT-DMS3, 0.0
YP_001268879.1, TIGR01760, 6.0
YP_001269411.1, TM_Fam1, 6.5e-32
YP_001271446.1, TIGR02675, 0.24
YP_001271625.1, U_TM_ViI, 9.4
YP_001271701.1, TIGR02675, 9.1e-07
YP_001271894.1, U_TM_T4-CPX, 0.67
YP_001272526.1, U_TM_CT-IMP, 0.0
YP_001276003.1, TM_Fam5, 9.3e-06
YP_001278369.1, TM_Fam9, 2.5
YP_001279669.1, TIGR01760, 0.25
YP_001281882.1, TM-P2, 3.9
YP_001282493.1, TM-P2, 1.5
YP_001285370.1, TM-SPP1, 0.0
YP_001285535.1, U_TM-PNJ, 0.0
YP_001285590.1, U_TM_TP-C, 1.6e-07
YP_001285661.1, TIGR01760, 1.4e-28
YP_001285687.1, U_TM-PNJ, 0.0
YP_001285894.1, U_TM_T4-PS, 7.1e-09
YP_001285896.1, TMP, 0.065
YP_001286546.1, TM-P2, 3.9
YP_001287152.1, TM-P2, 1.5
YP_001290729.1, TIGR02675, 3.7
YP_001291689.1, TIGR02675, 4.1
YP_001292282.1, U_TM2675motif, 3.9e-18
YP_001293357.1, TIGR02675, 1.7e-18
YP_001293427.1, TIGR02675, 3.9e-17
YP_001294455.1, TM_Fam1, 0.0
YP_001294539.1, TIGR02675, 2.5000000000000002e-21
YP_001294810.1, TM-SPP1, 2.4000000000000002e-29
YP_001294882.1, TM_Fam1, 9.09e-43
YP_001295692.1, TIGR01760, 0.0
YP_001297177.1, U_TM_T4-PSSM2, 9.8
YP_001300095.1, TIGR01760, 3.8e-41
YP_001301087.1, TM-SPP1, 7.9
YP_001302283.1, TIGR02675, 1.2e-08
YP_001305310.1, TM-P2, 0.18
YP_001306681.1, TIGR01760, 4.8e-30
YP_001307036.1, TM-P2, 2.6
YP_001308057.1, TM-SPP1, 0.0
YP_001308058.1, TM-phiC2, 0.019
YP_001308504.1, TIGR01760, 3.5e-38
YP_001308562.1, TM-P2, 0.94
YP_001308780.1, TM_Fam1, 0.0
YP_001310738.1, U_TM_T4-CPX, 0.38
YP_001310877.1, TM-P2, 6.8
YP_001310895.1, TM-P2, 5.6
YP_001315422.1, TM_Fam1, 0.62
YP_001315513.1, TMP, 5.5
YP_001316062.1, U_TM_TP-C, 0.0
YP_001316234.1, TM_Fam1, 0.0
YP_001317163.1, TIGR01760, 0.0
YP_001318317.1, U_TM_TP-C, 4.1e-09
YP_001318372.1, TM-P2, 1.3
YP_001319789.1, U_TM_TP-C, 4.1e-09
YP_001320238.1, TM-phiC2, 0.0022
YP_001320375.1, U_TM_TP-C, 0.0
YP_001320531.1, TM_Fam1, 6.0
YP_001321112.1, U_TM_T4-CPX, 2.7
YP_001321760.1, TM-SPP1, 0.0
YP_001322084.1, U_TM_TP-C, 4.1e-09
YP_001326664.1, TM-Lam, 0.59
YP_001327006.1, U_TM_CT-IMP, 0.0
YP_001327318.1, TM_Fam1, 4.6e-17
YP_001327549.1, U_TM-PNJ, 1.6e-10
YP_001328313.1, U_TM-PNJ, 1.8
YP_001331253.1, TM_Fam1, 0.62
YP_001332062.1, TM-SPP1, 0.0
YP_001332814.1, U_TM_TP-C, 0.0
YP_001332922.1, TIGR01760, 0.0
YP_001334011.1, TM-P2, 9.4
YP_001335090.1, U_TM-PNJ, 0.0
YP_001337104.1, TM_Fam1, 0.0
YP_001339444.1, TIGR01760, 1.7e-25
YP_001340329.1, TM-P2, 0.52
YP_001342964.1, TM-SuMu, 0.62
YP_001344544.1, U_TM_CT-DMS3, 2.2e-22
YP_001345009.1, TIGR02675, 1.9
YP_001345750.1, TM-HK97, 2.2
YP_001346084.1, TM_Fam1, 5.2e-24
YP_001346164.1, TIGR01760, 0.00017
YP_001346175.1, U_TM_CT-IMP, 1.1e-31
YP_001347784.1, U_TM_CT-IMP, 0.0
YP_001350403.1, TM_Fam1, 5.2e-24
YP_001353185.1, TM-Lam, 0.23
YP_001354409.1, U_TM_CT-DMS3, 9.5e-27
YP_001354469.1, U_TM_CT-DMS3, 6.799999999999999e-30
YP_001355947.1, U_TM_CT-IMP, 0.0014
YP_001356075.1, TIGR02675, 7.4
YP_001358151.1, TM-HK97, 6.6
YP_001358434.1, U_TM_T4-PS, 4.2
YP_001361140.1, U_TM_T4-CPX, 2.6
YP_001362198.1, TM_Fam1, 7.7
YP_001362577.1, TM_Fam1, 7.7
YP_001364985.1, TIGR02675, 0.0
YP_001366308.1, TIGR02675, 2.6e-18
YP_001368119.1, TIGR02675, 1.7
YP_001374667.1, TM-Lam, 3.2
YP_001375815.1, U_TM_TP-C, 0.0
YP_001376161.1, TM_Fam1, 0.0
YP_001376255.1, TM-P2, 1.4
YP_001376429.1, U_TM_T4-CPX, 0.013
YP_001376825.1, TIGR01760, 0.063
YP_001379763.1, TM_Fam5, 3.6
YP_001382997.1, U_TM_T4-CPX, 0.65
YP_001384177.1, TM-P2, 0.69
YP_001384742.1, TM_Fam1, 0.0
YP_001384936.1, TIGR01760, 0.06
YP_001385258.1, U_TM_TP-C, 0.0
YP_001385352.1, U_TM_TP-C, 0.0011
