Prot RefSeq, Name, E Value
YP_002150297.1, LI-Lam, 0.0
YP_002215258.1, LI-Lam, 5.4e-23
YP_002219249.1, LI-HK97, 6.4
YP_002226266.1, LI-Lam, 4.3e-30
YP_002237601.1, U_LI-Bact, 1.8e-31
YP_002246430.1, U_LI-Bact, 0.011
YP_002246508.1, U_LI-Bact, 0.057
YP_002247845.1, U_LI-Bact, 1.9
YP_002247960.1, U_LI-Bact, 8.5
YP_002248287.1, U_LI-Bact, 3.5
YP_002249470.1, U_LI-Bact, 2.7e-31
YP_002250580.1, U_LI-Bact, 5.7
YP_002251363.1, LI-HK97, 0.38
YP_002266378.1, U_LI-Bact, 0.027
YP_002269434.1, LI-Lam, 2.1000000000000002e-32
YP_002269692.1, LI-Lam, 0.0
YP_002270018.1, LI-HK97, 0.012
YP_002270091.1, LI-Lam, 0.0
YP_002270235.1, LI-Lam, 0.0
YP_002270301.1, LI-Lam, 3.1000000000000002e-27
YP_002270553.1, LI-Lam, 4.2e-28
YP_002271098.1, LI-Lam, 5.1e-28
YP_002271192.1, LI-Lam, 1.8e-28
YP_002271416.1, LI-Lam, 7.7e-28
YP_002271476.1, LI-Lam, 3.1000000000000002e-27
YP_002273507.1, U_LI-Bact, 0.11
YP_002284906.1, U_LI-Bact, 0.0067
YP_002291886.1, U_LI-Bact, 2.1e-34
YP_002292727.1, LI-Lam, 0.0
YP_002292920.1, U_LI-Bact, 1.2e-33
YP_002293324.1, U_LI-Bact, 8.7e-34
YP_002295554.1, U_LI-Bact, 0.046
YP_002299278.1, LI-HK97, 0.02
YP_002304099.1, U_LI-Bact, 6.2
YP_002304147.1, U_LI-Bact, 1.9
YP_002304902.1, U_LI-Bact, 1.9
YP_002304952.1, U_LI-Bact, 6.2
YP_002314207.1, U_LI-Bact, 9.4
YP_002316904.1, U_LI-Bact, 0.74
YP_002328282.1, LI-Lam, 1.7000000000000002e-32
YP_002328597.1, LI-Lam, 5.1e-33
YP_002328805.1, LI-Lam, 3.5e-34
YP_002328975.1, LI-Lam, 1.4000000000000002e-27
YP_002331754.1, U_LI-Bact, 0.073
YP_002332359.1, LI-MP22, 1.1000000000000001e-29
YP_002332472.1, LI-MP22, 1.1000000000000001e-29
YP_002336862.1, U_LI-Bact, 1.4
YP_002344895.1, U_LI-Bact, 0.27
YP_002347107.1, LI-Lam, 0.0
YP_002353542.1, LI-HK97, 0.33
YP_002356243.1, U_LI-Bact, 5.4
YP_002358491.1, LI-Lam, 0.0
YP_002358541.1, LI-Lam, 2.1e-16
YP_002361742.1, U_LI-Bact, 0.62
YP_002365525.1, U_LI-Bact, 0.6
YP_002366062.1, U_LI-Bact, 4.6
YP_002374122.1, U_LI-Bact, 2.4e-30
YP_002374273.1, U_LI-Bact, 0.14
YP_002375923.1, U_LI-Bact, 2.5e-31
YP_002376485.1, U_LI-Bact, 5.3
YP_002377189.1, U_LI-Bact, 0.089
YP_002384816.1, U_LI-Bact, 0.039
YP_002385460.1, LI-Lam, 1.7999999999999998e-34
YP_002386262.1, U_LI-Bact, 8.7e-34
YP_002387004.1, U_LI-Bact, 8.7e-34
YP_002389460.1, U_LI-Bact, 0.033
YP_002390408.1, LI-Lam, 5.2e-28
YP_002390987.1, LI-Lam, 1.8e-33
YP_002391146.1, LI-Lam, 5.2e-30
YP_002393970.1, U_LI-Bact, 0.028
YP_002394508.1, LI-Lam, 6.6999999999999995e-34
YP_002397076.1, LI-Lam, 8.600000000000001e-29
YP_002397457.1, LI-Lam, 5e-28
YP_002397653.1, LI-Lam, 1.5e-28
YP_002398026.1, LI-Lam, 2.9e-28
YP_002398410.1, LI-Lam, 1.5e-28
YP_002400484.1, U_LI-Bact, 0.04
YP_002401905.1, LI-Lam, 1.8e-33
YP_002402167.1, U_LI-Bact, 5.8e-33
YP_002402488.1, LI-Lam, 7.7e-28
YP_002402762.1, LI-Lam, 3.5999999999999997e-34
YP_002405366.1, U_LI-Bact, 0.033
YP_002406558.1, U_LI-Bact, 8.7e-34
YP_002406903.1, LI-Lam, 2.6e-28
YP_002407835.1, LI-Lam, 2.6e-28
YP_002410255.1, U_LI-Bact, 0.033
YP_002410741.1, LI-Lam, 1.1e-34
YP_002411393.1, U_LI-Bact, 8.7e-34
YP_002412110.1, LI-Lam, 2.7e-28
YP_002412182.1, U_LI-Bact, 1.2e-33
YP_002412552.1, LI-Lam, 3.5999999999999997e-34
YP_002415129.1, U_LI-Bact, 0.033
YP_002419465.1, U_LI-Bact, 0.2
YP_002420375.1, LI-Lam, 1.6
YP_002425131.1, LI-HK97, 6.4
YP_002434614.1, U_LI-Bact, 7.4
YP_002437985.1, U_LI-Bact, 1.5
YP_002439196.1, LI-MP22, 1.1000000000000001e-29
YP_002440295.1, LI-MP22, 4.6
YP_002441409.1, U_LI-Bact, 1.1e-08
YP_002444198.1, U_LI-Bact, 1.4
YP_002444722.1, U_LI-Bact, 4.4
YP_002449760.1, U_LI-Bact, 1.4
YP_002460555.1, U_LI-Bact, 1.2
YP_002462304.1, U_LI-Bact, 6e-32
YP_002462511.1, U_LI-Bact, 0.0
YP_002462924.1, U_LI-Bact, 0.53
YP_002471579.1, U_LI-Bact, 3.8
YP_002475191.1, LI-Lam, 0.0
YP_002484015.1, U_LI-Bact, 0.13
YP_002485671.1, U_LI-Bact, 2.4e-32
YP_002488555.1, LI-HK97, 0.066
YP_002489783.1, U_LI-Bact, 4.0
YP_002489907.1, U_LI-Bact, 2.2e-19
YP_002491658.1, U_LI-Bact, 5.0
YP_002492133.1, U_LI-Bact, 8.4e-07
YP_002494043.1, U_LI-Bact, 7.4e-27
YP_002498741.1, LI-Lam, 8.3e-16
YP_002499084.1, LI-Lam, 5.6e-17
YP_002499240.1, LI-Lam, 2.9e-18
YP_002500197.1, LI-Lam, 2.9e-18
YP_002500883.1, LI-Lam, 4.5e-18
YP_002501333.1, LI-Lam, 3.3e-17
YP_002501726.1, LI-HK97, 0.0005
YP_002502067.1, LI-Lam, 1.3e-17
YP_002502557.1, U_LI-Bact, 0.8
YP_002513888.1, U_LI-Bact, 0.0
YP_002517331.1, LI-HK97, 4.4
YP_002521651.1, LI-HK97, 0.05
YP_002522516.1, U_LI-Bact, 2.3000000000000002e-33
YP_002522907.1, U_LI-Bact, 2.6
YP_002528544.1, U_LI-Bact, 1.4
YP_002556074.1, U_LI-Bact, 6.6e-33
YP_002556427.1, LI-Lam, 6.8e-35
YP_002558836.1, U_LI-Bact, 0.028
YP_002569753.1, U_LI-Bact, 0.27
YP_002570505.1, U_LI-Bact, 0.41
YP_002571454.1, U_LI-Bact, 5e-32
YP_002571998.1, U_LI-Bact, 5.2
YP_002572277.1, LI-HK97, 0.13
YP_002573058.1, LI-HK97, 0.72
YP_002606539.1, U_LI-Bact, 0.075
YP_002636641.1, LI-HK97, 7.6
YP_002638244.1, LI-Lam, 5.4000000000000005e-27
YP_002639500.1, LI-HK97, 2.6
YP_002643949.1, U_LI-Bact, 6.4
YP_002644427.1, U_LI-Bact, 1.8e-35
YP_002646178.1, U_LI-Bact, 6.3e-05
YP_002646433.1, U_LI-Bact, 0.23
YP_002650488.1, LI-MP22, 9.1
YP_002720061.1, LI-Lam, 2.7e-19
YP_002726997.1, LI-MP22, 1.5
YP_002728075.1, U_LI-Bact, 0.0082
YP_002728479.1, U_LI-Bact, 1e-36
YP_002729950.1, U_LI-Bact, 0.011
YP_002730018.1, U_LI-Bact, 3.5e-36
YP_002748087.1, U_LI-Bact, 1.4
YP_002753477.1, LI-HK97, 8.8
YP_002755014.1, U_LI-Bact, 0.00061
YP_002755906.1, U_LI-Bact, 2.0000000000000002e-29
YP_002756385.1, U_LI-Bact, 6e-25
YP_002763157.1, U_LI-Bact, 7.2e-07
YP_002767198.1, LI-Lam, 7.1
YP_002772585.1, LI-HK97, 2.9
YP_002773672.1, U_LI-Bact, 0.82
YP_002778338.1, U_LI-Bact, 2.9e-36
YP_002779307.1, U_LI-Bact, 4.4e-20
YP_002794046.1, U_LI-Bact, 3.5
YP_002795750.1, LI-Lam, 0.00015
YP_002797508.1, U_LI-Bact, 3.8e-18
YP_002800764.1, LI-HK97, 1.3
YP_002805521.1, U_LI-Bact, 1.0
YP_002816406.1, U_LI-Bact, 1.4
YP_002833665.1, U_LI-Bact, 0.73
YP_002864010.1, U_LI-Bact, 0.55
YP_002865326.1, U_LI-Bact, 1.4
YP_002872470.1, LI-Lam, 0.0
YP_002874145.1, U_LI-Bact, 0.033
YP_002875264.1, U_LI-Bact, 9.9
YP_002890026.1, U_LI-Bact, 0.0
YP_002892289.1, U_LI-Bact, 6.7
YP_002906980.1, LI-HK97, 0.046
YP_002922634.1, LI-HK97, 0.3
YP_002924941.1, U_LI-Bact, 4.1
YP_002928844.1, U_LI-Bact, 0.032
YP_002928932.1, LI-Lam, 0.0
YP_002930102.1, U_LI-Bact, 1.1
YP_002936802.1, U_LI-Bact, 0.61
YP_002956880.1, LI-HK97, 0.24
YP_002957429.1, LI-Lam, 7.2
YP_002961649.1, U_LI-Bact, 0.17
YP_002972709.1, LI-MP22, 2.9
YP_002972712.1, LI-MP22, 3.1
YP_002972715.1, LI-MP22, 2.9
YP_002989295.1, U_LI-Bact, 2.5
YP_002991842.1, U_LI-Bact, 1.2
YP_002998589.1, U_LI-Bact, 1.4000000000000001e-33
YP_003001553.1, U_LI-Bact, 0.046
YP_003007012.1, LI-Lam, 0.0
YP_003022632.1, LI-HK97, 3.0
YP_003030788.1, U_LI-Bact, 6.3e-05
YP_003032618.1, U_LI-Bact, 1.8e-35
YP_003033111.1, U_LI-Bact, 6.4
YP_003033369.1, U_LI-Bact, 0.23
YP_003037059.1, LI-Lam, 0.0
YP_003038210.1, U_LI-Bact, 0.046
YP_003039229.1, U_LI-Bact, 3.6
YP_003047041.1, U_LI-Bact, 0.046
YP_003049236.1, U_LI-Bact, 8.9e-07
YP_003049734.1, U_LI-Bact, 1.4
YP_003052547.1, LI-HK97, 6.4
YP_003053406.1, U_LI-Bact, 1.4000000000000001e-33
YP_003056431.1, U_LI-Bact, 0.046
YP_003057330.1, U_LI-Bact, 0.18
YP_003066287.1, U_LI-Bact, 0.24
YP_003072118.1, U_LI-Bact, 5.1e-07
YP_003075198.1, U_LI-Bact, 3.1
YP_003076795.1, LI-Lam, 1.1e-32
YP_003077058.1, LI-Lam, 0.0
YP_003077395.1, LI-HK97, 0.012
YP_003077469.1, LI-Lam, 0.0
YP_003077608.1, LI-Lam, 0.0
YP_003077673.1, LI-Lam, 3.1000000000000002e-27
YP_003077936.1, LI-Lam, 4.2e-28
YP_003078471.1, LI-Lam, 5.1e-28
YP_003078566.1, LI-Lam, 3.1e-28
YP_003078799.1, LI-Lam, 7.7e-28
YP_003083010.1, LI-Lam, 9.3e-34
YP_003088541.1, LI-MP22, 2.3
YP_003090194.1, LI-Lam, 0.0
YP_003096755.1, LI-MP22, 3.9
YP_003098222.1, LI-HK97, 2.1
YP_003098283.1, U_LI-Bact, 7.1
YP_003098812.1, U_LI-Bact, 8.4e-37
YP_003108821.1, U_LI-Bact, 5.9
YP_003109759.1, LI-HK97, 0.053
YP_003110434.1, U_LI-Bact, 6.3e-28
YP_003116697.1, LI-HK97, 10.0
YP_003118226.1, U_LI-Bact, 1.6000000000000002e-35
YP_003118788.1, U_LI-Bact, 3.3e-35
YP_003120319.1, LI-HK97, 4.0
YP_003134722.1, U_LI-Bact, 1.1999999999999998e-38
YP_003135208.1, U_LI-Bact, 0.97
YP_003135254.1, U_LI-Bact, 0.21
YP_003139697.1, U_LI-Bact, 2.4e-30
YP_003139850.1, U_LI-Bact, 0.14
YP_003144822.1, U_LI-Bact, 3.9e-06
YP_003154299.1, U_LI-Bact, 3.5
YP_003159327.1, U_LI-Bact, 1.1
YP_003166210.1, LI-HK97, 2.4
YP_003168412.1, U_LI-Bact, 4.5e-16
YP_003182103.1, LI-HK97, 0.64
YP_003185160.1, U_LI-Bact, 8.4
YP_003197053.1, U_LI-Bact, 0.16
YP_003197596.1, LI-HK97, 3.3
YP_003199180.1, U_LI-Bact, 0.56
YP_003199449.1, U_LI-Bact, 0.00016
YP_003201076.1, U_LI-Bact, 2.7000000000000003e-35
YP_003204147.1, LI-HK97, 0.012
YP_003205924.1, U_LI-Bact, 1.3e-25
YP_003205940.1, U_LI-Bact, 1.1e-33
YP_003206120.1, U_LI-Bact, 0.00058
YP_003207440.1, U_LI-Bact, 0.89
YP_003207670.1, U_LI-Bact, 4.7e-05
YP_003210124.1, LI-Lam, 0.0
YP_003220555.1, LI-Lam, 3.5999999999999997e-34
YP_003220784.1, LI-Lam, 7.8e-32
YP_003221194.1, LI-Lam, 2.9e-28
YP_003221375.1, LI-Lam, 2e-28
YP_003221999.1, LI-Lam, 7.400000000000001e-35
YP_003222156.1, LI-Lam, 7.5e-28
YP_003222223.1, LI-Lam, 2.9e-28
YP_003222294.1, LI-Lam, 7.5e-28
YP_003224569.1, U_LI-Bact, 0.033
YP_003225036.1, LI-Lam, 2.9e-28
YP_003227695.1, U_LI-Bact, 7.7e-34
YP_003227943.1, LI-Lam, 1e-28
