Prot RefSeq, Name, E Value
YP_001681397.1, TC-HK97, 7.4e-10
YP_001681484.1, TC-HK97, 0.0
YP_001685115.1, TC-HK97, 0.0
YP_001686808.1, TC-HK97, 0.0
YP_001692353.1, TC-ListeriaB025, 9.5
YP_001693480.1, TC-HK97, 0.0
YP_001693532.1, TC-BCJA1C, 0.0
YP_001699369.1, TC-Lam, 9.3
YP_001706556.1, TC-HK97, 0.0
YP_001707166.1, TC-HK97, 3.64e-44
YP_001707971.1, TC-Mu, 1.8999999999999998e-34
YP_001712534.1, TC-Mu, 4.3000000000000004e-32
YP_001714517.1, TC-HK97, 0.0
YP_001718734.1, TC-Mu, 4.1000000000000005e-31
YP_001719657.1, TC-Mu, 0.023
YP_001719981.1, TC-HK97, 0.86
YP_001721067.1, TC-Mu, 2.1000000000000002e-32
YP_001721674.1, TC-Mu, 0.53
YP_001725722.1, TC-Mu, 1e-31
YP_001728322.1, TC-HK97, 8.9e-10
YP_001742063.1, TC-Phi297, 2.94e-44
YP_001743254.1, TC-HK97, 1.8e-20
YP_001746280.1, TC-Mu, 1.4000000000000002e-31
YP_001748217.1, TC-HK97, 0.0
YP_001750787.1, TC-HK97, 2.1e-09
YP_001755303.1, TC-Lam, 0.057
YP_001755595.1, TC-ShewanellaB, 5.4
YP_001760880.1, TC-HK97, 1.7
YP_001773098.1, TC-TPSY, 9.5
YP_001781736.1, TC-BCJA1C, 0.00052
YP_001782116.1, TC-ListeriaB025, 0.0
YP_001782670.1, TC-Adjutor, 7.7e-07
YP_001784007.1, TC-Adjutor, 3.3e-17
YP_001784253.1, TC-Mu, 7.099999999999999e-23
YP_001784487.1, TC-Mu, 0.0
YP_001786837.1, TC-HK97, 6.3e-06
YP_001787267.1, TC-BCJA1C, 0.0069
YP_001788353.1, TC-Adjutor, 3.3e-06
YP_001790461.1, TC-Phi297, 7.7
YP_001791277.1, TC-Mu, 2.5e-05
YP_001792192.1, TC-HK97, 0.0
YP_001797340.1, TC-Mu, 0.79
YP_001813875.1, TC-JCL103, 9.5
YP_001820067.1, TC-ShewanellaB, 4.5
YP_001825744.1, TC-HK97, 2.7
YP_001828665.1, TC-JCL103, 0.14
YP_001841789.1, TC-HK97, 0.00015
YP_001842053.1, TC-HK97, 0.0
YP_001843291.1, TC-HK97, 0.0026
YP_001845706.1, TC-HK97, 0.0
YP_001847390.1, TC-HK97, 0.0
YP_001852159.1, TC-Adjutor, 0.00041
YP_001871677.1, TC-Mu, 0.53
YP_001872310.1, TC-Mu, 2.1000000000000002e-32
YP_001873990.1, TC-Mu, 0.0019
YP_001879578.1, TC-Lam, 0.46
YP_001879617.1, TC-HK97, 1e-17
YP_001879926.1, TC-Lam, 0.015
YP_001880069.1, TC-Lam, 0.029
YP_001880489.1, TC-Mu, 3e-18
YP_001885150.1, TC-HK97, 5.6e-07
YP_001886103.1, TC-HK97, 0.00063
YP_001886443.1, TC-ListeriaB025, 0.0
YP_001886919.1, TC-Adjutor, 7.599999999999999e-24
YP_001906525.1, TC-Mu, 5.7e-31
YP_001911264.1, TC-ListeriaB025, 5.5
YP_001914559.1, TC-Mu, 1.8000000000000002e-29
YP_001921107.1, TC-Lam, 2.7e-17
YP_001921494.1, TC-ListeriaB025, 0.0
YP_001924580.1, TC-Lam, 0.8
YP_001925371.1, TC-HK97, 1.7e-10
YP_001936112.1, TC-Adjutor, 8.6e-09
YP_001939348.1, TC-BCereusAH820, 0.29
YP_001948077.1, TC-Mu, 6.4000000000000005e-27
YP_001949017.1, TC-HK97, 7.299999999999999e-23
YP_001949849.1, TC-HK97, 0.0
YP_001968288.1, TC-Lam, 2.6e-05
YP_001968608.1, TC-HK97, 8.4e-06
YP_001970230.1, TC-Mu, 8.400000000000001e-29
YP_001971688.1, TC-Lam, 5.5e-07
YP_001974368.1, TC-BCJA1C, 1.3e-39
YP_001976666.1, TC-HK97, 7.3e-41
YP_001986934.1, TC-Adjutor, 3.1e-06
YP_001987059.1, TC-Adjutor, 3.6e-06
YP_001987276.1, TC-HK97, 2.3e-06
YP_001989715.1, TC-Mu, 5.8e-09
YP_001992329.1, TC-Mu, 0.0
YP_001992961.1, TC-HK97, 0.0
YP_001994478.1, TC-Che12, 3.6e-08
YP_001994567.1, TC-Che12, 3.6e-08
YP_001994660.1, TC-Che12, 3.6e-08
YP_001994751.1, TC-Che12, 3.6e-08
YP_001994840.1, TC-Che12, 4.6e-07
YP_002002059.1, TC-HK97, 0.0022
YP_002003381.1, TC-Adjutor, 3.2e-05
YP_002003860.1, TC-Adjutor, 0.0025
YP_002014226.1, TC-Che12, 5.8e-07
YP_002014635.1, TC-Adjutor, 0.00042
YP_002028880.1, TC-HK97, 0.0
YP_002041976.1, TC-Mu, 6.4
YP_002043311.1, TC-Mu, 5.9e-38
YP_002047229.1, TC-Mu, 7.1
YP_002113610.1, TC-Phi297, 0.0
YP_002113662.1, TC-Lam, 8.7
YP_002115121.1, TC-Sfv, 0.0
YP_002117156.1, TC-Sfv, 0.0
YP_002117570.1, TC-HK97, 1.8e-19
YP_002117677.1, TC-HK97, 0.0
YP_002120901.1, TC-JCL103, 9.6
YP_002131431.1, TC-ShewanellaB, 9.5
YP_002143239.1, TC-Mu, 6e-30
YP_002143282.1, TC-Mu, 7.5
YP_002147585.1, TC-Mu, 0.0072
YP_002147642.1, TC-Mu, 3.9e-31
YP_002150276.1, TC-HK97, 0.0
YP_002150687.1, TC-Lam, 7.9e-17
YP_002151705.1, TC-Mu, 6.599999999999999e-23
YP_002154171.1, TC-HK97, 4.7
YP_002154219.1, TC-HK97, 1.3
YP_002154262.1, TC-HK97, 4.7
YP_002154310.1, TC-HK97, 7.7
YP_002154382.1, TC-BCJA1C, 0.0
YP_002216024.1, TC-Sfv, 0.0
YP_002216715.1, TC-Mu, 7.4e-32
YP_002221450.1, TC-Mu, 0.00031
YP_002223960.1, TC-Che12, 3.6e-08
YP_002241336.1, TC-Adjutor, 5.2e-05
YP_002241434.1, TC-Adjutor, 9.9e-09
YP_002241518.1, TC-Adjutor, 8.6e-09
YP_002241593.1, TC-Che12, 2.8e-06
YP_002241694.1, TC-Che12, 1.1e-06
YP_002241797.1, TC-Che12, 2.9e-06
YP_002241914.1, TC-Adjutor, 9.9e-09
YP_002241994.1, TC-HK97, 0.0021
YP_002242081.1, TC-Adjutor, 6e-06
YP_002244031.1, TC-Sfv, 0.0
YP_002261425.1, TC-HK97, 0.54
YP_002265414.1, TC-phiC2, 5.1
YP_002269425.1, TC-Lam, 0.3
YP_002270007.1, TC-HK97, 1.6e-17
YP_002270082.1, TC-Lam, 0.69
YP_002270228.1, TC-Lam, 0.025
YP_002270292.1, TC-Lam, 2.5e-05
YP_002270562.1, TC-HK97, 1.6e-17
YP_002270614.1, TC-HK97, 1.6e-17
YP_002271203.1, TC-HK97, 2.8e-18
YP_002271340.1, TC-Mu, 6.300000000000001e-32
YP_002271424.1, TC-Lam, 2.8e-05
YP_002271485.1, TC-Lam, 2.5e-05
YP_002281920.1, TC-T1, 3.5999999999999996e-42
YP_002284347.1, TC-HK97, 0.0
YP_002285785.1, TC-Che12, 0.0
YP_002286440.1, TC-Adjutor, 4.1e-10
YP_002287834.1, TC-TPSY, 0.0
YP_002288570.1, TC-Lam, 0.35
YP_002289117.1, TC-HK97, 5.5e-06
YP_002290886.1, TC-Adjutor, 0.0
YP_002291877.1, TC-Lam, 0.52
YP_002292718.1, TC-HK97, 0.0
YP_002292929.1, TC-Lam, 1.0
YP_002293137.1, TC-Mu, 5.4e-18
YP_002293333.1, TC-Lam, 0.27
YP_002293493.1, TC-BCereusAH820, 0.12
YP_002293861.1, TC-Mu, 9e-39
YP_002296338.1, TC-TPSY, 0.0
YP_002297349.1, TC-Mu, 6.3e-18
YP_002314822.1, TC-BCereusAH820, 7.1
YP_002315034.1, TC-HK97, 0.0
YP_002320032.1, TC-HK97, 0.0
YP_002320534.1, TC-T1, 0.0
YP_002326437.1, TC-HK97, 0.0
YP_002328273.1, TC-Lam, 0.076
YP_002328589.1, TC-Lam, 0.53
YP_002328966.1, TC-HK97, 5.2e-18
YP_002329343.1, TC-Mu, 8.5e-18
YP_002330160.1, TC-Mu, 6.8e-16
YP_002332343.1, TC-Mu, 0.0
YP_002332407.1, TC-ListeriaB025, 0.0
YP_002332453.1, TC-Mu, 0.0
YP_002332520.1, TC-HK97, 0.0
YP_002333571.2, TC-HK97, 0.00047
YP_002334763.1, TC-HK97, 5.6
YP_002336668.1, TC-T1, 1.3e-36
YP_002338196.1, TC-ListeriaB025, 2.3e-06
YP_002339936.1, TC-HK97, 8e-05
YP_002343132.1, TC-Adjutor, 0.0
YP_002345800.1, TC-HK97, 4.4
YP_002346176.1, TC-Mu, 0.52
YP_002347092.1, TC-HK97, 0.0
YP_002350328.1, TC-ListeriaB025, 0.0
YP_002351513.1, TC-BCereusAH820, 0.0
YP_002351932.1, TC-BCJA1C, 0.0
YP_002356727.1, TC-ShewanellaB, 0.0
YP_002358502.1, TC-HK97, 0.0
YP_002363320.1, TC-Adjutor, 0.048
YP_002364337.1, TC-HK97, 4.7
YP_002364385.1, TC-HK97, 0.59
YP_002367336.1, TC-HK97, 2.5e-16
YP_002381795.1, TC-Sfv, 0.0
YP_002385451.1, TC-Lam, 0.54
YP_002386252.1, TC-Lam, 0.17
YP_002387012.1, TC-Lam, 0.17
YP_002390399.1, TC-Lam, 2.8
YP_002390978.1, TC-Lam, 2.8
YP_002391137.1, TC-Lam, 0.029
YP_002391896.1, TC-Mu, 1.9000000000000002e-31
YP_002392468.1, TC-Mu, 1.7e-31
YP_002392521.1, TC-Sfv, 0.0
YP_002394499.1, TC-Lam, 1.6
YP_002396907.1, TC-Mu, 3.5e-21
YP_002397066.1, TC-Lam, 0.074
YP_002397447.1, TC-HK97, 3.3e-18
YP_002397667.1, TC-HK97, 2.9e-18
YP_002398036.1, TC-Lam, 0.67
YP_002398424.1, TC-HK97, 2.9e-18
YP_002398965.1, TC-Mu, 9.6e-33
YP_002401896.1, TC-Lam, 0.52
YP_002402158.1, TC-Lam, 0.00068
YP_002402479.1, TC-Lam, 0.16
YP_002402771.1, TC-Lam, 0.43
YP_002403170.1, TC-Mu, 5.7e-17
YP_002406549.1, TC-Lam, 0.1
YP_002407787.1, TC-Mu, 4.5e-32
YP_002407844.1, TC-Lam, 0.043
YP_002407928.1, TC-Mu, 0.0
YP_002410732.1, TC-Lam, 0.43
YP_002411384.1, TC-Lam, 0.12
YP_002411651.1, TC-Sfv, 0.0
YP_002411734.1, TC-Mu, 0.31
YP_002412100.1, TC-Lam, 0.055
YP_002412173.1, TC-Lam, 0.23
YP_002412561.1, TC-Lam, 0.68
YP_002413031.1, TC-Mu, 3.9e-05
YP_002418836.1, TC-HK97, 4.7
YP_002419154.1, TC-TPSY, 0.0
YP_002420385.1, TC-T1, 1.5e-07
YP_002432711.1, TC-Mu, 0.0041
YP_002435156.1, TC-Mu, 4.4e-16
YP_002435707.1, TC-Mu, 2.6e-17
YP_002435901.1, TC-phiC2, 3.2
YP_002436066.1, TC-Che12, 0.0
YP_002438419.1, TC-Lam, 0.0
YP_002438953.1, TC-Lam, 0.0
YP_002440149.1, TC-HK97, 0.0
YP_002446023.1, TC-T1, 1.2e-36
YP_002446324.1, TC-Bthuringiensis, 0.0
YP_002447327.1, TC-T1, 7.199999999999999e-40
YP_002449565.1, TC-BCereusAH820, 7.000000000000001e-26
YP_002453328.1, TC-HK97, 0.00019
YP_002455795.1, TC-HK97, 0.00015
YP_002455959.1, TC-HK97, 4.7
YP_002457951.1, TC-HK97, 0.0
YP_002463903.1, TC-phiC2, 7.9
YP_002470579.1, TC-HK97, 9.0
YP_002472191.1, TC-Adjutor, 0.0
YP_002472801.1, TC-HK97, 1.1e-09
YP_002473354.1, TC-Adjutor, 3.4e-25
YP_002475148.1, TC-Mu, 1e-36
YP_002475204.1, TC-Lam, 0.018
YP_002475463.1, TC-Mu, 0.0
YP_002478838.1, TC-Mu, 0.019
YP_002480025.1, TC-Adjutor, 6.3
YP_002495940.1, TC-Lam, 4.0
YP_002497293.1, TC-JCL103, 6.4e-10
YP_002497723.1, TC-Lam, 1.4000000000000002e-21
YP_002497873.1, TC-HK97, 0.0
YP_002498756.1, TC-T1, 0.0
YP_002499070.1, TC-TPSY, 0.0
YP_002499254.1, TC-T1, 5.8e-09
YP_002499467.1, TC-HK97, 0.0
YP_002500210.1, TC-T1, 5.5e-09
YP_002500899.1, TC-TPSY, 0.0
YP_002501344.1, TC-HK97, 6.4e-17
YP_002502055.1, TC-T1, 2e-16
YP_002502364.1, TC-HK97, 4.8e-08
YP_002507104.1, TC-HK97, 0.0
YP_002507227.1, TC-JCL103, 0.00016
YP_002507312.1, TC-IEBH, 0.0
YP_002507556.1, TC-IEBH, 0.0
YP_002511440.1, TC-BCJA1C, 0.0
YP_002512520.1, TC-Mu, 5.9e-16
YP_002513709.1, TC-Mu, 3.4e-10
YP_002536515.1, TC-ShewanellaB, 6.0
YP_002554629.1, TC-TPSY, 3.4e-08
YP_002556065.1, TC-Lam, 0.5
YP_002556436.1, TC-Lam, 0.15
YP_002557469.1, TC-Mu, 1.3000000000000001e-32
YP_002560331.1, TC-HK97, 4.9e-05
YP_002560372.1, TC-HK97, 0.033
YP_002560924.1, TC-ListeriaB025, 2.1e-10
YP_002564124.1, U_TC_Fam7, 2.8e-06
YP_002568861.1, TC-phiC2, 4.8
YP_002572162.1, U_TC_Fam7, 8.3
YP_002575438.1, TC-BCJA1C, 0.0032
YP_002633598.1, TC-ListeriaB025, 0.0
YP_002648771.1, TC-HK97, 0.74
YP_002649052.1, TC-Sfv, 0.0
YP_002720070.1, TC-HK97, 2.4e-36
YP_002727120.1, TC-Lam, 5.4
YP_002727258.1, TC-Lam, 0.029
YP_002727514.1, TC-Lam, 5.4
YP_002727884.1, TC-ListeriaB025, 5.2e-10
YP_002731536.1, TC-T1, 1.5e-08
YP_002736875.1, TC-HK97, 7.2e-05
YP_002737303.1, TC-Che12, 1.1e-26
YP_002743687.1, TC-Phi297, 1.3
YP_002745593.1, TC-BCJA1C, 8.600000000000001e-43
YP_002746165.1, TC-HK97, 2.2e-06
YP_002746981.1, TC-Adjutor, 1.2e-09
YP_002747268.1, TC-Che12, 0.0
YP_002749198.1, TC-T1, 4.7e-37
YP_002761751.1, TC-Lam, 0.0
YP_002765965.1, TC-Adjutor, 7.4e-06
YP_002770846.1, TC-Mu, 2.7
YP_002772402.1, TC-HK97, 0.02
YP_002773015.1, TC-HK97, 2.7e-20
YP_002774854.1, TC-HK97, 0.02
YP_002794411.1, TC-Mu, 1e-26
YP_002795658.1, TC-Lam, 0.0
YP_002795761.1, TC-HK97, 0.0
YP_002796584.1, TC-Mu, 4.0000000000000003e-29
YP_002800869.1, TC-Mu, 8.5e-32
YP_002800967.1, TC-BCereusAH820, 2.5
YP_002804224.1, TC-HK97, 1.1e-05
YP_002804673.1, TC-Adjutor, 0.0
YP_002804805.1, TC-Che12, 0.0033
YP_002805066.1, TC-HK97, 3.6e-06
YP_002805555.1, TC-Adjutor, 4.9e-07
YP_002813153.1, TC-ListeriaB025, 2.3e-06
YP_002813460.1, TC-HK97, 1.8e-31
YP_002816665.1, TC-HK97, 1.8000000000000002e-29
YP_002835448.1, TC-HK97, 0.021
YP_002835511.1, TC-HK97, 7.5
YP_002854359.1, TC-Mu, 6.9
YP_002854584.1, TC-ListeriaB025, 7.6
YP_002862197.1, TC-HK97, 5.1
YP_002862607.1, TC-Che12, 0.01
YP_002862695.1, TC-phiC2, 3.5
YP_002863286.1, TC-Adjutor, 0.0
YP_002864043.1, TC-Adjutor, 3.5e-06
YP_002865078.1, TC-HK97, 1.8000000000000002e-29
YP_002867897.1, TC-HK97, 1.8e-31
YP_002868181.1, TC-HK97, 2.3e-06
YP_002872456.1, TC-Phi297, 0.0
YP_002884415.1, TC-phiC2, 4.6e-19
YP_002891956.1, TC-Mu, 3.1e-10
YP_002922624.1, TC-JCL103, 1.1e-10
YP_002923277.1, TC-ListeriaB025, 2.5
YP_002924903.1, TC-Mu, 1.1e-07
YP_002925105.1, TC-BCJA1C, 5.899999999999999e-34
YP_002925173.1, TC-Che12, 1.8e-26
YP_002928923.1, TC-Lam, 0.7
YP_002933670.1, TC-Mu, 0.00046
YP_002934512.1, TC-Mu, 3.6000000000000006e-27
YP_002937188.1, TC-BCJA1C, 1.4e-05
YP_002937978.1, TC-HK97, 0.0005
YP_002971383.1, TC-Lam, 0.16
YP_002971875.1, TC-Lam, 0.16
YP_002989398.1, TC-Mu, 1.7e-25
YP_002995466.1, TC-HK97, 0.0019
YP_002998580.1, TC-Lam, 0.7
YP_002998682.1, TC-Mu, 1.9999999999999998e-30
YP_003007001.1, TC-HK97, 6.3999999999999995e-24
YP_003007371.1, TC-ShewanellaB, 1.3
YP_003010305.1, TC-HK97, 1.1e-05
YP_003018217.1, TC-Mu, 9.8e-17
YP_003018741.1, TC-Mu, 5.500000000000001e-35
YP_003033434.1, TC-HK97, 3.1
YP_003036966.1, TC-Mu, 1.9999999999999998e-30
YP_003037068.1, TC-Lam, 0.7
YP_003043113.1, TC-Mu, 9.7e-24
YP_003044057.1, TC-Mu, 1.9999999999999998e-30
YP_003051394.1, TC-HK97, 0.0
YP_003051646.1, TC-ShewanellaB, 0.54
YP_003053397.1, TC-Lam, 0.7
YP_003053505.1, TC-Mu, 1.9999999999999998e-30
YP_003062093.1, TC-ListeriaB025, 0.0
YP_003062575.1, TC-HK97, 4.8e-08
YP_003066110.1, TC-Lam, 0.062
YP_003076786.1, TC-Lam, 0.3
YP_003077383.1, TC-HK97, 1.6e-17
YP_003077599.1, TC-Lam, 0.025
YP_003077664.1, TC-Lam, 2.5e-05
YP_003077945.1, TC-HK97, 1.6e-17
YP_003077995.1, TC-HK97, 1.6e-17
YP_003078577.1, TC-HK97, 2.8e-18
YP_003078720.1, TC-Mu, 6.300000000000001e-32
YP_003078808.1, TC-Lam, 5.8e-06
YP_003089868.1, TC-HK97, 1.6
YP_003090184.1, TC-HK97, 7.6e-22
YP_003101392.1, TC-BCereusAH820, 4.2
YP_003103292.1, TC-Che12, 0.0024
YP_003123559.1, TC-JCL103, 0.0
YP_003125044.1, TC-Phi297, 1.1
YP_003145090.1, TC-HK97, 0.92
YP_003150680.1, TC-BCJA1C, 0.0
YP_003152970.1, TC-Adjutor, 5.5
YP_003159522.1, TC-Sfv, 5.2
YP_003162112.1, TC-HK97, 0.036
YP_003169684.1, TC-HK97, 1.6e-29
YP_003170878.1, TC-HK97, 2.5e-07
YP_003171276.1, TC-HK97, 0.0
YP_003173570.1, TC-HK97, 0.0
YP_003182971.1, TC-BCJA1C, 2.8e-07
YP_003188506.1, TC-T1, 0.006
YP_003188742.1, TC-ShewanellaB, 2.8
YP_003190541.1, TC-T1, 4.4
YP_003193528.1, TC-Adjutor, 3.1999999999999996e-42
YP_003209543.1, TC-Phi297, 0.0
YP_003210114.1, TC-HK97, 5.1999999999999994e-23
YP_003211593.1, TC-Mu, 2.7e-41
YP_003214215.1, U_TC_Fam5, 9.7
YP_003217661.1, U_TC_Fam5, 9.7
YP_003220547.1, TC-Lam, 0.7
YP_003220775.1, TC-Lam, 0.074
YP_003221185.1, TC-HK97, 2.8e-18
YP_003221366.1, TC-Lam, 5.8e-06
YP_003221824.1, TC-Mu, 5.2e-18
YP_003222008.1, TC-Lam, 0.031
YP_003222165.1, TC-Lam, 0.12
YP_003222232.1, TC-HK97, 2.8e-18
YP_003222303.1, TC-Lam, 0.12
YP_003225027.1, TC-HK97, 2.8e-18
YP_003227686.1, TC-Lam, 0.35
YP_003228204.1, TC-Lam, 0.57
YP_003228275.1, TC-HK97, 2.8e-18
YP_003228548.1, TC-HK97, 2.8e-18
YP_003228661.1, TC-HK97, 2.8e-18
YP_003228980.1, TC-Lam, 0.57
YP_003229169.1, TC-Lam, 1.5
YP_003229226.1, TC-Lam, 0.025
