Prot RefSeq, Name, E Value
YP_001168287.1, TG_Fam2, 1.3e-10
YP_001176952.1, U_Phage_TAC_1, 0.0
YP_001177309.1, FluMu_gp41, 0.0
YP_001178190.1, FluMu_gp41, 3.3e-07
YP_001183539.1, TG_Fam1, 3.2
YP_001188967.1, TG_Fam1, 5.7
YP_001189416.1, TG_Fam1, 1.9
YP_001192509.1, TG_Fam5, 4.3
YP_001194462.1, TH_Fam3, 8.0
YP_001195365.1, TG_Fam11, 1.1
YP_001198739.1, XkdN, 2.7
YP_001200946.1, XkdN, 2.7
YP_001206355.1, TG_Fam1, 6.8e-22
YP_001210233.1, TG_Fam9, 0.051
YP_001212729.1, TIGR02216, 0.0021
YP_001212730.1, DUF3356, 0.0
YP_001213147.1, DUF1268, 2.5
YP_001214566.1, TG_Fam1, 5.1
YP_001219061.1, U_TG_Cr, 4.7
YP_001221362.1, TG_Fam1, 0.99
YP_001222517.1, TIGR02216, 4.9
YP_001224904.1, TG_Fam7, 2.2
YP_001229647.1, TG_Fam1, 0.31
YP_001231601.1, TG_Fam1, 0.78
YP_001233166.1, TG_Fam7, 9.5
YP_001240795.1, DUF1789, 4.0
YP_001242399.1, FluMu_gp41, 0.056
YP_001244069.1, TG_Fam1, 1.3
YP_001244595.1, TG_Fam5, 4.0
YP_001245735.1, DUF3647, 4.2e-34
YP_001245937.1, TG_Fam1, 8.1
YP_001246276.1, DUF3647, 2e-25
YP_001246875.1, TG_Fam2, 0.94
YP_001247127.1, DUF2669, 5.4
YP_001247372.1, TH_Fam3, 0.15
YP_001247643.1, TIGR01674, 1.6
YP_001254235.1, XkdN, 1.9e-37
YP_001254832.1, XkdN, 5.1000000000000004e-36
YP_001269414.1, U_Phage_TAC_13, 1.2e-30
YP_001271444.1, DUF3647, 1.6e-19
YP_001271702.1, DUF1268, 0.0049
YP_001272524.1, TIGR01674, 0.0
YP_001275417.1, TG_Fam1, 0.69
YP_001276001.1, TG_Fam4, 6.1e-39
YP_001279339.1, DUF1268, 6.4
YP_001279466.1, TG_Fam9, 8.2
YP_001280140.1, Phage_lambd_GpG, 2.5
YP_001282675.1, DUF2669, 6.5
YP_001283097.1, DUF2376, 6.7
YP_001285368.1, DUF3647, 2e-25
YP_001285532.1, DUF1789, 7.200000000000001e-29
YP_001285533.1, DUF1789, 1.5e-30
YP_001285659.1, DUF2765, 2.9e-33
YP_001285685.1, DUF1789, 0.4
YP_001287338.1, DUF2669, 6.5
YP_001287735.1, DUF2376, 6.7
YP_001290427.1, TG_Fam1, 5.2
YP_001291955.1, TG_Fam1, 5.1
YP_001292284.1, U_TG_Cr, 0.00013
YP_001293356.1, FluMu_gp41, 0.18
YP_001293424.1, TG_Fam2, 0.22
YP_001294536.1, TG_Fam2, 2.4
YP_001305074.1, DUF3356, 5.8
YP_001305888.1, TG_Fam1, 0.27
YP_001306210.1, TG_Fam1, 4.9
YP_001306467.1, XkdN, 0.3
YP_001306537.1, U_TG_Cr, 1.0
YP_001308064.1, DUF3647, 0.24
YP_001308779.1, XkdN, 1.1e-30
YP_001308787.1, DUF3647, 0.62
YP_001309795.1, TG_Fam4, 7.1
YP_001309913.1, Phage_Gp14, 2.4
YP_001310478.1, XkdN, 2.9e-28
YP_001311744.1, DUF2765, 1.6
YP_001312051.1, U_TG_Cr, 4.7
YP_001315511.1, DUF3647, 4.2e-34
YP_001315716.1, TG_Fam1, 8.1
YP_001316060.1, DUF3647, 2e-25
YP_001316670.1, TG_Fam2, 0.94
YP_001316926.1, DUF2669, 5.4
YP_001317165.1, TH_Fam3, 0.15
YP_001317440.1, TIGR01674, 1.6
YP_001320235.1, XkdN, 2.4e-25
YP_001320377.1, XkdN, 2.7000000000000004e-32
YP_001321762.1, TG_Fam8, 0.0
YP_001327008.1, DUF3356, 6.4e-26
YP_001327319.1, TG_Fam7, 0.0054
YP_001331334.1, DUF3647, 5e-33
YP_001332060.1, DUF3647, 2e-25
YP_001332390.1, TG_Fam2, 0.94
YP_001332633.1, DUF2669, 5.4
YP_001332816.1, DUF3647, 7.6e-25
YP_001332923.1, TH_Fam3, 0.15
YP_001333196.1, TIGR01674, 1.6
YP_001334919.1, DUF3356, 8.7
YP_001335134.1, TG_Fam1, 8.3
YP_001337106.1, FluMu_gp41, 0.0
YP_001339445.1, DUF2765, 5.4e-23
YP_001344541.1, U_Phage_TAC_14, 3.7
YP_001344693.1, TG_Fam1, 2.0
YP_001346086.1, DUF2765, 3.9000000000000004e-27
YP_001346162.1, FluMu_gp41, 3.3e-16
YP_001346173.1, U_Phage_TAC_13, 6.8e-18
YP_001347782.1, DUF1789, 1.1999999999999999e-39
YP_001350401.1, DUF2765, 3.9000000000000004e-27
YP_001356617.1, DUF3647, 3.8
YP_001357114.1, TG_Fam1, 0.98
YP_001357200.1, Phage_Gp14, 2.9
YP_001358962.1, Phage_Gp14, 7.6
YP_001362711.1, TIGR02216, 6.4
YP_001364863.1, FluMu_gp41, 1.9
YP_001366426.1, TG_Fam1, 2.5
YP_001373689.1, DUF2669, 6.9
YP_001376457.1, TG_Fam6, 3.2
YP_001376877.1, TG_Fam8, 9.3
YP_001376964.1, U_Phage_TAC_14, 5.6
YP_001377498.1, TIGR02216, 3.1
YP_001379703.1, TG_Fam1, 9.2
YP_001384743.1, DUF3356, 8.7
YP_001391647.1, XkdN, 7.8e-39
YP_001392473.1, TH_Fam3, 0.38
YP_001393599.1, U_TG_Cr, 3.5
YP_001395242.1, XkdN, 3.6e-33
YP_001395333.1, XkdN, 3.7e-34
YP_001396006.1, XkdN, 2.4
YP_001396016.1, TG_Fam8, 0.0
YP_001396581.1, TG_Fam5, 1.9
YP_001396630.1, XkdN, 7.400000000000001e-35
YP_001397351.1, DUF2765, 7.1
YP_001408548.1, DUF3647, 5.2
YP_001410360.1, TG_Fam1, 6.6
YP_001410801.1, TG_Fam6, 1.5
YP_001412193.1, DUF3356, 2e-26
YP_001412194.1, TIGR02216, 0.0
YP_001418049.1, DUF3356, 1.1e-24
YP_001418050.1, TIGR02216, 0.0
YP_001418598.1, TG_Fam7, 1.1e-05
YP_001419366.1, FluMu_gp41, 0.18
YP_001419914.1, TG_Fam1, 5.1
YP_001421820.1, XkdN, 5.1
YP_001421915.1, DUF3647, 1.2
YP_001422645.1, DUF3647, 5.1
YP_001423805.1, XkdN, 4.4
YP_001430546.1, TIGR02216, 1.6
YP_001431645.1, FluMu_gp41, 7.1
YP_001431980.1, TG_Fam1, 6.9
YP_001432776.1, TG_Fam1, 0.79
YP_001432910.1, TG_Fam4, 6.6e-39
YP_001433045.1, DUF2376, 5.8
YP_001433538.1, TG_Fam1, 1.9
YP_001436863.1, TG_Fam1, 1.8
YP_001437140.1, U_Phage_TAC_1, 2.3000000000000003e-43
YP_001439681.1, FluMu_gp41, 5.8
YP_001440405.1, TG_Fam1, 7.1
YP_001441484.1, DUF3647, 7.6e-25
YP_001442024.1, TG_Fam2, 0.94
YP_001442281.1, DUF2669, 5.4
YP_001442532.1, TH_Fam3, 0.15
YP_001442835.1, TIGR01674, 1.6
YP_001449302.1, U_Phage_TAC_1, 0.0
YP_001449453.1, DUF1268, 1.1
YP_001451876.1, TG_Fam1, 9.5
YP_001452912.1, DUF3356, 4.8
YP_001457681.1, FluMu_gp41, 0.0
YP_001458086.1, DUF3356, 2.8
YP_001458191.1, TG_Fam1, 9.4
YP_001460144.1, TG_Fam1, 7.4
YP_001462560.1, DUF3356, 2.8
YP_001462671.1, TG_Fam1, 9.4
YP_001463279.1, FluMu_gp41, 0.0
YP_001464048.1, U_Phage_TAC_1, 5.5
YP_001464804.1, TG_Fam1, 7.4
YP_001468400.1, Phage_Gp14, 0.0
YP_001468475.1, U_TG_Spo1, 4.5e-43
YP_001468651.1, TH_Fam3, 0.27
YP_001469218.1, DUF3647, 1.3e-24
YP_001470101.1, TG_Fam1, 0.73
YP_001473635.1, TG_Fam1, 7.7
YP_001473856.1, TG_Fam1, 1.2
YP_001477095.1, FluMu_gp41, 6.3e-08
YP_001477313.1, DUF1268, 4.4
YP_001484231.1, TH_Fam3, 5.2
YP_001487974.1, XkdN, 1.9e-39
YP_001489346.1, Phage_Gp14, 5.9
YP_001490572.1, FluMu_gp41, 0.0
YP_001490773.1, TH_Fam3, 0.56
YP_001499396.1, Phage_lambd_GpG, 6.4
YP_001499780.1, FluMu_gp41, 8.4
YP_001502121.1, TG_Fam1, 3.3
YP_001504136.1, U_TG_Spo1, 8.9e-42
YP_001506064.1, TIGR02216, 4.0
YP_001508117.1, TG_Fam4, 1.2e-40
YP_001512528.1, DUF3647, 2.4
YP_001512731.1, FluMu_gp41, 2.3
YP_001514261.1, TG_Fam1, 8.2
YP_001514675.1, TG_Fam4, 1.7e-37
YP_001514676.1, TG_Fam4, 4.9000000000000003e-32
YP_001519970.1, U_TG_Cr, 9.7
YP_001523660.1, DUF2376, 0.00021
YP_001524035.1, DUF3356, 6.099999999999999e-23
YP_001524036.1, TIGR02216, 0.0
YP_001524454.1, TIGR02216, 0.038
YP_001525080.1, FluMu_gp41, 6.8e-05
YP_001530326.1, TG_Fam1, 1.8
YP_001531544.1, DUF3356, 4.3
YP_001533505.1, TIGR02216, 1.4e-17
YP_001533506.1, DUF3356, 1.9000000000000002e-31
YP_001533896.1, TG_Fam1, 1.2e-10
YP_001545343.1, U_Phage_TAC_13, 9.7
YP_001546069.1, TG_Fam1, 1.7
YP_001546082.1, TIGR01674, 6.4
YP_001553104.1, FluMu_gp41, 1.9
YP_001554760.1, TG_Fam1, 2.4
YP_001555319.1, FluMu_gp41, 0.0
YP_001557913.1, XkdN, 7.3e-42
YP_001559569.1, TG_Fam5, 8.4
YP_001560052.1, XkdN, 3.78e-44
YP_001562358.1, TG_Fam2, 2.6e-07
YP_001563613.1, FluMu_gp41, 1.1e-08
YP_001563647.1, FluMu_gp41, 1.1e-08
YP_001564271.1, DUF1789, 0.0
YP_001565102.1, DUF1789, 3.4999999999999996e-42
YP_001566762.1, DUF2376, 7.5
YP_001567795.1, TG_Fam3, 5.6
YP_001570275.1, DUF3356, 6.9
YP_001574433.1, TG_Fam1, 8.1
YP_001575272.1, TG_Fam2, 0.94
YP_001575577.1, DUF2669, 5.4
YP_001575839.1, TH_Fam3, 0.57
YP_001576115.1, TIGR01674, 1.6
YP_001587752.1, DUF3356, 7.4
YP_001588370.1, FluMu_gp41, 0.00058
YP_001591436.1, TH_Fam3, 3.9
YP_001595314.1, TG_Fam1, 3.3e-05
YP_001595455.1, U_TG_Cr, 0.00075
YP_001595890.1, TG_Fam2, 6.7
YP_001597208.1, DUF3356, 0.1
YP_001597436.1, XkdN, 2.6
YP_001597971.1, TG_Fam5, 1.2
YP_001604142.1, DUF3647, 1.6e-33
YP_001605211.1, TG_Fam1, 8.9
YP_001605982.1, FluMu_gp41, 0.0
YP_001606403.1, TG_Fam1, 0.46
YP_001606648.1, DUF1789, 3e-24
YP_001607808.1, TIGR02216, 9.1
YP_001608780.1, FluMu_gp41, 8.3e-17
YP_001608941.1, FluMu_gp41, 8.3e-17
YP_001609589.1, FluMu_gp41, 0.73
YP_001609634.1, FluMu_gp41, 0.73
YP_001609743.1, FluMu_gp41, 0.73
YP_001610080.1, FluMu_gp41, 0.73
YP_001610555.1, FluMu_gp41, 0.73
YP_001612726.1, TG_Fam1, 1.2e-20
YP_001620611.1, TG_Fam3, 0.015
YP_001625496.1, TIGR02216, 6.2
YP_001633038.1, FluMu_gp41, 4.1e-05
YP_001633152.1, DUF2669, 7.8
YP_001633973.1, TG_Fam1, 0.047
YP_001634323.1, FluMu_gp41, 0.041
YP_001634621.1, TG_Fam1, 2.3
YP_001635759.1, TG_Fam1, 1.2e-17
YP_001638895.1, TIGR02216, 7.5e-10
YP_001638896.1, DUF3356, 4.1e-24
YP_001646124.1, U_Phage_TAC_13, 6.8
YP_001646222.1, TG_Fam3, 5.3e-19
YP_001646382.1, TG_Fam3, 1.2e-20
YP_001646788.1, XkdN, 0.58
YP_001647170.1, TG_Fam6, 7.9
YP_001650901.1, DUF2765, 4.1000000000000004e-26
YP_001651707.1, TG_Fam1, 4.3
YP_001652088.1, TIGR02216, 2.5
YP_001654689.1, DUF3647, 9.0
YP_001656952.1, DUF2765, 1.8
YP_001662891.1, TG_Fam8, 0.0
YP_001663304.1, DUF1268, 7.8
YP_001665236.1, DUF1268, 7.8
YP_001667458.1, FluMu_gp41, 0.0
YP_001669634.1, DUF1789, 1.2e-40
YP_001671936.1, DUF1268, 4.6
YP_001673561.1, DUF2765, 6.2e-30
YP_001674238.1, TG_Fam1, 3.2
YP_001677789.1, TH_Fam3, 7.2
YP_001678215.1, U_TG_Cr, 2.5
YP_001681394.1, TG_Fam8, 0.0
YP_001681487.1, TG_Fam8, 0.0
YP_001681502.1, TG_Fam1, 0.36
YP_001683449.1, TG_Fam1, 6.1e-18
YP_001684583.1, TIGR02216, 9.1
YP_001685531.1, TIGR02216, 4e-10
YP_001685532.1, DUF3356, 3e-10
YP_001686758.1, FluMu_gp41, 4.9e-17
YP_001686811.1, DUF3647, 2.5e-26
YP_001691878.1, TG_Fam11, 0.81
