Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_290623.2,U_LI-Bact,U_LI-Bact,5.1,15.6,32,66,0,1,0
Xylella fastidiosa 9a5c,0,0,NC_002488,NP_297814.1,LI-MP22,LI-MP22,0.0000000005,47.2,38,67,1,0,1
Xylella fastidiosa 9a5c,0,0,NC_002488,NP_297814.1,LI-MP22,LI-MP22,0.0000000005,47.2,70,142,0,1,0
Xylella fastidiosa 9a5c,0,0,NC_002488,NP_299396.1,LI-MP22,LI-MP22,0.0000000044,44.2,72,101,1,0,1
Xylella fastidiosa 9a5c,0,0,NC_002488,NP_299396.1,LI-MP22,LI-MP22,0.0000000044,44.2,104,176,0,1,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308868.1,LI-HK97,LI-HK97,3.90E-19,76.6,13,97,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308868.1,LI-Lam,LI-Lam,1.10E-32,121.5,41,209,0,1,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309145.1,LI-HK97,LI-HK97,5.50E-20,79.4,13,97,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309145.1,LI-Lam,LI-Lam,2.00E-28,107.6,41,218,0,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309586.1,LI-HK97,LI-HK97,0,51.6,13,82,0,1,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309674.1,LI-HK97,LI-HK97,8.10E-21,82,13,97,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309674.1,LI-Lam,LI-Lam,2.10E-33,123.9,41,217,0,1,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310014.1,LI-HK97,LI-HK97,9.90E-20,78.5,13,97,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310014.1,LI-Lam,LI-Lam,2.70E-30,113.7,41,217,0,1,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310189.1,LI-HK97,LI-HK97,4.60E-19,76.4,13,97,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310189.1,LI-Lam,LI-Lam,1.30E-27,105,41,218,0,1,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310263.1,LI-HK97,LI-HK97,2.90E-19,77,13,97,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310263.1,LI-Lam,LI-Lam,7.20E-28,105.8,41,215,0,1,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310748.1,LI-HK97,LI-HK97,4.60E-19,76.4,13,97,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310748.1,LI-Lam,LI-Lam,1.30E-27,105,41,218,0,1,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310972.1,LI-HK97,LI-HK97,4.60E-19,76.4,13,97,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310972.1,LI-Lam,LI-Lam,1.30E-27,105,41,218,0,0,0
Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_335318.1,U_LI-Bact,U_LI-Bact,6.4,15.3,11,92,0,0,0
Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_335827.1,U_LI-Bact,U_LI-Bact,1.80E-35,129.3,1,93,0,0,0
Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_337720.1,U_LI-Bact,U_LI-Bact,0.000063,31.4,2,83,0,0,1
Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_337952.1,U_LI-Bact,U_LI-Bact,0.23,19.9,12,84,0,1,0
Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_347928.1,U_LI-Bact,U_LI-Bact,1.7,17.2,15,97,1,0,1
Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_347928.1,U_LI-Bact,U_LI-Bact,1.7,17.2,113,175,0,0,0
Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_389314.1,U_LI-Bact,U_LI-Bact,2.2,16.8,1,77,0,0,1
Caulobacter crescentus CB15,0,0,NC_002696,NP_420688.1,LI-HK97,LI-HK97,4.4,15.6,9,66,0,1,0
Synechocystis sp. PCC 6803,0,0,NC_000911,NP_441456.1,LI-HK97,LI-HK97,9.1,14.6,43,109,1,0,1
Synechocystis sp. PCC 6803,0,0,NC_000911,NP_441456.1,U_LI-Bact,U_LI-Bact,2.80E-31,115.9,19,109,0,1,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459900.1,LI-HK97,LI-HK97,8.00E-18,72.4,13,97,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459900.1,LI-Lam,LI-Lam,2.20E-37,136.8,41,217,0,1,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460022.1,LI-HK97,LI-HK97,2.00E-16,67.9,13,97,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460022.1,LI-Lam,LI-Lam,4.70E-30,113,41,205,0,1,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461526.1,LI-HK97,LI-HK97,9.70E-17,69,13,97,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461526.1,LI-Lam,LI-Lam,7.60E-35,128.5,41,209,0,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_463030.1,LI-HK97,LI-HK97,1,17.6,10,66,0,1,0
Nostoc sp. PCC 7120,0,0,NC_003272,NP_487334.1,LI-HK97,LI-HK97,0.0089,24.2,1,91,1,0,1
Nostoc sp. PCC 7120,0,0,NC_003272,NP_487334.1,U_LI-Bact,U_LI-Bact,2.70E-32,119.1,1,91,0,1,0
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519817.1,LI-HK97,LI-HK97,0,61.8,4,89,1,0,1
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519817.1,LI-Lam,LI-Lam,2.40E-23,91.1,35,200,0,1,0
Burkholderia phage phiE125,Burkholderia thailandensis,neg,NC_003309,NP_536376.1,LI-HK97,LI-HK97,5.20E-21,82.6,4,89,1,0,1
Burkholderia phage phiE125,Burkholderia thailandensis,neg,NC_003309,NP_536376.1,LI-Lam,LI-Lam,0,54.3,37,194,0,0,0
Streptomyces coelicolor A3(2),0,0,NC_003888,NP_627137.1,U_LI-Bact,U_LI-Bact,2.40E-36,132.1,1,92,0,0,0
Streptomyces coelicolor A3(2),0,0,NC_003888,NP_628338.1,U_LI-Bact,U_LI-Bact,0.96,18,2,84,0,0,0
Streptomyces coelicolor A3(2),0,0,NC_003888,NP_628466.1,U_LI-Bact,U_LI-Bact,1.10E-35,130,1,91,0,0,0
Xanthomonas campestris pv. campestris str. ATCC 33913,0,0,NC_003902,NP_638495.1,LI-HK97,LI-HK97,5,15.4,8,66,0,0,1
Xanthomonas campestris pv. campestris str. ATCC 33913,0,0,NC_003902,NP_638659.1,LI-MP22,LI-MP22,2,16.4,3,46,0,1,0
Xanthomonas axonopodis pv. citri str. 306,0,0,NC_003919,NP_643608.1,LI-HK97,LI-HK97,0.044,22,13,66,1,0,1
Xanthomonas axonopodis pv. citri str. 306,0,0,NC_003919,NP_643608.1,U_LI-Bact,U_LI-Bact,4.1,16,12,66,0,1,0
Yersinia pestis KIM10+,0,0,NC_004088,NP_669499.1,LI-HK97,LI-HK97,0,59,8,93,1,0,1
Yersinia pestis KIM10+,0,0,NC_004088,NP_669499.1,LI-Lam,LI-Lam,1.60E-18,75.4,39,206,0,1,0
Thermosynechococcus elongatus BP-1,0,0,NC_004113,NP_680912.1,LI-HK97,LI-HK97,3.9,15.7,73,157,1,0,1
Thermosynechococcus elongatus BP-1,0,0,NC_004113,NP_680912.1,LI-HK97,LI-HK97,3.9,15.7,211,285,0,1,0
Thermosynechococcus elongatus BP-1,0,0,NC_004113,NP_681773.1,LI-HK97,LI-HK97,0.67,18.2,1,91,1,0,1
Thermosynechococcus elongatus BP-1,0,0,NC_004113,NP_681773.1,U_LI-Bact,U_LI-Bact,1.40E-33,123.2,1,91,0,0,1
Thermosynechococcus elongatus BP-1,0,0,NC_004113,NP_682151.1,U_LI-Bact,U_LI-Bact,1.6,17.3,10,87,0,1,0
Shewanella oneidensis MR-1,0,0,NC_004347,NP_718510.1,LI-HK97,LI-HK97,0.000000087,40.3,3,89,1,0,1
Shewanella oneidensis MR-1,0,0,NC_004347,NP_718510.1,LI-Lam,LI-Lam,0,53.5,34,193,0,0,1
Corynebacterium efficiens YS-314,0,0,NC_004369,NP_738545.1,LI-HK97,LI-HK97,0.016,23.4,2,66,0,1,0
Escherichia coli CFT073,0,0,NC_004431,NP_753374.1,LI-HK97,LI-HK97,0,64.4,1,75,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_753374.1,LI-Lam,LI-Lam,3.40E-28,106.9,19,195,0,1,0
Escherichia coli CFT073,0,0,NC_004431,NP_753497.1,LI-HK97,LI-HK97,3.50E-21,83.2,1,84,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_753497.1,LI-Lam,LI-Lam,1.50E-33,124.3,28,204,0,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_755037.1,LI-HK97,LI-HK97,4.60E-21,82.8,1,84,1,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_755037.1,LI-Lam,LI-Lam,3.00E-34,126.6,28,204,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_755037.1,U_LI-Bact,U_LI-Bact,6.2,15.4,11,86,0,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_756802.1,LI-HK97,LI-HK97,0.073,21.3,12,66,1,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_756802.1,U_LI-Bact,U_LI-Bact,7.1,15.2,2,42,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_756802.1,U_LI-Bact,U_LI-Bact,7.1,15.2,33,66,0,0,0
Bradyrhizobium japonicum USDA 110,0,0,NC_004463,NP_769781.1,LI-Lam,LI-Lam,7.2,14.7,144,222,0,0,0
Bradyrhizobium japonicum USDA 110,0,0,NC_004463,NP_773296.1,LI-HK97,LI-HK97,1.1,17.5,13,65,0,0,1
Bradyrhizobium japonicum USDA 110,0,0,NC_004463,NP_774953.1,U_LI-Bact,U_LI-Bact,9.1,14.8,55,111,0,1,0
Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779786.1,LI-MP22,LI-MP22,0.000000019,42.2,39,67,1,0,1
Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779786.1,LI-MP22,LI-MP22,0.000000019,42.2,70,141,0,0,0
Xylella fastidiosa Temecula1,0,0,NC_004556,NP_780061.1,LI-HK97,LI-HK97,8.8,14.6,15,66,0,0,0
Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_790282.1,U_LI-Bact,U_LI-Bact,5.3,15.6,19,66,0,0,0
Coxiella burnetii RSA 493,0,0,NC_002971,NP_819324.2,U_LI-Bact,U_LI-Bact,1.9,17,257,331,0,0,0
Coxiella burnetii RSA 493,0,0,NC_002971,NP_819374.1,U_LI-Bact,U_LI-Bact,6.2,15.4,5,67,0,0,0
Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_825110.1,U_LI-Bact,U_LI-Bact,3.40E-35,128.4,1,91,0,0,1
Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_825217.1,U_LI-Bact,U_LI-Bact,3,16.4,9,84,0,1,0
Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_826340.1,LI-HK97,LI-HK97,5.6,15.2,1,93,1,0,1
Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_826340.1,U_LI-Bact,U_LI-Bact,9.00E-36,130.3,1,95,0,0,1
Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_827270.1,LI-HK97,LI-HK97,3,16.1,6,66,0,1,0
Bacillus cereus ATCC 14579,0,0,NC_004722,NP_830538.1,U_LI-Bact,U_LI-Bact,0.6,18.6,3,33,1,0,1
Bacillus cereus ATCC 14579,0,0,NC_004722,NP_830538.1,U_LI-Bact,U_LI-Bact,0.6,18.6,27,67,0,0,1
Bacillus cereus ATCC 14579,0,0,NC_004722,NP_831062.1,U_LI-Bact,U_LI-Bact,9.1,14.9,90,171,0,1,0
Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836423.1,LI-HK97,LI-HK97,0,50.3,1,64,1,0,1
Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836423.1,LI-Lam,LI-Lam,4.60E-30,113,8,174,0,1,0
Nitrosomonas europaea ATCC 19718,0,0,NC_004757,NP_842348.1,LI-HK97,LI-HK97,0.54,18.5,1,90,1,0,1
Nitrosomonas europaea ATCC 19718,0,0,NC_004757,NP_842348.1,U_LI-Bact,U_LI-Bact,2.50E-33,122.4,1,90,0,0,0
Bacillus anthracis str. Ames,0,0,NC_003997,NP_843256.1,U_LI-Bact,U_LI-Bact,1.4,17.4,3,67,0,0,0
Xanthomonas phage Xp10,Xanthomonas oryzae,neg,NC_004902,NP_858969.1,LI-HK97,LI-HK97,0.011,23.9,7,78,0,0,0
Helicobacter hepaticus ATCC 51449,0,0,NC_004917,NP_859577.1,U_LI-Bact,U_LI-Bact,9.7,14.8,15,74,0,0,0
Helicobacter hepaticus ATCC 51449,0,0,NC_004917,NP_860321.1,U_LI-Bact,U_LI-Bact,3.8,16.1,333,415,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_872757.1,LI-MP22,LI-MP22,1.30E-19,77.9,8,82,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873088.1,LI-MP22,LI-MP22,1.00E-18,75.1,5,83,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873970.1,LI-MP22,LI-MP22,1.00E-18,75.1,5,83,0,0,0
Chromobacterium violaceum ATCC 12472,0,0,NC_005085,NP_899856.1,U_LI-Bact,U_LI-Bact,0.0034,25.8,1,83,0,0,0
Chromobacterium violaceum ATCC 12472,0,0,NC_005085,NP_903437.1,LI-HK97,LI-HK97,1.4,17.2,13,69,0,0,0
Porphyromonas gingivalis W83,0,0,NC_002950,NP_906171.1,LI-HK97,LI-HK97,1,17.6,13,66,0,0,0
Burkholderia phage BcepNazgul,Burkholderia cepacia,neg,NC_005091,NP_918978.1,LI-MP22,LI-MP22,7.50E-34,123.5,3,78,0,0,1
Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_923348.1,LI-HK97,LI-HK97,9.5,14.5,3,68,0,1,0
Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_925007.1,LI-HK97,LI-HK97,0.5,18.6,4,91,1,0,1
Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_925007.1,U_LI-Bact,U_LI-Bact,3.20E-33,122.1,1,91,0,1,0
Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_926359.1,LI-HK97,LI-HK97,8.8,14.6,8,91,1,0,1
Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_926359.1,U_LI-Bact,U_LI-Bact,3.50E-30,112.3,1,92,0,0,0
Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_927312.1,U_LI-Bact,U_LI-Bact,0.67,18.5,13,81,0,0,1
Pseudomonas phage D3112,Pseudomonas aeruginosa,neg,NC_005178,NP_938258.1,LI-MP22,LI-MP22,1.10E-29,110.2,4,79,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_944578.1,LI-HK97,LI-HK97,0.11,20.7,10,66,1,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_944578.1,U_LI-Bact,U_LI-Bact,5.2,15.6,2,50,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_944578.1,U_LI-Bact,U_LI-Bact,5.2,15.6,32,66,0,1,0
Burkholderia phage phi1026b,Burkholderia pseudomallei,neg,NC_005284,NP_945049.1,LI-HK97,LI-HK97,1.70E-18,74.5,4,89,1,0,1
Burkholderia phage phi1026b,Burkholderia pseudomallei,neg,NC_005284,NP_945049.1,LI-Lam,LI-Lam,0,58,55,194,0,0,0
Geobacter sulfurreducens PCA,0,0,NC_002939,NP_951962.1,U_LI-Bact,U_LI-Bact,0.0000006,37.9,1,93,0,0,0
Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_966174.1,LI-MP22,LI-MP22,3.4,15.7,36,100,0,0,0
Bacillus cereus ATCC 10987,0,0,NC_003909,NP_977125.1,U_LI-Bact,U_LI-Bact,1.4,17.4,3,67,0,0,0
Campylobacter jejuni subsp. jejuni 81-176,0,0,NC_008787,YP_001001164.1,U_LI-Bact,U_LI-Bact,0.31,19.6,3,73,0,0,0
Halorhodospira halophila SL1,0,0,NC_008789,YP_001002680.1,LI-HK97,LI-HK97,3.4,15.9,4,71,0,0,1
Halorhodospira halophila SL1,0,0,NC_008789,YP_001003965.1,LI-HK97,LI-HK97,2.1,16.6,11,74,0,1,0
Yersinia enterocolitica subsp. enterocolitica 8081,0,0,NC_008800,YP_001006237.1,U_LI-Bact,U_LI-Bact,3.7,16.1,139,204,1,0,1
Yersinia enterocolitica subsp. enterocolitica 8081,0,0,NC_008800,YP_001006237.1,U_LI-Bact,U_LI-Bact,3.7,16.1,298,354,0,0,1
Yersinia enterocolitica subsp. enterocolitica 8081,0,0,NC_008800,YP_001006526.1,LI-Lam,LI-Lam,7.00E-16,66.8,64,200,0,1,0
Prochlorococcus marinus str. NATL1A,0,0,NC_008819,YP_001015515.1,LI-HK97,LI-HK97,0.32,19.2,9,68,1,0,1
Prochlorococcus marinus str. NATL1A,0,0,NC_008819,YP_001015515.1,U_LI-Bact,U_LI-Bact,8.7,14.9,3,70,0,0,1
Methylibium petroleiphilum PM1,0,0,NC_008825,YP_001021763.1,U_LI-Bact,U_LI-Bact,4.1,16,232,264,0,1,0
Methylibium petroleiphilum PM1,0,0,NC_008825,YP_001022709.1,LI-HK97,LI-HK97,4.2,15.6,1,89,1,0,1
Methylibium petroleiphilum PM1,0,0,NC_008825,YP_001022709.1,U_LI-Bact,U_LI-Bact,0.0000034,35.5,1,89,0,0,0
Shewanella baltica OS155,0,0,NC_009052,YP_001048688.1,U_LI-Bact,U_LI-Bact,8.5,14.9,8,83,0,0,0
Actinobacillus pleuropneumoniae serovar 5b str. L20,0,0,NC_009053,YP_001053232.1,LI-Lam,LI-Lam,0,328.3,1,173,0,0,0
Mycobacterium sp. JLS,0,0,NC_009077,YP_001071048.1,LI-MP22,LI-MP22,6.4,14.8,6,53,0,0,1
Mycobacterium sp. JLS,0,0,NC_009077,YP_001072102.1,U_LI-Bact,U_LI-Bact,8.50E-36,130.4,1,93,0,1,0
Mycobacterium sp. JLS,0,0,NC_009077,YP_001072430.1,U_LI-Bact,U_LI-Bact,3.1,16.4,157,237,1,0,1
Mycobacterium sp. JLS,0,0,NC_009077,YP_001072430.1,U_LI-Bact,U_LI-Bact,3.1,16.4,250,309,0,0,0
Shewanella loihica PV-4,0,0,NC_009092,YP_001092221.1,U_LI-Bact,U_LI-Bact,6.4,15.4,1,83,0,0,1
Saccharopolyspora erythraea NRRL 2338,0,0,NC_009142,YP_001102779.1,LI-HK97,LI-HK97,4.2,15.7,3,66,0,1,0
Saccharopolyspora erythraea NRRL 2338,0,0,NC_009142,YP_001103456.1,LI-HK97,LI-HK97,0.024,22.8,5,90,1,0,1
Saccharopolyspora erythraea NRRL 2338,0,0,NC_009142,YP_001103456.1,U_LI-Bact,U_LI-Bact,2.70E-38,138.3,1,92,0,1,0
Saccharopolyspora erythraea NRRL 2338,0,0,NC_009142,YP_001103892.1,LI-HK97,LI-HK97,8.3,14.7,2,94,1,0,1
Saccharopolyspora erythraea NRRL 2338,0,0,NC_009142,YP_001103892.1,U_LI-Bact,U_LI-Bact,8.30E-22,85.5,1,94,0,1,0
Burkholderia phage phi644-2,Burkholderia pseudomallei,neg,NC_009235,YP_001111099.1,LI-HK97,LI-HK97,4.50E-20,79.6,4,89,1,0,1
Burkholderia phage phi644-2,Burkholderia pseudomallei,neg,NC_009235,YP_001111099.1,LI-Lam,LI-Lam,0,55.5,40,194,0,0,0
Mycobacterium gilvum PYR-GCK,0,0,NC_009338,YP_001131384.1,U_LI-Bact,U_LI-Bact,5,15.7,32,123,0,0,0
Mycobacterium gilvum PYR-GCK,0,0,NC_009338,YP_001132974.1,U_LI-Bact,U_LI-Bact,8.5,15,1,82,0,0,0
Mycobacterium gilvum PYR-GCK,0,0,NC_009338,YP_001133619.1,U_LI-Bact,U_LI-Bact,1.20E-36,133,1,93,0,0,0
Salinispora tropica CNB-440,0,0,NC_009380,YP_001157950.1,U_LI-Bact,U_LI-Bact,1.00E-35,130.1,1,93,0,0,1
Salinispora tropica CNB-440,0,0,NC_009380,YP_001160695.1,LI-HK97,LI-HK97,0.87,17.8,5,66,0,1,0
Yersinia pestis Pestoides F,0,0,NC_009381,YP_001162374.1,LI-HK97,LI-HK97,0,59,8,93,1,0,1
Yersinia pestis Pestoides F,0,0,NC_009381,YP_001162374.1,LI-Lam,LI-Lam,1.60E-18,75.4,39,206,0,1,0
Enterobacter sp. 638,0,0,NC_009436,YP_001176945.1,LI-HK97,LI-HK97,0,62.6,4,89,1,0,1
Enterobacter sp. 638,0,0,NC_009436,YP_001176945.1,LI-Lam,LI-Lam,7.90E-20,79.7,33,199,0,0,0
Caldicellulosiruptor saccharolyticus DSM 8903,0,0,NC_009437,YP_001179088.1,LI-HK97,LI-HK97,2.3,16.4,20,64,0,0,0
Caldicellulosiruptor saccharolyticus DSM 8903,0,0,NC_009437,YP_001180415.1,LI-HK97,LI-HK97,0.29,19.3,13,67,0,0,0
Shewanella putrefaciens CN-32,0,0,NC_009438,YP_001181922.1,U_LI-Bact,U_LI-Bact,5.4,15.6,8,83,0,0,0
Bradyrhizobium sp. ORS 278,0,0,NC_009445,YP_001205649.1,LI-HK97,LI-HK97,0.023,22.9,19,95,0,0,0
