Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309148.1,CF-HK97,CF-HK97,3.60E-22,86.5,871,951,1,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309148.1,Phage-tail_3,Phage-tail_3,1.80E-34,127.4,330,500,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309148.1,CF-Lam,CF-Lam,0,485.2,941,1157,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309260.1,CF-HK97,CF-HK97,0,65.6,239,321,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309675.1,CF-HK97,CF-HK97,5.00E-25,95.6,845,925,1,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309675.1,Phage-tail_3,Phage-tail_3,1.90E-36,133.8,330,500,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309675.1,CF-Lam,CF-Lam,0,339.1,915,1132,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309833.1,CF-HK97,CF-HK97,3.60E-24,92.9,872,952,1,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309833.1,Phage-tail_3,Phage-tail_3,1.90E-34,127.3,330,500,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309833.1,CF-Lam,CF-Lam,0,495.1,942,1158,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310017.1,CF-HK97,CF-HK97,9.30E-25,94.8,873,953,1,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310017.1,Phage-tail_3,Phage-tail_3,5.00E-35,129.2,330,500,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310017.1,CF-Lam,CF-Lam,0,228.4,943,1165,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310188.1,CF-HK97,CF-HK97,1.10E-21,84.9,872,952,1,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310188.1,Phage-tail_3,Phage-tail_3,8.90E-35,128.4,330,500,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310188.1,CF-Lam,CF-Lam,0,320.5,942,1159,0,1,1
Caulobacter crescentus CB15,0,0,NC_002696,NP_421569.1,CF-933W,CF-933W,0,304.7,1,211,1,0,1
Caulobacter crescentus CB15,0,0,NC_002696,NP_421569.1,Phage-tail_3,Phage-tail_3,3.40E-26,100.5,268,426,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459902.2,CF-HK97,CF-HK97,3.10E-26,99.5,844,924,1,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459902.2,Phage-tail_3,Phage-tail_3,2.30E-34,127,330,500,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459902.2,CF-Lam,CF-Lam,0,247.1,914,1131,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460023.1,Phage-tail_3,Phage-tail_3,4.40E-32,119.6,330,496,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460160.1,Phage-tail_3,Phage-tail_3,2.1,16.6,3,84,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461525.1,CF-HK97,CF-HK97,2.10E-24,93.6,844,924,1,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461525.1,Phage-tail_3,Phage-tail_3,2.00E-35,130.5,330,504,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461525.1,CF-Lam,CF-Lam,9.90E-24,92.2,914,1057,0,1,1
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519819.1,CF-HK97,CF-HK97,8.40E-28,104.5,898,978,1,0,1
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519819.1,Phage-tail_3,Phage-tail_3,2.20E-27,104.4,340,505,0,1,1
Burkholderia phage phiE125,Burkholderia thailandensis,neg,NC_003309,NP_536377.1,CF-HK97,CF-HK97,1.30E-24,94.3,946,1027,1,0,1
Burkholderia phage phiE125,Burkholderia thailandensis,neg,NC_003309,NP_536377.1,Phage-tail_3,Phage-tail_3,1.30E-28,108.4,346,511,0,0,0
Stx2 converting phage I,Escherichia coli O157:H7,neg,NC_003525,NP_612912.1,CF-HK97,CF-HK97,0,65.6,239,321,0,1,1
Yersinia pestis KIM10+,0,0,NC_004088,NP_669498.1,CF-HK97,CF-HK97,2.60E-18,74.1,903,982,1,0,1
Yersinia pestis KIM10+,0,0,NC_004088,NP_669498.1,Phage-tail_3,Phage-tail_3,1.30E-18,75.8,340,505,0,1,1
Shewanella oneidensis MR-1,0,0,NC_004347,NP_718509.1,CF-HK97,CF-HK97,3.80E-29,108.8,1184,1266,1,0,1
Shewanella oneidensis MR-1,0,0,NC_004347,NP_718509.1,Phage-tail_3,Phage-tail_3,6.90E-20,80,343,508,0,0,0
Pseudomonas putida KT2440,0,0,NC_002947,NP_743736.1,Phage-tail_3,Phage-tail_3,0.0000000039,45,725,893,0,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_753375.1,CF-HK97,CF-HK97,6.80E-23,88.8,944,1024,1,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_753375.1,Phage-tail_3,Phage-tail_3,7.00E-34,125.5,330,500,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_753375.1,CF-Lam,CF-Lam,0,453.1,1014,1230,0,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_753498.1,CF-HK97,CF-HK97,4.20E-24,92.7,873,953,1,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_753498.1,Phage-tail_3,Phage-tail_3,1.90E-37,137,330,500,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_753498.1,CF-Lam,CF-Lam,0,344.8,943,1160,0,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_755036.1,CF-HK97,CF-HK97,9.40E-25,94.7,873,953,1,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_755036.1,Phage-tail_3,Phage-tail_3,4.20E-37,136,330,500,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_755036.1,CF-Lam,CF-Lam,0,497.4,943,1159,0,0,0
Xylella fastidiosa Temecula1,0,0,NC_004556,NP_778987.1,Phage-tail_3,Phage-tail_3,0,59,397,564,0,1,1
Clostridium tetani E88,0,0,NC_004557,NP_781501.1,CF-933W,CF-933W,0.032,21.8,188,261,1,0,1
Clostridium tetani E88,0,0,NC_004557,NP_781501.1,CF-933W,CF-933W,0.032,21.8,250,330,0,0,0
Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_791912.1,CF-HK97,CF-HK97,1.10E-26,101,936,1017,0,0,0
Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_793803.1,CF-HK97,CF-HK97,1.10E-26,101,936,1017,0,0,0
Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_805505.1,Phage-tail_3,Phage-tail_3,2.1,16.6,3,84,0,0,0
Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_822551.1,Phage-tail_3,Phage-tail_3,7.3,14.8,21,152,0,1,1
Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836424.1,CF-HK97,CF-HK97,2.40E-24,93.4,873,953,1,1,1
Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836424.1,Phage-tail_3,Phage-tail_3,6.80E-36,132,330,500,1,0,1
Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836424.1,CF-Lam,CF-Lam,0,474.1,943,1159,0,0,0
Xanthomonas phage Xp10,Xanthomonas oryzae,neg,NC_004902,NP_858969.1,Phage-tail_3,Phage-tail_3,0.12,20.7,478,635,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_872760.1,Phage-tail_3,Phage-tail_3,2.50E-20,81.4,117,286,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873090.1,Phage-tail_3,Phage-tail_3,5.40E-18,73.8,269,439,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873972.1,Phage-tail_3,Phage-tail_3,5.30E-18,73.8,269,439,0,1,1
Yersinia phage PY54,Yersinia enterocolitica,neg,NC_005069,NP_892067.1,CF-HK97,CF-HK97,0,53.1,663,735,1,0,1
Yersinia phage PY54,Yersinia enterocolitica,neg,NC_005069,NP_892067.1,Phage-tail_3,Phage-tail_3,0.000000014,43.2,253,421,0,0,0
Burkholderia phage BcepNazgul,Burkholderia cepacia,neg,NC_005091,NP_918976.1,Phage-tail_3,Phage-tail_3,3.10E-16,68.1,203,377,0,0,0
Pseudomonas phage D3112,Pseudomonas aeruginosa,neg,NC_005178,NP_938260.1,Phage-tail_3,Phage-tail_3,1.90E-21,85,199,370,0,1,1
Burkholderia phage phi1026b,Burkholderia pseudomallei,neg,NC_005284,NP_945050.1,CF-HK97,CF-HK97,2.30E-25,96.7,946,1027,1,0,1
Burkholderia phage phi1026b,Burkholderia pseudomallei,neg,NC_005284,NP_945050.1,Phage-tail_3,Phage-tail_3,3.80E-28,106.8,346,511,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_945160.1,CF-HK97,CF-HK97,3.80E-25,96,15,95,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_945160.1,CF-Lam,CF-Lam,9.20E-25,95.6,85,199,0,0,0
Streptomyces phage VWB,Streptomyces venezuelae,pos,NC_005345,NP_958291.1,Phage-tail_3,Phage-tail_3,0.00019,29.8,183,355,0,1,1
Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_966174.1,CF-933W,CF-933W,0,292,393,647,1,0,1
Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_966174.1,Phage-tail_3,Phage-tail_3,3.40E-29,110.2,707,865,0,0,0
Prochlorococcus marinus str. MIT 9303,0,0,NC_008820,YP_001016697.1,Phage-tail_3,Phage-tail_3,1.7,16.9,9,53,0,1,1
Actinobacillus pleuropneumoniae serovar 5b str. L20,0,0,NC_009053,YP_001053233.1,CF-HK97,CF-HK97,2.60E-20,80.5,1490,1571,1,0,1
Actinobacillus pleuropneumoniae serovar 5b str. L20,0,0,NC_009053,YP_001053233.1,Phage-tail_3,Phage-tail_3,4.00E-32,119.8,334,500,0,0,0
Salmonella phage SETP3,Salmonella enteritidis,neg,NC_009232,YP_001110803.1,Phage-tail_3,Phage-tail_3,3.2,16,315,463,0,1,1
Burkholderia phage phi644-2,Burkholderia pseudomallei,neg,NC_009235,YP_001111100.1,CF-HK97,CF-HK97,1.60E-25,97.2,946,1027,1,0,1
Burkholderia phage phi644-2,Burkholderia pseudomallei,neg,NC_009235,YP_001111100.1,Phage-tail_3,Phage-tail_3,3.80E-28,106.8,346,511,0,1,1
Yersinia pestis Pestoides F,0,0,NC_009381,YP_001162373.1,CF-HK97,CF-HK97,2.60E-18,74.1,903,982,1,0,1
Yersinia pestis Pestoides F,0,0,NC_009381,YP_001162373.1,Phage-tail_3,Phage-tail_3,1.30E-18,75.8,340,505,0,1,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167295.1,CF-933W,CF-933W,0,461.5,444,737,1,0,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167295.1,Phage-tail_3,Phage-tail_3,2.20E-38,140.1,795,955,0,0,0
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167473.1,CF-HK97,CF-HK97,0.78,18.1,249,328,0,1,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167521.1,CF-HK97,CF-HK97,0.016,23.5,553,594,1,1,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167521.1,CF-HK97,CF-HK97,0.016,23.5,777,852,1,0,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167521.1,Phage-tail_3,Phage-tail_3,0,53.8,313,482,0,0,0
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167962.1,Phage-tail_3,Phage-tail_3,0.084,21.1,377,536,0,1,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001168281.1,CF-HK97,CF-HK97,0.016,23.5,553,594,1,1,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001168281.1,CF-HK97,CF-HK97,0.016,23.5,777,852,1,0,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001168281.1,Phage-tail_3,Phage-tail_3,0,53.8,313,482,0,0,0
Enterobacter sp. 638,0,0,NC_009436,YP_001176333.1,Phage-tail_3,Phage-tail_3,3.7,15.8,3,86,0,1,1
Enterobacter sp. 638,0,0,NC_009436,YP_001176944.1,CF-HK97,CF-HK97,0,58.7,904,984,1,0,1
Enterobacter sp. 638,0,0,NC_009436,YP_001176944.1,Phage-tail_3,Phage-tail_3,0,62.7,342,517,0,0,0
Pseudomonas mendocina ymp,0,0,NC_009439,YP_001189439.1,CF-F10,CF-F10,0,223.3,30,192,0,0,0
Bradyrhizobium sp. ORS 278,0,0,NC_009445,YP_001205649.1,Phage-tail_3,Phage-tail_3,0.000095,30.7,514,669,0,1,1
Burkholderia phage BcepGomr,Burkholderia cepacia,neg,NC_009447,YP_001210242.1,CF-HK97,CF-HK97,5.10E-29,108.4,1078,1160,1,0,1
Burkholderia phage BcepGomr,Burkholderia cepacia,neg,NC_009447,YP_001210242.1,Phage-tail_3,Phage-tail_3,6.80E-24,93,487,654,0,1,1
Thermotoga petrophila RKU-1,0,0,NC_009486,YP_001245033.1,CF-HK97,CF-HK97,1.2,17.5,30,73,1,1,1
Thermotoga petrophila RKU-1,0,0,NC_009486,YP_001245033.1,CF-HK97,CF-HK97,1.2,17.5,87,131,1,1,1
Thermotoga petrophila RKU-1,0,0,NC_009486,YP_001245033.1,CF-HK97,CF-HK97,1.2,17.5,144,187,1,0,1
Thermotoga petrophila RKU-1,0,0,NC_009486,YP_001245033.1,CF-HK97,CF-HK97,1.2,17.5,194,248,0,1,1
Orientia tsutsugamushi str. Boryong,0,0,NC_009488,YP_001249090.1,CF-933W,CF-933W,0,298,424,681,1,0,1
Orientia tsutsugamushi str. Boryong,0,0,NC_009488,YP_001249090.1,Phage-tail_3,Phage-tail_3,6.80E-23,89.7,740,904,0,0,0
Sphingomonas wittichii RW1,0,0,NC_009511,YP_001262673.1,CF-HK97,CF-HK97,0,53.7,749,826,0,0,0
Pseudomonas putida F1,0,0,NC_009512,YP_001268673.1,Phage-tail_3,Phage-tail_3,0.087,21.1,738,897,0,0,0
Pseudomonas putida F1,0,0,NC_009512,YP_001269408.1,Phage-tail_3,Phage-tail_3,0.0000000029,45.4,759,897,0,1,1
Enterobacteria phage cdtI,Escherichia coli,neg,NC_009514,YP_001272531.1,CF-HK97,CF-HK97,1.20E-24,94.4,873,953,1,1,1
Enterobacteria phage cdtI,Escherichia coli,neg,NC_009514,YP_001272531.1,Phage-tail_3,Phage-tail_3,1.70E-37,137.3,330,500,1,0,1
Enterobacteria phage cdtI,Escherichia coli,neg,NC_009514,YP_001272531.1,CF-Lam,CF-Lam,0,237.3,943,1165,0,1,1
Enterobacteria phage TLS,Shigella flexneri,neg,NC_009540,YP_001285540.1,CF-HK97,CF-HK97,1.80E-22,87.4,994,1074,1,0,1
Enterobacteria phage TLS,Shigella flexneri,neg,NC_009540,YP_001285540.1,Phage-tail_3,Phage-tail_3,2.70E-23,91,338,506,0,0,0
Xanthomonas phage Xop411,Xanthomonas oryzae,neg,NC_009543,YP_001285691.1,Phage-tail_3,Phage-tail_3,0.12,20.7,477,634,0,0,0
Pseudomonas phage F10,Pseudomonas aeruginosa,neg,NC_007805,YP_001293360.1,CF-F10,CF-F10,0,178.3,30,191,0,0,0
Pseudomonas phage 73,Pseudomonas aeruginosa,neg,NC_007806,YP_001293432.1,Phage-tail_3,Phage-tail_3,2.90E-20,81.2,269,439,0,0,0
Pseudomonas phage M6,Pseudomonas aeruginosa,neg,NC_007809,YP_001294546.1,Phage-tail_3,Phage-tail_3,5.50E-29,109.5,191,361,0,1,1
Clostridium beijerinckii NCIMB 8052,0,0,NC_009617,YP_001307504.1,CF-933W,CF-933W,3.5,15.1,241,294,1,0,1
Clostridium beijerinckii NCIMB 8052,0,0,NC_009617,YP_001307504.1,CF-933W,CF-933W,3.5,15.1,273,346,0,1,1
Sinorhizobium medicae WSM419,0,0,NC_009636,YP_001326566.1,CF-F10,CF-F10,6.8,14.9,124,257,1,0,1
Sinorhizobium medicae WSM419,0,0,NC_009636,YP_001326566.1,CF-F10,CF-F10,6.8,14.9,416,502,0,0,0
Sinorhizobium medicae WSM419,0,0,NC_009636,YP_001327313.1,CF-HK97,CF-HK97,0.00044,28.5,777,852,0,0,0
Sinorhizobium medicae WSM419,0,0,NC_009636,YP_001327543.1,CF-HK97,CF-HK97,0.0054,25,777,852,0,0,0
Klebsiella pneumoniae subsp. pneumoniae MGH 78578,0,0,NC_009648,YP_001335094.1,Phage-tail_3,Phage-tail_3,0.00001,33.9,746,909,0,1,1
Actinobacillus succinogenes 130Z,0,0,NC_009655,YP_001344549.1,CF-HK97,CF-HK97,6.10E-19,76.1,951,1032,1,0,1
Actinobacillus succinogenes 130Z,0,0,NC_009655,YP_001344549.1,Phage-tail_3,Phage-tail_3,1.70E-29,111.2,335,501,0,0,0
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001346167.1,Phage-tail_3,Phage-tail_3,1.4,17.1,145,280,0,1,1
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001346180.1,CF-HK97,CF-HK97,2.30E-21,83.9,1068,1146,1,0,1
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001346180.1,Phage-tail_3,Phage-tail_3,2.10E-25,97.9,337,507,0,1,1
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001347793.1,CF-HK97,CF-HK97,1.40E-20,81.3,1034,1112,1,0,1
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001347793.1,Phage-tail_3,Phage-tail_3,4.80E-18,74,340,507,0,0,0
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354413.1,Phage-tail_3,Phage-tail_3,7.10E-29,109.2,213,400,0,0,0
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354474.1,Phage-tail_3,Phage-tail_3,6.40E-30,112.6,213,385,0,0,0
Anaeromyxobacter sp. Fw109-5,0,0,NC_009675,YP_001378202.1,Phage-tail_3,Phage-tail_3,3,16.1,5,85,0,0,0
Anaeromyxobacter sp. Fw109-5,0,0,NC_009675,YP_001379516.1,Phage-tail_3,Phage-tail_3,4.8,15.4,3,53,0,1,1
Anaeromyxobacter sp. Fw109-5,0,0,NC_009675,YP_001380400.1,CF-F10,CF-F10,2,16.6,13,90,1,0,1
Anaeromyxobacter sp. Fw109-5,0,0,NC_009675,YP_001380400.1,CF-F10,CF-F10,2,16.6,164,223,0,0,0
Campylobacter hominis ATCC BAA-381,0,0,NC_009714,YP_001405890.1,Phage-tail_3,Phage-tail_3,9.80E-24,92.5,190,360,0,1,1
Parvibaculum lavamentivorans DS-1,0,0,NC_009719,YP_001412199.1,CF-933W,CF-933W,0,479.5,415,717,1,0,1
Parvibaculum lavamentivorans DS-1,0,0,NC_009719,YP_001412199.1,Phage-tail_3,Phage-tail_3,2.20E-38,140.1,775,940,0,1,1
Xanthobacter autotrophicus Py2,0,0,NC_009720,YP_001418058.1,CF-933W,CF-933W,0,411.9,437,733,1,0,1
Xanthobacter autotrophicus Py2,0,0,NC_009720,YP_001418058.1,Phage-tail_3,Phage-tail_3,4.70E-37,135.8,791,954,0,0,0
Xanthobacter autotrophicus Py2,0,0,NC_009720,YP_001418604.1,Phage-tail_3,Phage-tail_3,0.0000000097,43.7,474,637,0,1,1
