Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308865.1,LM-YuA,LM-YuA,2.8,15.7,3,108,1,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308865.1,LM-HK97,LM-HK97,4.60E-38,137.9,1,109,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308865.1,LM-Lam,LM-Lam,5.2,15.4,12,103,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309142.1,LM-HK97,LM-HK97,3.80E-35,128.5,1,109,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309142.1,LM-Lam,LM-Lam,0.15,20.4,12,105,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309581.1,LM-HK97,LM-HK97,4.60E-32,118.6,4,113,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309671.1,LM-HK97,LM-HK97,1.10E-35,130.2,1,109,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309671.1,LM-Lam,LM-Lam,1.8,16.9,13,106,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309831.1,LM-HK97,LM-HK97,5.50E-33,121.6,4,113,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310011.1,LM-HK97,LM-HK97,3.20E-33,122.3,4,113,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310192.1,LM-HK97,LM-HK97,4.30E-34,125.2,1,109,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310192.1,LM-Lam,LM-Lam,0.26,19.6,12,103,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310266.1,LM-HK97,LM-HK97,5.50E-33,121.6,4,113,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310751.1,LM-HK97,LM-HK97,4.30E-34,125.2,1,109,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310751.1,LM-Lam,LM-Lam,0.26,19.6,12,103,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310975.1,LM-HK97,LM-HK97,4.30E-34,125.2,1,109,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310975.1,LM-Lam,LM-Lam,0.26,19.6,12,103,0,1,1
Rickettsia conorii str. Malish 7,0,0,NC_003103,NP_360407.1,LM-YuA,LM-YuA,6.80E-34,125.5,10,161,1,0,1
Rickettsia conorii str. Malish 7,0,0,NC_003103,NP_360407.1,LM-RDJL,LM-RDJL,0,218.2,2,179,0,1,1
Caulobacter crescentus CB15,0,0,NC_002696,NP_421573.1,LM-YuA,LM-YuA,0,224.4,1,184,1,0,1
Caulobacter crescentus CB15,0,0,NC_002696,NP_421573.1,LM-RDJL,LM-RDJL,0,211,1,184,0,0,0
Synechocystis sp. PCC 6803,0,0,NC_000911,NP_440280.1,LM-HK97,LM-HK97,3.3,16.1,377,435,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459896.1,LM-HK97,LM-HK97,2.10E-38,139,1,109,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460017.1,LM-HK97,LM-HK97,4.00E-37,134.9,2,110,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461529.1,LM-HK97,LM-HK97,1.60E-39,142.6,1,109,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461529.1,LM-Lam,LM-Lam,1.9,16.8,5,107,0,0,0
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519812.1,LM-HK97,LM-HK97,2.90E-34,125.7,3,111,0,0,0
Burkholderia phage phiE125,Burkholderia thailandensis,neg,NC_003309,NP_536372.1,LM-HK97,LM-HK97,1.40E-36,133.2,2,111,0,0,0
Yersinia pestis KIM10+,0,0,NC_004088,NP_669506.1,LM-HK97,LM-HK97,2.40E-32,119.5,3,112,0,0,0
Shewanella oneidensis MR-1,0,0,NC_004347,NP_718521.1,LM-HK97,LM-HK97,5.30E-36,131.3,2,110,0,0,0
Pseudomonas putida KT2440,0,0,NC_002947,NP_743737.1,LM-Lam,LM-Lam,8.40E-21,82.4,16,120,0,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_753370.1,LM-HK97,LM-HK97,4.30E-34,125.2,1,109,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_753370.1,LM-Lam,LM-Lam,0.26,19.6,12,103,0,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_755041.1,LM-HK97,LM-HK97,1.20E-35,130.2,1,109,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_755041.1,LM-Lam,LM-Lam,1.9,16.8,13,106,0,0,0
Staphylococcus epidermidis ATCC 12228,0,0,NC_004461,NP_765389.1,LM-YuA,LM-YuA,7.6,14.4,268,372,0,1,1
Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836420.1,LM-YuA,LM-YuA,2,16.3,3,108,1,1,1
Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836420.1,LM-HK97,LM-HK97,6.80E-38,137.4,1,109,1,0,1
Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836420.1,LM-Lam,LM-Lam,2.7,16.3,12,105,0,0,0
Xanthomonas phage Xp10,Xanthomonas oryzae,neg,NC_004902,NP_858966.1,LM-Lam,LM-Lam,0.001,27.4,15,108,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_872754.1,LM-73,LM-73,0,345.7,1,449,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873084.1,LM-73,LM-73,1.40E-32,121.2,70,228,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873085.1,LM-73,LM-73,0,222.6,1,321,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873966.1,LM-73,LM-73,1.40E-32,121.2,70,228,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873967.1,LM-73,LM-73,0,222.6,1,321,0,0,0
Porphyromonas gingivalis W83,0,0,NC_002950,NP_905069.1,LM-RDJL,LM-RDJL,3.6,15.3,463,538,0,0,0
Burkholderia phage BcepNazgul,Burkholderia cepacia,neg,NC_005091,NP_918980.1,LM-73,LM-73,0,452.9,2,398,0,0,0
Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_925925.1,LM-73,LM-73,9.6,12.9,163,219,0,0,0
Pseudomonas phage D3112,Pseudomonas aeruginosa,neg,NC_005178,NP_938256.1,LM-73,LM-73,0,625.3,71,561,0,0,0
Burkholderia phage phi1026b,Burkholderia pseudomallei,neg,NC_005284,NP_945045.1,LM-HK97,LM-HK97,1.40E-36,133.2,2,111,0,1,1
Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_967019.1,LM-YuA,LM-YuA,0,267.3,4,198,1,0,1
Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_967019.1,LM-RDJL,LM-RDJL,0,310.7,2,198,0,0,0
Actinobacillus pleuropneumoniae serovar 5b str. L20,0,0,NC_009053,YP_001053228.1,LM-HK97,LM-HK97,1.50E-22,88,3,111,0,0,0
Burkholderia phage phi644-2,Burkholderia pseudomallei,neg,NC_009235,YP_001111095.1,LM-HK97,LM-HK97,1.80E-36,132.8,11,120,0,0,0
Yersinia pestis Pestoides F,0,0,NC_009381,YP_001162383.1,LM-HK97,LM-HK97,2.40E-32,119.5,3,112,0,1,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167292.1,LM-YuA,LM-YuA,0,300.5,4,210,1,0,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167292.1,LM-RDJL,LM-RDJL,0,284.3,2,210,0,0,0
Enterobacter sp. 638,0,0,NC_009436,YP_001176948.1,LM-HK97,LM-HK97,2.70E-38,138.7,3,111,0,1,1
Flavobacterium johnsoniae UW101,0,0,NC_009441,YP_001194407.1,LM-YuA,LM-YuA,0.017,23,73,142,1,1,1
Flavobacterium johnsoniae UW101,0,0,NC_009441,YP_001194407.1,LM-YuA,LM-YuA,0.017,23,169,255,1,1,1
Flavobacterium johnsoniae UW101,0,0,NC_009441,YP_001194407.1,LM-RDJL,LM-RDJL,0.84,17.4,69,140,1,0,1
Flavobacterium johnsoniae UW101,0,0,NC_009441,YP_001194407.1,LM-RDJL,LM-RDJL,0.84,17.4,169,254,0,1,1
Streptococcus suis 05ZYH33,0,0,NC_009442,YP_001198895.1,LM-YuA,LM-YuA,8.2,14.2,189,274,1,0,1
Streptococcus suis 05ZYH33,0,0,NC_009442,YP_001198895.1,LM-RDJL,LM-RDJL,5.1,14.8,193,274,0,0,0
Streptococcus suis 98HAH33,0,0,NC_009443,YP_001201098.1,LM-RDJL,LM-RDJL,5.7,14.6,192,261,0,0,0
Bradyrhizobium sp. ORS 278,0,0,NC_009445,YP_001205646.1,LM-Lam,LM-Lam,0.000000018,42.7,18,119,0,1,1
Burkholderia phage BcepGomr,Burkholderia cepacia,neg,NC_009447,YP_001210237.1,LM-Lam,LM-Lam,0,57.1,20,116,1,0,1
Burkholderia phage BcepGomr,Burkholderia cepacia,neg,NC_009447,YP_001210237.1,LM-Lam,LM-Lam,0,57.1,143,245,0,1,1
Orientia tsutsugamushi str. Boryong,0,0,NC_009488,YP_001248479.1,LM-YuA,LM-YuA,0,194.5,5,199,1,0,1
Orientia tsutsugamushi str. Boryong,0,0,NC_009488,YP_001248479.1,LM-RDJL,LM-RDJL,5.10E-37,135.7,3,199,0,0,0
Pseudomonas putida F1,0,0,NC_009512,YP_001268676.1,LM-Lam,LM-Lam,9.40E-26,98.3,16,120,0,0,0
Pseudomonas putida F1,0,0,NC_009512,YP_001269407.1,LM-Lam,LM-Lam,2.60E-18,74.4,16,119,0,1,1
Enterobacteria phage cdtI,Escherichia coli,neg,NC_009514,YP_001272527.1,LM-YuA,LM-YuA,2.8,15.7,3,108,1,1,1
Enterobacteria phage cdtI,Escherichia coli,neg,NC_009514,YP_001272527.1,LM-HK97,LM-HK97,4.60E-38,137.9,1,109,1,0,1
Enterobacteria phage cdtI,Escherichia coli,neg,NC_009514,YP_001272527.1,LM-Lam,LM-Lam,5.2,15.4,12,103,0,0,0
Enterobacteria phage TLS,Shigella flexneri,neg,NC_009540,YP_001285536.1,LM-HK97,LM-HK97,1.00E-23,91.8,2,112,0,0,0
Xanthomonas phage Xop411,Xanthomonas oryzae,neg,NC_009543,YP_001285688.1,LM-Lam,LM-Lam,0.001,27.4,15,108,0,0,0
Haemophilus influenzae PittGG,0,0,NC_009567,YP_001291632.1,LM-73,LM-73,2.6,14.8,5,74,0,0,0
Pseudomonas phage 73,Pseudomonas aeruginosa,neg,NC_007806,YP_001293430.1,LM-73,LM-73,0,551.8,73,565,0,1,1
Pseudomonas phage M6,Pseudomonas aeruginosa,neg,NC_007809,YP_001294542.1,LM-YuA,LM-YuA,0.0043,25,179,247,1,1,1
Pseudomonas phage M6,Pseudomonas aeruginosa,neg,NC_007809,YP_001294542.1,LM-YuA,LM-YuA,0.0043,25,396,556,1,0,1
Pseudomonas phage M6,Pseudomonas aeruginosa,neg,NC_007809,YP_001294542.1,LM-73,LM-73,0,568,75,553,0,0,0
Flavobacterium psychrophilum JIP02/86,0,0,NC_009613,YP_001295234.1,LM-RDJL,LM-RDJL,1.4,16.6,281,355,0,1,1
Flavobacterium psychrophilum JIP02/86,0,0,NC_009613,YP_001296985.1,LM-YuA,LM-YuA,0.55,18.1,435,485,1,0,1
Flavobacterium psychrophilum JIP02/86,0,0,NC_009613,YP_001296985.1,LM-YuA,LM-YuA,0.55,18.1,650,764,0,1,1
Parabacteroides distasonis ATCC 8503,0,0,NC_009615,YP_001304000.1,LM-YuA,LM-YuA,1.4,16.7,435,480,1,0,1
Parabacteroides distasonis ATCC 8503,0,0,NC_009615,YP_001304000.1,LM-YuA,LM-YuA,1.4,16.7,633,718,0,0,0
Alkaliphilus metalliredigens QYMF,0,0,NC_009633,YP_001319850.1,LM-YuA,LM-YuA,8.2,14.2,4,59,0,0,0
Klebsiella pneumoniae subsp. pneumoniae MGH 78578,0,0,NC_009648,YP_001335092.1,LM-Lam,LM-Lam,1.20E-23,91.5,19,124,0,0,0
Actinobacillus succinogenes 130Z,0,0,NC_009655,YP_001344545.1,LM-HK97,LM-HK97,2.70E-24,93.6,3,111,0,0,0
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001346176.1,LM-HK97,LM-HK97,1.20E-30,114.1,4,112,0,0,0
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001347785.1,LM-HK97,LM-HK97,2.00E-37,135.9,3,111,0,1,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354411.1,LM-YuA,LM-YuA,1.5,16.7,122,174,1,1,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354411.1,LM-73,LM-73,1.30E-21,85,106,222,1,0,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354411.1,LM-73,LM-73,1.30E-21,85,229,505,0,1,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354471.1,LM-YuA,LM-YuA,2.4,16,122,178,1,1,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354471.1,LM-73,LM-73,8.90E-18,72.4,107,211,1,0,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354471.1,LM-73,LM-73,8.90E-18,72.4,228,512,0,1,1
Nitratiruptor sp. SB155-2,0,0,NC_009662,YP_001355948.1,LM-YuA,LM-YuA,0.0000000091,43.5,133,223,1,0,1
Nitratiruptor sp. SB155-2,0,0,NC_009662,YP_001355948.1,LM-RDJL,LM-RDJL,0.0000022,35.6,136,237,0,0,0
Campylobacter hominis ATCC BAA-381,0,0,NC_009714,YP_001405887.1,LM-73,LM-73,1.90E-16,68,84,339,0,0,0
Campylobacter hominis ATCC BAA-381,0,0,NC_009714,YP_001405888.1,LM-73,LM-73,0.027,21.3,18,186,0,1,1
Parvibaculum lavamentivorans DS-1,0,0,NC_009719,YP_001412196.1,LM-YuA,LM-YuA,0,295.2,4,210,1,0,1
Parvibaculum lavamentivorans DS-1,0,0,NC_009719,YP_001412196.1,LM-RDJL,LM-RDJL,0,288.4,2,210,0,0,0
Parvibaculum lavamentivorans DS-1,0,0,NC_009719,YP_001413608.1,LM-Lam,LM-Lam,0.97,17.8,68,161,0,1,1
Xanthobacter autotrophicus Py2,0,0,NC_009720,YP_001418055.1,LM-YuA,LM-YuA,0,269.4,5,213,1,0,1
Xanthobacter autotrophicus Py2,0,0,NC_009720,YP_001418055.1,LM-RDJL,LM-RDJL,0,282.6,3,213,0,0,0
Xanthobacter autotrophicus Py2,0,0,NC_009720,YP_001418601.1,LM-Lam,LM-Lam,0.00000012,40,19,140,0,0,0
Bacillus phage 0305phi8-36,Bacillus thuringiensis,pos,NC_009760,YP_001429615.1,LM-RDJL,LM-RDJL,0.59,17.9,272,347,0,0,0
Cronobacter sakazakii ATCC BAA-894,0,0,NC_009778,YP_001437145.1,LM-HK97,LM-HK97,3.80E-37,135,3,111,0,0,0
Cronobacter sakazakii ATCC BAA-894,0,0,NC_009778,YP_001439098.1,LM-Lam,LM-Lam,0,53.5,18,124,0,0,0
Enterobacteria phage BP-4795,Escherichia coli,neg,NC_004813,YP_001449305.1,LM-HK97,LM-HK97,3.20E-33,122.3,4,113,0,0,0
Citrobacter koseri ATCC BAA-895,0,0,NC_009792,YP_001453414.1,LM-Lam,LM-Lam,2.60E-25,96.9,19,124,0,0,0
Pseudomonas phage MP22,Pseudomonas aeruginosa UCBPP-PA14,neg,NC_009818,YP_001469174.1,LM-73,LM-73,0,637.6,71,561,0,0,0
Serratia proteamaculans 568,0,0,NC_009832,YP_001480895.1,LM-Lam,LM-Lam,9.1,14.6,27,133,0,1,1
Rickettsia akari str. Hartford,Homo sapiens,0,NC_009881,YP_001493530.1,LM-YuA,LM-YuA,1.90E-18,75.1,1,109,1,0,1
Rickettsia akari str. Hartford,Homo sapiens,0,NC_009881,YP_001493530.1,LM-RDJL,LM-RDJL,8.10E-26,99.1,1,109,0,1,1
Rickettsia rickettsii str.  Sheila Smith,0,0,NC_009882,YP_001494803.1,LM-YuA,LM-YuA,6.30E-39,141.9,2,162,1,0,1
Rickettsia rickettsii str.  Sheila Smith,0,0,NC_009882,YP_001494803.1,LM-RDJL,LM-RDJL,0,199.8,1,162,0,1,1
Rickettsia bellii OSU 85-389,Dermacentor variabilis adult female tick,0,NC_009883,YP_001496611.1,LM-YuA,LM-YuA,0,200.4,4,197,1,0,1
Rickettsia bellii OSU 85-389,Dermacentor variabilis adult female tick,0,NC_009883,YP_001496611.1,LM-RDJL,LM-RDJL,0,196.8,2,197,0,1,1
Azorhizobium caulinodans ORS 571,0,0,NC_009937,YP_001524040.1,LM-YuA,LM-YuA,0,274.1,1,206,1,0,1
Azorhizobium caulinodans ORS 571,0,0,NC_009937,YP_001524040.1,LM-RDJL,LM-RDJL,0,287.1,1,206,0,1,1
Dinoroseobacter shibae DFL 12,0,0,NC_009952,YP_001533503.1,LM-YuA,LM-YuA,0,302.5,4,210,1,0,1
Dinoroseobacter shibae DFL 12,0,0,NC_009952,YP_001533503.1,LM-RDJL,LM-RDJL,0,277.7,2,210,0,1,1
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001562672.1,LM-YuA,LM-YuA,0,196.6,4,199,1,0,1
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001562672.1,LM-RDJL,LM-RDJL,7.00E-27,102.6,12,198,0,1,1
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001565099.1,LM-YuA,LM-YuA,0,206.7,4,194,1,0,1
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001565099.1,LM-RDJL,LM-RDJL,4.80E-37,135.8,2,193,0,1,1
Pseudomonas phage YuA,Pseudomonas aeruginosa,neg,NC_010116,YP_001595895.1,LM-YuA,LM-YuA,0.045,21.6,179,246,1,1,1
Pseudomonas phage YuA,Pseudomonas aeruginosa,neg,NC_010116,YP_001595895.1,LM-YuA,LM-YuA,0.045,21.6,396,465,1,0,1
Pseudomonas phage YuA,Pseudomonas aeruginosa,neg,NC_010116,YP_001595895.1,LM-73,LM-73,0,576.3,75,553,0,0,0
Yersinia pestis Angola,0,0,NC_010159,YP_001606650.1,LM-HK97,LM-HK97,2.40E-32,119.5,3,112,0,1,1
Methylobacterium extorquens PA1,0,0,NC_010172,YP_001638893.1,LM-YuA,LM-YuA,0,276.7,6,213,1,0,1
Methylobacterium extorquens PA1,0,0,NC_010172,YP_001638893.1,LM-RDJL,LM-RDJL,0,284.9,4,213,0,1,1
Rickettsia rickettsii str. Iowa,0,0,NC_010263,YP_001650064.1,LM-YuA,LM-YuA,1.70E-39,143.8,10,170,1,0,1
Rickettsia rickettsii str. Iowa,0,0,NC_010263,YP_001650064.1,LM-RDJL,LM-RDJL,0,210.1,2,170,0,1,1
Caulobacter sp. K31,0,0,NC_010338,YP_001685527.1,LM-YuA,LM-YuA,0,253.5,5,210,1,0,1
Caulobacter sp. K31,0,0,NC_010338,YP_001685527.1,LM-RDJL,LM-RDJL,0,238.4,3,210,0,0,0
Acinetobacter baumannii SDF,0,0,NC_010400,YP_001706564.1,LM-Lam,LM-Lam,5.00E-17,70.2,17,121,0,0,0
Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707181.1,LM-Lam,LM-Lam,0,56.9,13,117,0,0,0
Acinetobacter baumannii AYE,0,0,NC_010410,YP_001714501.1,LM-Lam,LM-Lam,0,59.3,13,117,0,0,0
Candidatus Desulforudis audaxviator MP104C,0,0,NC_010424,YP_001717911.1,LM-YuA,LM-YuA,3.2,15.6,160,259,0,0,0
Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721824.1,LM-HK97,LM-HK97,1.20E-32,120.5,3,112,0,1,1
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725072.1,LM-HK97,LM-HK97,2.00E-35,129.4,1,109,1,0,1
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725072.1,LM-Lam,LM-Lam,0.034,22.5,13,106,0,0,0
Salmonella phage Vi II-E1,Salmonella enterica,neg,NC_010495,YP_001742072.1,LM-Lam,LM-Lam,0.00000000013,49.5,17,123,0,0,0
Escherichia coli SMS-3-5,0,0,NC_010498,YP_001743260.1,LM-HK97,LM-HK97,1.10E-35,130.3,4,113,0,0,0
Pseudomonas putida W619,0,0,NC_010501,YP_001750781.1,LM-HK97,LM-HK97,6.20E-35,127.9,3,111,0,1,1
Methylobacterium radiotolerans JCM 2831,0,0,NC_010505,YP_001757618.1,LM-YuA,LM-YuA,0,265.1,6,213,1,0,1
Methylobacterium radiotolerans JCM 2831,0,0,NC_010505,YP_001757618.1,LM-RDJL,LM-RDJL,0,284.1,4,213,0,0,0
Methylobacterium sp. 4-46,0,0,NC_010511,YP_001771203.1,LM-YuA,LM-YuA,6.3,14.6,106,187,0,1,1
Methylobacterium sp. 4-46,0,0,NC_010511,YP_001772683.1,LM-YuA,LM-YuA,0,262.5,6,211,1,0,1
Methylobacterium sp. 4-46,0,0,NC_010511,YP_001772683.1,LM-RDJL,LM-RDJL,0,255.6,4,211,0,1,1
Beijerinckia indica subsp. indica ATCC 9039,0,0,NC_010581,YP_001833788.1,LM-YuA,LM-YuA,1.30E-26,101.8,5,202,1,0,1
Beijerinckia indica subsp. indica ATCC 9039,0,0,NC_010581,YP_001833788.1,LM-RDJL,LM-RDJL,0.01,23.6,11,195,0,1,1
Beijerinckia indica subsp. indica ATCC 9039,0,0,NC_010581,YP_001833789.1,LM-YuA,LM-YuA,0.0011,26.9,633,717,1,0,1
Beijerinckia indica subsp. indica ATCC 9039,0,0,NC_010581,YP_001833789.1,LM-YuA,LM-YuA,0.0011,26.9,714,752,0,0,0
Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001845722.1,LM-Lam,LM-Lam,0,59.3,13,117,0,1,1
Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847381.1,LM-YuA,LM-YuA,1.9,16.3,3,110,1,0,1
Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847381.1,LM-HK97,LM-HK97,2.50E-23,90.5,4,112,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001863818.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001863919.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864199.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864467.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864702.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865471.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865534.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865574.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865613.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865761.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001866260.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001866445.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001867253.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001867617.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001867661.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001867712.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001867968.1,LM-RDJL,LM-RDJL,1.9,16.2,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001868024.1,LM-RDJL,LM-RDJL,1.9,16.2,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001868400.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001868545.1,LM-RDJL,LM-RDJL,2.3,15.9,141,223,0,0,0
