Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
Mycobacterium tuberculosis H37Rv,0,0,NC_000962,NP_214538.1,LK-HK97,LK-HK97,1.10E-18,75.4,182,280,0,0,0
Mycobacterium tuberculosis H37Rv,0,0,NC_000962,NP_215850.1,LK-mEp235,LK-mEp235,1.40E-21,84.5,14,131,0,0,0
Mycobacterium tuberculosis H37Rv,0,0,NC_000962,NP_215993.1,LK-HK97,LK-HK97,2.80E-28,106.2,355,471,0,0,0
Mycobacterium tuberculosis H37Rv,0,0,NC_000962,NP_215994.1,LK-HK97,LK-HK97,1.50E-28,107,124,240,0,0,0
Mycobacterium tuberculosis H37Rv,0,0,NC_000962,NP_216082.1,LK-HK97,LK-HK97,5.80E-24,92.3,55,168,0,0,0
Mycobacterium tuberculosis H37Rv,0,0,NC_000962,NP_216706.1,LK-HK97,LK-HK97,2.00E-20,81,285,381,0,0,0
Chlamydia trachomatis D/UW-3/CX,0,0,NC_000117,NP_219630.1,LK-HK97,LK-HK97,0,54.2,151,263,0,0,0
Helicobacter pylori J99,0,0,NC_000921,NP_222802.1,LK-HK97,LK-HK97,1.60E-18,74.8,301,437,0,0,0
Chlamydophila pneumoniae CWL029,0,0,NC_000922,NP_224454.1,LK-HK97,LK-HK97,0,52.8,152,266,0,0,0
Chlamydophila pneumoniae CWL029,0,0,NC_000922,NP_225094.1,LK-HK97,LK-HK97,4,15.7,347,396,0,0,0
Thermotoga maritima MSB8,0,0,NC_000853,NP_228794.1,LK-HK97,LK-HK97,0.65,18.2,135,275,0,0,0
Thermotoga maritima MSB8,0,0,NC_000853,NP_229357.1,LK-mEp235,LK-mEp235,0.27,19.2,86,219,0,0,0
Bacillus halodurans C-125,0,0,NC_002570,NP_243873.1,LK-HK97,LK-HK97,1.10E-22,88.2,225,332,0,0,0
Bacillus halodurans C-125,0,0,NC_002570,NP_243898.1,LK-mEp235,LK-mEp235,0.18,19.8,15,226,0,0,0
Bacillus halodurans C-125,0,0,NC_002570,NP_244538.1,LK-HK97,LK-HK97,4.60E-30,111.9,313,414,0,0,0
Pasteurella multocida subsp. multocida str. Pm70,0,0,NC_002663,NP_245564.1,LK-HK97,LK-HK97,1.10E-28,107.6,52,158,0,1,1
Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249330.1,LK-HK97,LK-HK97,2.10E-17,71.3,119,250,1,0,1
Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249330.1,LK-mEp235,LK-mEp235,2.50E-19,77.2,4,111,0,0,0
Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249889.1,LK-HK97,LK-HK97,2.70E-27,103,82,191,0,0,0
Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249890.1,LK-HK97,LK-HK97,2.20E-27,103.3,56,165,0,0,0
Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_250535.1,LK-HK97,LK-HK97,0.5,18.6,17,133,0,0,0
Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_250792.1,LK-mEp235,LK-mEp235,0,60,7,137,0,0,0
Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_252162.1,LK-HK97,LK-HK97,1.30E-29,110.5,75,183,0,0,0
Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_253180.1,LK-HK97,LK-HK97,0.24,19.6,47,190,0,0,0
Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_254006.1,LK-mEp235,LK-mEp235,0.058,21.4,105,219,0,0,0
Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_266640.1,LK-HK97,LK-HK97,0.0047,25.1,16,131,0,0,0
Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_266694.1,LK-HK97,LK-HK97,0,54.1,162,278,0,0,0
Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267092.1,LK-HK97,LK-HK97,1.40E-22,87.9,98,194,0,0,0
Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267215.1,LK-HK97,LK-HK97,0.0055,24.9,16,131,0,0,0
Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267535.1,LK-HK97,LK-HK97,0.007,24.6,17,131,0,0,0
Neisseria meningitidis MC58,0,0,NC_003112,NP_274072.1,LK-mEp235,LK-mEp235,0.027,22.4,86,219,0,0,0
Neisseria meningitidis MC58,0,0,NC_003112,NP_274445.1,LK-HK97,LK-HK97,1.10E-27,104.3,65,173,0,0,0
Neisseria meningitidis MC58,0,0,NC_003112,NP_274993.1,LK-HK97,LK-HK97,2.80E-28,106.2,132,240,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_285887.1,LK-HK97,LK-HK97,0.000015,33.2,22,130,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_285887.1,LK-HK97,LK-HK97,0.000015,33.2,199,272,0,0,0
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_285944.1,LK-HK97,LK-HK97,2.40E-28,106.4,131,241,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286526.1,LK-HK97,LK-HK97,0,51.8,88,201,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286526.1,LK-mEp235,LK-mEp235,0.000000068,40.4,1,86,0,0,0
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286752.1,LK-mEp235,LK-mEp235,0.041,21.8,27,155,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286899.1,LK-HK97,LK-HK97,0.0026,25.9,88,172,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286899.1,LK-mEp235,LK-mEp235,0.0000000061,43.8,1,85,0,0,0
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287160.1,LK-mEp235,LK-mEp235,0.039,21.9,24,155,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287307.1,LK-HK97,LK-HK97,0,52,109,222,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287307.1,LK-mEp235,LK-mEp235,5.60E-17,69.6,1,106,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287597.1,LK-HK97,LK-HK97,0,54.7,157,270,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287597.1,LK-mEp235,LK-mEp235,2.80E-18,73.8,47,154,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287783.1,LK-HK97,LK-HK97,0,50.8,88,201,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287783.1,LK-mEp235,LK-mEp235,0.0000000086,43.3,1,84,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287969.1,LK-HK97,LK-HK97,0.00000000012,49.5,88,201,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287969.1,LK-mEp235,LK-mEp235,0.000000017,42.4,1,85,0,0,0
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288091.1,LK-HK97,LK-HK97,5.60E-31,114.9,153,263,0,0,0
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288142.1,LK-HK97,LK-HK97,3.00E-28,106.1,47,153,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288443.1,LK-HK97,LK-HK97,0,54.7,157,270,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288443.1,LK-mEp235,LK-mEp235,2.80E-18,73.8,47,154,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288648.1,LK-HK97,LK-HK97,0,52.4,88,201,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288648.1,LK-mEp235,LK-mEp235,0.0000000086,43.3,1,85,0,0,0
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288758.1,LK-HK97,LK-HK97,5.70E-32,118.1,79,183,0,0,0
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288803.2,LK-HK97,LK-HK97,0.16,20.2,41,186,0,0,0
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_289338.1,LK-mEp235,LK-mEp235,6.9,14.7,225,339,0,0,0
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_290218.1,LK-mEp235,LK-mEp235,1.5,16.8,105,221,0,0,0
Chlamydia muridarum Nigg,0,0,NC_002620,NP_296781.1,LK-HK97,LK-HK97,0,57.5,150,262,0,0,0
Xylella fastidiosa 9a5c,0,0,NC_002488,NP_297441.1,LK-mEp235,LK-mEp235,0.16,20,116,228,0,0,0
Xylella fastidiosa 9a5c,0,0,NC_002488,NP_297943.1,LK-HK97,LK-HK97,8.70E-27,101.4,102,209,0,0,0
Xylella fastidiosa 9a5c,0,0,NC_002488,NP_297944.1,LK-HK97,LK-HK97,1.20E-26,101,178,286,0,0,0
Chlamydophila pneumoniae J138,0,0,NC_002491,NP_300304.1,LK-HK97,LK-HK97,0,52.8,152,266,0,0,0
Chlamydophila pneumoniae J138,0,0,NC_002491,NP_300956.1,LK-HK97,LK-HK97,8.6,14.6,347,396,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308222.1,LK-HK97,LK-HK97,0.000015,33.2,22,130,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308222.1,LK-HK97,LK-HK97,0.000015,33.2,199,272,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308281.1,LK-HK97,LK-HK97,2.40E-28,106.4,131,241,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308867.1,LK-HK97,LK-HK97,0,52.2,63,176,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308867.1,LK-mEp235,LK-mEp235,0.000011,33.3,2,62,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309144.1,LK-HK97,LK-HK97,0,51,75,188,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309144.1,LK-mEp235,LK-mEp235,0.0000012,36.5,1,72,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309430.1,LK-mEp235,LK-mEp235,0.041,21.8,27,155,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309585.1,LK-HK97,LK-HK97,0,52,109,222,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309585.1,LK-mEp235,LK-mEp235,5.60E-17,69.6,1,106,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309673.1,LK-HK97,LK-HK97,0,51.5,111,224,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309673.1,LK-mEp235,LK-mEp235,6.90E-17,69.3,1,109,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310013.1,LK-HK97,LK-HK97,0,52.1,111,224,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310013.1,LK-mEp235,LK-mEp235,7.80E-18,72.4,1,108,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310190.1,LK-HK97,LK-HK97,0,55.5,91,204,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310264.1,LK-HK97,LK-HK97,0.00000000012,49.5,88,201,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310264.1,LK-mEp235,LK-mEp235,0.000000017,42.4,1,85,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310391.1,LK-HK97,LK-HK97,5.60E-31,114.9,153,263,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310442.1,LK-HK97,LK-HK97,3.00E-28,106.1,47,153,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310749.1,LK-HK97,LK-HK97,0,56.2,53,166,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310749.1,LK-mEp235,LK-mEp235,0.00001,33.4,1,50,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310830.1,LK-mEp235,LK-mEp235,0.041,21.8,26,155,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310973.1,LK-HK97,LK-HK97,0,55.2,111,224,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310973.1,LK-mEp235,LK-mEp235,3.00E-18,73.7,1,108,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_311094.1,LK-HK97,LK-HK97,5.70E-32,118.1,79,183,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_311139.2,LK-HK97,LK-HK97,0.17,20.1,27,185,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_311671.1,LK-mEp235,LK-mEp235,6.9,14.7,225,339,0,0,0
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_312540.1,LK-mEp235,LK-mEp235,1.5,16.8,105,221,0,0,0
Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_334435.1,LK-HK97,LK-HK97,1.10E-18,75.4,182,280,0,0,0
Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_335826.1,LK-mEp235,LK-mEp235,1.40E-21,84.5,14,131,0,0,0
Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_335975.1,LK-HK97,LK-HK97,1.20E-28,107.4,158,274,0,0,0
Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_335976.1,LK-HK97,LK-HK97,1.50E-28,107,124,240,0,0,0
Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_336070.1,LK-HK97,LK-HK97,6.90E-24,92.1,74,187,0,0,0
Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_336508.1,LK-mEp235,LK-mEp235,8.1,14.5,22,87,0,0,0
Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_336717.1,LK-HK97,LK-HK97,2.20E-20,80.8,304,400,0,0,0
Streptococcus pneumoniae TIGR4,0,0,NC_003028,NP_345560.1,LK-mEp235,LK-mEp235,3.8,15.5,106,220,0,0,0
Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_346949.1,LK-HK97,LK-HK97,3.40E-20,80.2,293,392,0,0,0
Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_346950.1,LK-HK97,LK-HK97,2.20E-26,100.1,269,371,0,0,0
Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_348915.1,LK-mEp235,LK-mEp235,0.59,18.1,37,129,0,0,0
Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349270.1,LK-HK97,LK-HK97,2.50E-23,90.3,157,255,0,0,0
Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349296.1,LK-HK97,LK-HK97,1.6,17,66,176,0,0,0
Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349335.1,LK-HK97,LK-HK97,0.42,18.8,83,223,0,0,0
Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349545.1,LK-HK97,LK-HK97,1.00E-24,94.7,403,503,0,0,0
Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349546.1,LK-HK97,LK-HK97,6.00E-23,89,404,503,0,0,0
Streptococcus pneumoniae R6,0,0,NC_003098,NP_358590.1,LK-mEp235,LK-mEp235,1,17.3,111,225,0,0,0
Staphylococcus aureus subsp. aureus Mu50,0,0,NC_002758,NP_370924.1,LK-HK97,LK-HK97,2.40E-25,96.8,230,336,0,0,0
Sinorhizobium meliloti 1021,0,0,NC_003047,NP_384257.1,LK-HK97,LK-HK97,0,64.2,178,271,0,0,0
Sinorhizobium meliloti 1021,0,0,NC_003047,NP_385834.1,LK-mEp235,LK-mEp235,0.04,21.9,146,257,0,0,0
Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_388378.1,LK-HK97,LK-HK97,5.60E-32,118.1,221,327,0,0,0
Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_388818.2,LK-HK97,LK-HK97,1.80E-26,100.4,385,486,0,0,0
Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_388823.2,LK-HK97,LK-HK97,4.90E-26,99,232,333,0,0,0
Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_389182.2,LK-HK97,LK-HK97,3.40E-27,102.7,185,292,0,0,0
Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_389823.1,LK-HK97,LK-HK97,5.30E-27,102.1,311,412,0,0,0
Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_390682.1,LK-mEp235,LK-mEp235,1.1,17.3,97,226,0,0,0
Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_391360.1,LK-HK97,LK-HK97,5.90E-27,101.9,355,469,0,1,1
Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_391467.1,LK-HK97,LK-HK97,0,265.8,48,157,1,1,1
Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_391467.1,LK-HK97,LK-HK97,0,265.8,178,285,1,0,1
Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_391467.1,LK-HK97,LK-HK97,0,265.8,306,411,0,1,1
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_414735.4,LK-HK97,LK-HK97,0.00015,29.9,23,130,1,0,1
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_414735.4,LK-HK97,LK-HK97,0.00015,29.9,196,272,0,0,0
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_414762.1,LK-HK97,LK-HK97,1.90E-28,106.7,131,241,0,0,0
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_414781.1,LK-mEp235,LK-mEp235,0.18,19.7,39,155,0,0,0
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_416172.1,LK-HK97,LK-HK97,5.70E-31,114.8,153,263,0,0,0
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_416223.1,LK-HK97,LK-HK97,1.80E-28,106.8,47,153,0,0,0
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_416506.1,LK-mEp235,LK-mEp235,0.035,22.1,17,145,0,0,0
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_416680.1,LK-HK97,LK-HK97,5.70E-32,118.1,79,183,0,0,0
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_416732.4,LK-HK97,LK-HK97,0.17,20.1,27,185,0,0,0
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_417131.1,LK-mEp235,LK-mEp235,1.9,16.5,26,157,0,0,0
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_417264.1,LK-mEp235,LK-mEp235,6.9,14.7,225,339,0,0,0
Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,NP_418095.4,LK-mEp235,LK-mEp235,1.1,17.3,103,219,0,0,0
Caulobacter crescentus CB15,0,0,NC_002696,NP_421571.1,LK-HK97,LK-HK97,0.0008,27.6,56,178,0,0,0
Caulobacter crescentus CB15,0,0,NC_002696,NP_421730.1,LK-HK97,LK-HK97,0,58.9,173,265,0,0,0
Haemophilus influenzae Rd KW20,0,0,NC_000907,NP_439465.1,LK-HK97,LK-HK97,2.00E-29,109.9,54,160,0,0,0
Haemophilus influenzae Rd KW20,0,0,NC_000907,NP_439794.1,LK-HK97,LK-HK97,7.80E-31,114.4,80,181,0,0,0
Synechocystis sp. PCC 6803,0,0,NC_000911,NP_440942.1,LK-mEp235,LK-mEp235,1.60E-24,93.9,7,143,0,0,0
Synechocystis sp. PCC 6803,0,0,NC_000911,NP_441569.1,LK-HK97,LK-HK97,9.20E-29,107.8,113,245,0,0,0
Synechocystis sp. PCC 6803,0,0,NC_000911,NP_442053.1,LK-mEp235,LK-mEp235,6,14.9,115,236,0,0,0
Chlamydophila pneumoniae AR39,0,0,NC_002179,NP_445061.1,LK-HK97,LK-HK97,0,52.8,152,266,0,0,0
Chlamydophila pneumoniae AR39,0,0,NC_002179,NP_445504.1,LK-HK97,LK-HK97,8.6,14.6,347,396,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459899.1,LK-HK97,LK-HK97,0,51.9,108,221,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459899.1,LK-mEp235,LK-mEp235,0,59.4,1,105,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460021.1,LK-HK97,LK-HK97,0,52.7,109,222,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460021.1,LK-mEp235,LK-mEp235,0,58.8,2,106,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460309.1,LK-HK97,LK-HK97,6.60E-27,101.8,47,153,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460395.1,LK-HK97,LK-HK97,2.20E-30,112.9,166,276,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460896.1,LK-HK97,LK-HK97,0.0044,25.2,336,424,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461158.1,LK-HK97,LK-HK97,2.60E-31,115.9,81,185,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461317.1,LK-HK97,LK-HK97,0.039,22.2,11,106,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461527.1,LK-HK97,LK-HK97,0,55,63,176,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461527.1,LK-mEp235,LK-mEp235,0.0000094,33.5,1,60,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461877.1,LK-mEp235,LK-mEp235,1.3,17,225,339,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_462629.1,LK-mEp235,LK-mEp235,1.3,17,102,218,0,0,0
Nostoc sp. PCC 7120,0,0,NC_003272,NP_486391.1,LK-mEp235,LK-mEp235,1.3,17,116,237,0,0,0
Nostoc sp. PCC 7120,0,0,NC_003272,NP_486947.1,LK-mEp235,LK-mEp235,0,61,1,118,0,0,0
Nostoc sp. PCC 7120,0,0,NC_003272,NP_487419.1,LK-HK97,LK-HK97,1.80E-24,93.9,111,220,0,0,0
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519298.1,LK-HK97,LK-HK97,9.30E-26,98.1,78,185,0,0,0
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519435.1,LK-HK97,LK-HK97,5.50E-25,95.6,71,178,0,0,0
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519779.1,LK-mEp235,LK-mEp235,0,49.9,134,241,0,1,1
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519816.1,LK-HK97,LK-HK97,0,64,116,231,1,0,1
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519816.1,LK-mEp235,LK-mEp235,1.90E-18,74.3,2,108,0,0,0
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_520565.1,LK-mEp235,LK-mEp235,0.074,21,105,221,0,0,0
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_520741.1,LK-mEp235,LK-mEp235,0.013,23.4,50,166,0,0,0
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_521152.1,LK-HK97,LK-HK97,0.19,19.9,72,214,0,1,1
