Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287784.1,Phage_tail_L,Phage_tail_L,0,316.3,29,230,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287784.1,TIGR01600,TIGR01600,0,365.2,11,230,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287970.1,Phage_tail_L,Phage_tail_L,0,317.2,29,230,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287970.1,TIGR01600,TIGR01600,0,370.8,11,230,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288444.1,Phage_tail_L,Phage_tail_L,0,322.9,29,230,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288444.1,TIGR01600,TIGR01600,0,378.8,11,230,0,1,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288649.1,Phage_tail_L,Phage_tail_L,0,318.7,29,230,1,0,1
Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288649.1,TIGR01600,TIGR01600,0,371.5,11,230,0,1,1
Xylella fastidiosa 9a5c,0,0,NC_002488,NP_297813.1,DUF2163,DUF2163,2.20E-33,123.8,1,171,1,0,1
Xylella fastidiosa 9a5c,0,0,NC_002488,NP_297813.1,Phage_BR0599,Phage_BR0599,0.000000041,41.6,392,471,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308866.1,Phage_tail_L,Phage_tail_L,0,322.8,29,230,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308866.1,TIGR01600,TIGR01600,0,328.1,11,230,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309143.1,Phage_tail_L,Phage_tail_L,0,316.3,29,230,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309143.1,TIGR01600,TIGR01600,0,365.2,11,230,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309582.1,Phage_tail_L,Phage_tail_L,0,319.4,29,230,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309582.1,TIGR01600,TIGR01600,0,375.5,11,230,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309672.1,Phage_tail_L,Phage_tail_L,0,324,29,230,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309672.1,TIGR01600,TIGR01600,0,331,11,230,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309832.1,Phage_tail_L,Phage_tail_L,2.50E-39,143.1,29,133,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309832.1,TIGR01600,TIGR01600,0,180.2,11,130,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310012.1,Phage_tail_L,Phage_tail_L,0,318.7,29,230,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310012.1,TIGR01600,TIGR01600,0,371.5,11,230,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310191.1,Phage_tail_L,Phage_tail_L,0,322.6,29,230,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310191.1,TIGR01600,TIGR01600,0,383,11,230,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310265.1,Phage_tail_L,Phage_tail_L,0,317.2,29,230,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310265.1,TIGR01600,TIGR01600,0,370.8,11,230,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310750.1,Phage_tail_L,Phage_tail_L,0,322.9,29,230,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310750.1,TIGR01600,TIGR01600,0,378.8,11,230,0,1,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310974.1,Phage_tail_L,Phage_tail_L,0,322.9,29,230,1,0,1
Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310974.1,TIGR01600,TIGR01600,0,378.8,11,230,0,1,1
Rickettsia conorii str. Malish 7,0,0,NC_003103,NP_360405.1,Phage_BR0599,Phage_BR0599,0,59,1,51,1,0,1
Rickettsia conorii str. Malish 7,0,0,NC_003103,NP_360405.1,TIGR02218,TIGR02218,0.0000000002,49,2,56,0,1,1
Caulobacter crescentus CB15,0,0,NC_002696,NP_421572.1,DUF2163,DUF2163,0,168.4,2,157,1,1,1
Caulobacter crescentus CB15,0,0,NC_002696,NP_421572.1,Phage_BR0599,Phage_BR0599,0.0000027,35.8,151,191,1,1,1
Caulobacter crescentus CB15,0,0,NC_002696,NP_421572.1,TIGR02218,TIGR02218,0,254.5,17,160,1,0,1
Caulobacter crescentus CB15,0,0,NC_002696,NP_421572.1,TIGR02218,TIGR02218,0,254.5,161,208,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459305.1,DUF2163,DUF2163,1.8,16.8,37,111,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459898.1,Phage_tail_L,Phage_tail_L,0,290,29,230,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459898.1,TIGR01600,TIGR01600,0,302.8,11,230,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460020.1,Phage_tail_L,Phage_tail_L,0,313.3,29,230,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460020.1,TIGR01600,TIGR01600,0,284.3,11,230,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461528.1,Phage_tail_L,Phage_tail_L,0,298.3,29,230,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461528.1,TIGR01600,TIGR01600,0,318.1,11,230,0,1,1
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519815.1,Phage_tail_L,Phage_tail_L,0,272.2,24,231,1,0,1
Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519815.1,TIGR01600,TIGR01600,0,397.4,6,231,0,1,1
Burkholderia phage phiE125,Burkholderia thailandensis,neg,NC_003309,NP_536374.1,Phage_tail_L,Phage_tail_L,0,251.1,24,226,1,0,1
Burkholderia phage phiE125,Burkholderia thailandensis,neg,NC_003309,NP_536374.1,TIGR01600,TIGR01600,0,285.2,6,226,0,0,0
Clostridium perfringens str. 13,0,0,NC_003366,NP_562140.1,LL_Fam1,LL_Fam1,1.7,16.3,6,189,0,1,1
Fusobacterium nucleatum subsp. nucleatum ATCC 25586,0,0,NC_003454,NP_602904.1,TIGR02218,TIGR02218,0.38,18.6,73,134,1,1,1
Fusobacterium nucleatum subsp. nucleatum ATCC 25586,0,0,NC_003454,NP_602904.1,TIGR02218,TIGR02218,0.38,18.6,178,235,1,1,1
Fusobacterium nucleatum subsp. nucleatum ATCC 25586,0,0,NC_003454,NP_602904.1,TIGR02218,TIGR02218,0.38,18.6,218,287,1,0,1
Fusobacterium nucleatum subsp. nucleatum ATCC 25586,0,0,NC_003454,NP_602904.1,TIGR02218,TIGR02218,0.38,18.6,276,333,0,1,1
Yersinia pestis KIM10+,0,0,NC_004088,NP_669505.1,Phage_tail_L,Phage_tail_L,0,288.3,24,248,1,0,1
Yersinia pestis KIM10+,0,0,NC_004088,NP_669505.1,TIGR01600,TIGR01600,0,219.1,6,248,0,1,1
Shewanella oneidensis MR-1,0,0,NC_004347,NP_718518.1,Phage_tail_L,Phage_tail_L,0,257.3,23,240,1,0,1
Shewanella oneidensis MR-1,0,0,NC_004347,NP_718518.1,TIGR01600,TIGR01600,0,205.1,5,240,0,0,0
Pseudomonas putida KT2440,0,0,NC_002947,NP_743735.1,DUF1833,DUF1833,0,165.3,2,148,0,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_753371.1,Phage_tail_L,Phage_tail_L,0,321.4,29,230,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_753371.1,TIGR01600,TIGR01600,0,377.2,11,230,0,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_753495.1,Phage_tail_L,Phage_tail_L,0,321.1,29,230,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_753495.1,TIGR01600,TIGR01600,0,328,11,230,0,1,1
Escherichia coli CFT073,0,0,NC_004431,NP_755040.1,Phage_tail_L,Phage_tail_L,0,324,29,230,1,0,1
Escherichia coli CFT073,0,0,NC_004431,NP_755040.1,TIGR01600,TIGR01600,0,331.9,11,230,0,0,0
Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_791910.1,LL_Fam1,LL_Fam1,0,51.3,1,101,0,1,1
Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_793805.1,DUF2163,DUF2163,1.6,17,6,133,1,0,1
Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_793805.1,LL_Fam1,LL_Fam1,6.40E-30,112.3,4,199,0,0,0
Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_806267.1,DUF2163,DUF2163,1.8,16.8,37,111,0,1,1
Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836421.1,Phage_tail_L,Phage_tail_L,0,317,29,230,1,0,1
Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836421.1,TIGR01600,TIGR01600,0,328.9,11,230,0,0,0
Xanthomonas phage Xp10,Xanthomonas oryzae,neg,NC_004902,NP_858967.1,DUF1833,DUF1833,7.50E-43,153.7,2,143,0,0,0
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_872755.1,DUF2163,DUF2163,1.8,16.8,10,62,0,1,1
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_872756.1,DUF2163,DUF2163,0.05,21.9,12,89,1,1,1
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_872756.1,Phage_BR0599,Phage_BR0599,4.90E-21,83,118,195,1,0,1
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_872756.1,TIGR02218,TIGR02218,1.40E-26,102,1,202,0,1,1
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873086.1,DUF2163,DUF2163,0.000000064,41,6,154,1,0,1
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873086.1,TIGR02218,TIGR02218,0.00000049,37.9,19,172,0,1,1
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873087.1,Phage_BR0599,Phage_BR0599,8.40E-23,88.7,7,85,1,0,1
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873087.1,TIGR02218,TIGR02218,1.00E-17,72.9,3,92,0,1,1
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873968.1,DUF2163,DUF2163,0.000000064,41,6,154,1,0,1
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873968.1,TIGR02218,TIGR02218,0.00000049,37.9,19,172,0,1,1
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873969.1,Phage_BR0599,Phage_BR0599,0,59.8,1,46,1,0,1
Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873969.1,TIGR02218,TIGR02218,0.00000000035,48.2,1,53,0,0,0
Prochlorococcus marinus subsp. marinus str. CCMP1375,0,0,NC_005042,NP_874429.1,Phage_BR0599,Phage_BR0599,6.3,15.4,10,78,0,0,0
Yersinia phage PY54,Yersinia enterocolitica,neg,NC_005069,NP_892063.1,LL_Fam1,LL_Fam1,0,296.6,1,194,0,1,1
Burkholderia phage BcepNazgul,Burkholderia cepacia,neg,NC_005091,NP_918979.1,DUF2163,DUF2163,0.0000000014,46.4,19,159,1,1,1
Burkholderia phage BcepNazgul,Burkholderia cepacia,neg,NC_005091,NP_918979.1,Phage_BR0599,Phage_BR0599,2.40E-16,68,187,265,1,0,1
Burkholderia phage BcepNazgul,Burkholderia cepacia,neg,NC_005091,NP_918979.1,TIGR02218,TIGR02218,1.40E-22,88.9,18,270,0,0,0
Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_925853.1,DUF2163,DUF2163,8.7,14.6,64,161,0,1,1
Pseudomonas phage D3112,Pseudomonas aeruginosa,neg,NC_005178,NP_938257.1,DUF2163,DUF2163,0.00000017,39.7,2,144,1,1,1
Pseudomonas phage D3112,Pseudomonas aeruginosa,neg,NC_005178,NP_938257.1,Phage_BR0599,Phage_BR0599,3.90E-17,70.5,172,250,1,0,1
Pseudomonas phage D3112,Pseudomonas aeruginosa,neg,NC_005178,NP_938257.1,TIGR02218,TIGR02218,0,327.1,3,257,0,1,1
Burkholderia phage phi1026b,Burkholderia pseudomallei,neg,NC_005284,NP_945047.1,Phage_tail_L,Phage_tail_L,0,265.9,24,226,1,0,1
Burkholderia phage phi1026b,Burkholderia pseudomallei,neg,NC_005284,NP_945047.1,TIGR01600,TIGR01600,0,303.6,6,226,0,0,0
Lactobacillus johnsonii NCC 533,0,0,NC_005362,NP_965278.1,TIGR02218,TIGR02218,6.5,14.6,24,124,0,1,1
Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_966505.1,DUF2163,DUF2163,0,175.1,1,161,1,1,1
Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_966505.1,Phage_BR0599,Phage_BR0599,2.60E-21,83.9,189,266,1,0,1
Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_966505.1,TIGR02218,TIGR02218,0,352,20,268,0,0,0
Treponema denticola ATCC 35405,0,0,NC_002967,NP_971071.1,DUF1833,DUF1833,1.5,16.4,5,111,0,0,0
Methylibium petroleiphilum PM1,0,0,NC_008825,YP_001019731.1,LL_Fam1,LL_Fam1,0.37,18.5,16,140,0,1,1
Actinobacillus pleuropneumoniae serovar 5b str. L20,0,0,NC_009053,YP_001053230.1,Phage_tail_L,Phage_tail_L,0,261,38,243,1,0,1
Actinobacillus pleuropneumoniae serovar 5b str. L20,0,0,NC_009053,YP_001053230.1,TIGR01600,TIGR01600,0,244.7,12,243,0,0,0
Salmonella phage SETP3,Salmonella enteritidis,neg,NC_009232,YP_001110801.1,DUF1833,DUF1833,6.03E-44,157.3,9,157,0,1,1
Burkholderia phage phi644-2,Burkholderia pseudomallei,neg,NC_009235,YP_001111097.1,Phage_tail_L,Phage_tail_L,0,252.8,24,226,1,0,1
Burkholderia phage phi644-2,Burkholderia pseudomallei,neg,NC_009235,YP_001111097.1,TIGR01600,TIGR01600,0,287.6,6,226,0,1,1
Chlorobium phaeovibrioides DSM 265,0,0,NC_009337,YP_001129950.1,DUF2163,DUF2163,0.022,23,896,991,1,0,1
Chlorobium phaeovibrioides DSM 265,0,0,NC_009337,YP_001129950.1,DUF2163,DUF2163,0.022,23,1258,1353,0,1,1
Yersinia pestis Pestoides F,0,0,NC_009381,YP_001162380.1,Phage_tail_L,Phage_tail_L,0,288.3,24,248,1,0,1
Yersinia pestis Pestoides F,0,0,NC_009381,YP_001162380.1,TIGR01600,TIGR01600,0,219.1,6,248,0,1,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167293.1,DUF2163,DUF2163,0,223.4,1,161,1,1,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167293.1,Phage_BR0599,Phage_BR0599,3.50E-25,96.3,192,275,1,0,1
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167293.1,TIGR02218,TIGR02218,0,315.6,21,292,0,0,0
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167519.1,LL_Fam1,LL_Fam1,0.0000022,35.5,30,204,0,0,0
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001168283.1,LL_Fam1,LL_Fam1,0.0000022,35.5,30,204,0,1,1
Enterobacter sp. 638,0,0,NC_009436,YP_001176947.1,Phage_tail_L,Phage_tail_L,0,297.4,24,249,1,0,1
Enterobacter sp. 638,0,0,NC_009436,YP_001176947.1,TIGR01600,TIGR01600,0,213.4,6,249,0,0,0
Bradyrhizobium sp. ORS 278,0,0,NC_009445,YP_001205647.1,DUF1833,DUF1833,0.0000032,34.8,7,157,0,0,0
Burkholderia phage BcepGomr,Burkholderia cepacia,neg,NC_009447,YP_001210240.1,DUF1833,DUF1833,8.10E-43,153.6,6,167,0,0,0
Geobacter uraniireducens Rf4,0,0,NC_009483,YP_001229359.1,Phage_BR0599,Phage_BR0599,4.7,15.8,511,561,0,1,1
Orientia tsutsugamushi str. Boryong,0,0,NC_009488,YP_001248478.1,DUF2163,DUF2163,0.0000000014,46.4,4,158,1,1,1
Orientia tsutsugamushi str. Boryong,0,0,NC_009488,YP_001248478.1,Phage_BR0599,Phage_BR0599,0,64.5,185,267,1,0,1
Orientia tsutsugamushi str. Boryong,0,0,NC_009488,YP_001248478.1,TIGR02218,TIGR02218,3.50E-23,90.9,25,268,0,1,1
Clostridium botulinum A str. ATCC 3502,0,0,NC_009495,YP_001253863.1,LL_Fam1,LL_Fam1,6.2,14.5,119,184,1,0,1
Clostridium botulinum A str. ATCC 3502,0,0,NC_009495,YP_001253863.1,LL_Fam1,LL_Fam1,6.2,14.5,169,298,0,0,0
Pseudomonas putida F1,0,0,NC_009512,YP_001268675.1,DUF1833,DUF1833,1.40E-45,163.3,2,148,0,0,0
Pseudomonas putida F1,0,0,NC_009512,YP_001269410.1,DUF1833,DUF1833,0,180.9,2,149,0,1,1
Enterobacteria phage cdtI,Escherichia coli,neg,NC_009514,YP_001272528.1,Phage_tail_L,Phage_tail_L,0,322,29,230,1,0,1
Enterobacteria phage cdtI,Escherichia coli,neg,NC_009514,YP_001272528.1,TIGR01600,TIGR01600,0,330.3,11,230,0,1,1
Enterobacteria phage TLS,Shigella flexneri,neg,NC_009540,YP_001285537.1,Phage_tail_L,Phage_tail_L,2.80E-45,162.4,31,248,1,0,1
Enterobacteria phage TLS,Shigella flexneri,neg,NC_009540,YP_001285537.1,TIGR01600,TIGR01600,1.30E-34,127.7,13,248,0,0,0
Xanthomonas phage Xop411,Xanthomonas oryzae,neg,NC_009543,YP_001285689.1,DUF1833,DUF1833,8.90E-42,150.3,2,143,0,1,1
Pseudomonas phage 73,Pseudomonas aeruginosa,neg,NC_007806,YP_001293431.1,DUF2163,DUF2163,0.00018,29.8,29,160,1,1,1
Pseudomonas phage 73,Pseudomonas aeruginosa,neg,NC_007806,YP_001293431.1,Phage_BR0599,Phage_BR0599,0,52.5,188,265,1,0,1
Pseudomonas phage 73,Pseudomonas aeruginosa,neg,NC_007806,YP_001293431.1,TIGR02218,TIGR02218,2.30E-16,68.5,24,272,0,1,1
Pseudomonas phage M6,Pseudomonas aeruginosa,neg,NC_007809,YP_001294543.1,DUF2163,DUF2163,0,57.8,15,156,1,1,1
Pseudomonas phage M6,Pseudomonas aeruginosa,neg,NC_007809,YP_001294543.1,Phage_BR0599,Phage_BR0599,4.20E-16,67.2,184,261,1,0,1
Pseudomonas phage M6,Pseudomonas aeruginosa,neg,NC_007809,YP_001294543.1,TIGR02218,TIGR02218,7.60E-23,89.8,18,267,0,0,0
Sinorhizobium medicae WSM419,0,0,NC_009636,YP_001327546.1,LL_Fam1,LL_Fam1,0.78,17.4,1,114,0,0,0
Klebsiella pneumoniae subsp. pneumoniae MGH 78578,0,0,NC_009648,YP_001335093.1,DUF1833,DUF1833,1.40E-39,143.1,2,148,0,1,1
Actinobacillus succinogenes 130Z,0,0,NC_009655,YP_001344546.1,Phage_tail_L,Phage_tail_L,0,265.1,38,243,1,0,1
Actinobacillus succinogenes 130Z,0,0,NC_009655,YP_001344546.1,TIGR01600,TIGR01600,0,247.9,13,243,0,1,1
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001346177.1,Phage_tail_L,Phage_tail_L,0,300.1,24,229,1,0,1
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001346177.1,TIGR01600,TIGR01600,0,250.4,6,229,0,1,1
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001347786.1,Phage_tail_L,Phage_tail_L,0,237.1,24,246,1,0,1
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001347786.1,TIGR01600,TIGR01600,0,200.2,6,246,0,1,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354412.1,DUF2163,DUF2163,0.000039,32,6,150,1,1,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354412.1,Phage_BR0599,Phage_BR0599,0,59.3,173,250,1,0,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354412.1,TIGR02218,TIGR02218,0.0000000061,44.2,89,255,0,1,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354472.1,DUF2163,DUF2163,0.0000055,34.7,9,155,1,1,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354472.1,Phage_BR0599,Phage_BR0599,0,63.3,178,255,1,0,1
Janthinobacterium sp. Marseille,0,0,NC_009659,YP_001354472.1,TIGR02218,TIGR02218,0.00000000072,47.2,101,260,0,1,1
Clostridium botulinum A str. ATCC 19397,0,0,NC_009697,YP_001383698.1,LL_Fam1,LL_Fam1,6.2,14.5,119,184,1,0,1
Clostridium botulinum A str. ATCC 19397,0,0,NC_009697,YP_001383698.1,LL_Fam1,LL_Fam1,6.2,14.5,169,298,0,1,1
Clostridium botulinum A str. Hall,0,0,NC_009698,YP_001387246.1,LL_Fam1,LL_Fam1,6.2,14.5,119,184,1,0,1
Clostridium botulinum A str. Hall,0,0,NC_009698,YP_001387246.1,LL_Fam1,LL_Fam1,6.2,14.5,169,298,0,1,1
Campylobacter hominis ATCC BAA-381,0,0,NC_009714,YP_001405889.1,DUF2163,DUF2163,0.19,20,71,140,1,1,1
Campylobacter hominis ATCC BAA-381,0,0,NC_009714,YP_001405889.1,Phage_BR0599,Phage_BR0599,1.60E-17,71.8,172,245,1,0,1
Campylobacter hominis ATCC BAA-381,0,0,NC_009714,YP_001405889.1,TIGR02218,TIGR02218,4.80E-20,80.6,19,250,0,1,1
Parvibaculum lavamentivorans DS-1,0,0,NC_009719,YP_001412197.1,DUF2163,DUF2163,0,219.3,1,163,1,1,1
Parvibaculum lavamentivorans DS-1,0,0,NC_009719,YP_001412197.1,Phage_BR0599,Phage_BR0599,4.10E-29,108.9,192,272,1,0,1
Parvibaculum lavamentivorans DS-1,0,0,NC_009719,YP_001412197.1,TIGR02218,TIGR02218,0,299.9,23,287,0,1,1
Xanthobacter autotrophicus Py2,0,0,NC_009720,YP_001418056.1,DUF2163,DUF2163,0,200.5,1,163,1,1,1
Xanthobacter autotrophicus Py2,0,0,NC_009720,YP_001418056.1,Phage_BR0599,Phage_BR0599,1.80E-25,97.3,194,277,1,0,1
Xanthobacter autotrophicus Py2,0,0,NC_009720,YP_001418056.1,TIGR02218,TIGR02218,0,285.5,23,295,0,0,0
Xanthobacter autotrophicus Py2,0,0,NC_009720,YP_001418602.1,DUF1833,DUF1833,0.78,17.4,7,157,0,0,0
Roseiflexus castenholzii DSM 13941,0,0,NC_009767,YP_001431076.1,DUF2163,DUF2163,4.6,15.5,237,358,0,0,0
Cronobacter sakazakii ATCC BAA-894,0,0,NC_009778,YP_001436480.1,TIGR02218,TIGR02218,0.73,17.7,342,414,0,1,1
Cronobacter sakazakii ATCC BAA-894,0,0,NC_009778,YP_001437146.1,Phage_tail_L,Phage_tail_L,0,238.2,24,248,1,0,1
Cronobacter sakazakii ATCC BAA-894,0,0,NC_009778,YP_001437146.1,TIGR01600,TIGR01600,0,197.9,6,248,0,1,1
Cronobacter sakazakii ATCC BAA-894,0,0,NC_009778,YP_001439097.1,DUF1833,DUF1833,0.014,23,3,145,1,0,1
Cronobacter sakazakii ATCC BAA-894,0,0,NC_009778,YP_001439097.1,DUF2163,DUF2163,3.6,15.8,38,148,0,1,1
Enterobacteria phage BP-4795,Escherichia coli,neg,NC_004813,YP_001449306.1,Phage_tail_L,Phage_tail_L,0,320.5,29,230,1,0,1
